time,kernel,dimension,blocksize,operation,
0,8.55037,4352,40960,2560,launch,1
1,8.60614,4352,40960,2560,launch,1
2,8.64121,4352,40960,2560,launch,1
3,8.67659,4352,40960,2560,launch,1
4,8.71168,4352,40960,2560,launch,1
5,8.71575,4352,40960,2560,launch,1
6,8.71762,4352,40960,2560,launch,1
7,8.73113,4352,40960,2560,launch,1
8,8.73981,4352,40960,2560,launch,1
9,8.74083,4352,40960,2560,launch,1
10,8.74167,4352,40960,2560,launch,1
11,8.75188,4352,40960,2560,launch,1
12,8.76656,4352,40960,2560,launch,1
13,8.76691,4352,40960,2560,launch,1
14,8.76926,4352,40960,2560,launch,1
15,8.77245,4352,40960,2560,launch,1
16,8.77447,4352,40960,2560,launch,1
17,8.77452,4352,40960,2560,launch,1
18,8.77857,4352,40960,2560,launch,1
19,8.77646,4352,40960,2560,launch,1
20,8.77051,4352,40960,2560,launch,1
21,8.77325,4352,40960,2560,launch,1
22,8.77035,4352,40960,2560,launch,1
23,8.76913,4352,40960,2560,launch,1
24,8.7661,4352,40960,2560,launch,1
25,8.76834,4352,40960,2560,launch,1
26,8.76624,4352,40960,2560,launch,1
27,8.76582,4352,40960,2560,launch,1
28,8.76737,4352,40960,2560,launch,1
29,8.77175,4352,40960,2560,launch,1
30,8.75706,4352,40960,2560,launch,1
31,8.75346,4352,40960,2560,launch,1
32,8.75588,4352,40960,2560,launch,1
33,8.75457,4352,40960,2560,launch,1
34,8.75697,4352,40960,2560,launch,1
35,8.75701,4352,40960,2560,launch,1
36,8.75128,4352,40960,2560,launch,1
37,8.75226,4352,40960,2560,launch,1
38,8.75644,4352,40960,2560,launch,1
39,8.75603,4352,40960,2560,launch,1
40,8.74812,4352,40960,2560,launch,1
41,8.75681,4352,40960,2560,launch,1
42,8.75698,4352,40960,2560,launch,1
43,8.75524,4352,40960,2560,launch,1
44,8.75364,4352,40960,2560,launch,1
45,8.75401,4352,40960,2560,launch,1
46,8.74969,4352,40960,2560,launch,1
47,8.75265,4352,40960,2560,launch,1
48,8.74969,4352,40960,2560,launch,1
49,8.75031,4352,40960,2560,launch,1
50,8.75369,4352,40960,2560,launch,1
51,8.7489,4352,40960,2560,launch,1
52,8.74637,4352,40960,2560,launch,1
53,8.75264,4352,40960,2560,launch,1
54,8.75015,4352,40960,2560,launch,1
55,8.74878,4352,40960,2560,launch,1
56,8.74982,4352,40960,2560,launch,1
57,8.75184,4352,40960,2560,launch,1
58,8.75241,4352,40960,2560,launch,1
59,8.75241,4352,40960,2560,launch,1
60,8.75335,4352,40960,2560,launch,1
61,8.75633,4352,40960,2560,launch,1
62,8.74671,4352,40960,2560,launch,1
63,8.75341,4352,40960,2560,launch,1
64,8.74534,4352,40960,2560,launch,1
65,8.74699,4352,40960,2560,launch,1
66,8.74893,4352,40960,2560,launch,1
67,8.74359,4352,40960,2560,launch,1
68,8.74824,4352,40960,2560,launch,1
69,8.75304,4352,40960,2560,launch,1
70,8.74801,4352,40960,2560,launch,1
71,8.75399,4352,40960,2560,launch,1
72,8.75533,4352,40960,2560,launch,1
73,8.75144,4352,40960,2560,launch,1
74,8.75525,4352,40960,2560,launch,1
75,8.75445,4352,40960,2560,launch,1
76,8.75384,4352,40960,2560,launch,1
77,8.74955,4352,40960,2560,launch,1
78,8.74981,4352,40960,2560,launch,1
79,8.74877,4352,40960,2560,launch,1
