time,kernel,dimension,blocksize,operation,
0,5.73996,392,35840,5120,launch,1
1,5.764,392,35840,5120,launch,1
2,5.77576,392,35840,5120,launch,1
3,5.78532,392,35840,5120,launch,1
4,5.81168,392,35840,5120,launch,1
5,5.83989,392,35840,5120,launch,1
6,5.85466,392,35840,5120,launch,1
7,5.84974,392,35840,5120,launch,1
8,5.88104,392,35840,5120,launch,1
9,5.88591,392,35840,5120,launch,1
10,5.87591,392,35840,5120,launch,1
11,5.84772,392,35840,5120,launch,1
12,5.85613,392,35840,5120,launch,1
13,5.8547,392,35840,5120,launch,1
14,5.88455,392,35840,5120,launch,1
15,5.88793,392,35840,5120,launch,1
16,5.86353,392,35840,5120,launch,1
17,5.86932,392,35840,5120,launch,1
18,5.8965,392,35840,5120,launch,1
19,5.89206,392,35840,5120,launch,1
20,5.86105,392,35840,5120,launch,1
21,5.88567,392,35840,5120,launch,1
22,5.86773,392,35840,5120,launch,1
23,5.86164,392,35840,5120,launch,1
24,5.88969,392,35840,5120,launch,1
25,5.87458,392,35840,5120,launch,1
26,5.89437,392,35840,5120,launch,1
27,5.88237,392,35840,5120,launch,1
28,5.87546,392,35840,5120,launch,1
29,5.88128,392,35840,5120,launch,1
30,5.89273,392,35840,5120,launch,1
31,5.86778,392,35840,5120,launch,1
32,5.88148,392,35840,5120,launch,1
33,5.88875,392,35840,5120,launch,1
34,5.89019,392,35840,5120,launch,1
35,5.87901,392,35840,5120,launch,1
36,5.88439,392,35840,5120,launch,1
37,5.88621,392,35840,5120,launch,1
38,5.86547,392,35840,5120,launch,1
39,5.88058,392,35840,5120,launch,1
40,5.87154,392,35840,5120,launch,1
41,5.89942,392,35840,5120,launch,1
42,5.90252,392,35840,5120,launch,1
43,5.88425,392,35840,5120,launch,1
44,5.8686,392,35840,5120,launch,1
45,5.89324,392,35840,5120,launch,1
46,5.87011,392,35840,5120,launch,1
47,5.86347,392,35840,5120,launch,1
48,5.90626,392,35840,5120,launch,1
49,5.88891,392,35840,5120,launch,1
50,5.88511,392,35840,5120,launch,1
51,5.88885,392,35840,5120,launch,1
52,5.86761,392,35840,5120,launch,1
53,5.87236,392,35840,5120,launch,1
54,5.86856,392,35840,5120,launch,1
55,5.88289,392,35840,5120,launch,1
56,5.87784,392,35840,5120,launch,1
57,5.89362,392,35840,5120,launch,1
58,5.90527,392,35840,5120,launch,1
59,5.90559,392,35840,5120,launch,1
60,5.89002,392,35840,5120,launch,1
61,5.88457,392,35840,5120,launch,1
62,5.88744,392,35840,5120,launch,1
63,5.87593,392,35840,5120,launch,1
64,5.8893,392,35840,5120,launch,1
65,5.87192,392,35840,5120,launch,1
66,5.86399,392,35840,5120,launch,1
67,5.8961,392,35840,5120,launch,1
68,5.89039,392,35840,5120,launch,1
69,5.86088,392,35840,5120,launch,1
70,5.87018,392,35840,5120,launch,1
71,5.89209,392,35840,5120,launch,1
72,5.88121,392,35840,5120,launch,1
73,5.87825,392,35840,5120,launch,1
74,5.87903,392,35840,5120,launch,1
75,5.87947,392,35840,5120,launch,1
76,5.8774,392,35840,5120,launch,1
77,5.86464,392,35840,5120,launch,1
78,5.87307,392,35840,5120,launch,1
79,5.86881,392,35840,5120,launch,1
80,5.88666,392,35840,5120,launch,1
81,5.88827,392,35840,5120,launch,1
82,5.87113,392,35840,5120,launch,1
83,5.87106,392,35840,5120,launch,1
84,5.88827,392,35840,5120,launch,1
85,5.90668,392,35840,5120,launch,1
86,5.87563,392,35840,5120,launch,1
87,5.88499,392,35840,5120,launch,1
88,5.87977,392,35840,5120,launch,1
89,5.87579,392,35840,5120,launch,1
90,5.87908,392,35840,5120,launch,1
91,5.88214,392,35840,5120,launch,1
92,5.86643,392,35840,5120,launch,1
93,5.85974,392,35840,5120,launch,1
94,5.88184,392,35840,5120,launch,1
95,5.88423,392,35840,5120,launch,1
96,5.85222,392,35840,5120,launch,1
97,5.86338,392,35840,5120,launch,1
98,5.88135,392,35840,5120,launch,1
99,5.86111,392,35840,5120,launch,1
100,5.86986,392,35840,5120,launch,1
101,5.86909,392,35840,5120,launch,1
102,5.87428,392,35840,5120,launch,1
103,5.88795,392,35840,5120,launch,1
104,5.88926,392,35840,5120,launch,1
105,5.87833,392,35840,5120,launch,1
106,5.87157,392,35840,5120,launch,1
107,5.8522,392,35840,5120,launch,1
108,5.85735,392,35840,5120,launch,1
109,5.8879,392,35840,5120,launch,1
110,5.85981,392,35840,5120,launch,1
111,5.85315,392,35840,5120,launch,1
112,5.86333,392,35840,5120,launch,1
113,5.86661,392,35840,5120,launch,1
114,5.87003,392,35840,5120,launch,1
115,5.86006,392,35840,5120,launch,1
116,5.86849,392,35840,5120,launch,1
