time,kernel,dimension,blocksize,operation,
0,0.000416326,80,12800,3200,graphApiYesDependency,1
1,0.000401728,80,12800,3200,graphApiYesDependency,1
2,0.000509622,80,12800,3200,graphApiYesDependency,1
3,0.000414413,80,12800,3200,graphApiYesDependency,1
4,0.00159251,80,12800,3200,graphApiYesDependency,1
5,0.000418981,80,12800,3200,graphApiYesDependency,1
6,0.000531624,80,12800,3200,graphApiYesDependency,1
7,0.000393593,80,12800,3200,graphApiYesDependency,1
8,0.000553916,80,12800,3200,graphApiYesDependency,1
9,0.00183333,80,12800,3200,graphApiYesDependency,1
