index,time,kernel,dimension,blocksize,operation,cudagraph,
0,10.6904,1,38400,38400,launch,1
1,10.7186,1,38400,38400,launch,1
2,9.85337,1,38400,38400,launch,1
3,10.2973,1,38400,38400,launch,1
4,10.7734,1,38400,38400,launch,1
5,10.8158,1,38400,38400,launch,1
6,10.8816,1,38400,38400,launch,1
7,10.1106,1,38400,38400,launch,1
8,10.591,1,38400,38400,launch,1
9,10.5653,1,38400,38400,launch,1
10,9.83411,1,38400,38400,launch,1
11,11.0634,1,38400,38400,launch,1
12,11.075,1,38400,38400,launch,1
13,10.7807,1,38400,38400,launch,1
14,11.0741,1,38400,38400,launch,1
15,11.0316,1,38400,38400,launch,1
16,11.0447,1,38400,38400,launch,1
17,11.0194,1,38400,38400,launch,1
18,10.6759,1,38400,38400,launch,1
19,10.6247,1,38400,38400,launch,1
20,10.2936,1,38400,38400,launch,1
21,10.6557,1,38400,38400,launch,1
22,10.6505,1,38400,38400,launch,1
23,10.967,1,38400,38400,launch,1
24,10.9506,1,38400,38400,launch,1
25,10.9767,1,38400,38400,launch,1
26,9.13543,1,38400,38400,launch,1
27,10.9281,1,38400,38400,launch,1
28,10.6384,1,38400,38400,launch,1
29,9.7469,1,38400,38400,launch,1
30,10.618,1,38400,38400,launch,1
31,10.9574,1,38400,38400,launch,1
32,10.9184,1,38400,38400,launch,1
33,10.9343,1,38400,38400,launch,1
34,10.9642,1,38400,38400,launch,1
35,9.86166,1,38400,38400,launch,1
36,10.5476,1,38400,38400,launch,1
37,10.9196,1,38400,38400,launch,1
38,10.212,1,38400,38400,launch,1
39,10.0965,1,38400,38400,launch,1
40,10.5473,1,38400,38400,launch,1
41,8.39203,1,38400,38400,launch,1
42,10.9192,1,38400,38400,launch,1
43,10.9314,1,38400,38400,launch,1
44,9.47209,1,38400,38400,launch,1
45,10.9227,1,38400,38400,launch,1
46,10.586,1,38400,38400,launch,1
47,8.72751,1,38400,38400,launch,1
48,10.9353,1,38400,38400,launch,1
49,9.83791,1,38400,38400,launch,1
50,9.82359,1,38400,38400,launch,1
51,9.35471,1,38400,38400,launch,1
52,10.1969,1,38400,38400,launch,1
53,10.9219,1,38400,38400,launch,1
54,10.895,1,38400,38400,launch,1
55,10.9127,1,38400,38400,launch,1
56,10.8983,1,38400,38400,launch,1
57,10.9122,1,38400,38400,launch,1
