index,time,kernel,dimension,blocksize,operation,cudagraph
0,19.6278,360000,38400,64,launch,0
1,19.717,360000,38400,64,launch,0
2,19.7946,360000,38400,64,launch,0
3,19.8332,360000,38400,64,launch,0
4,19.8584,360000,38400,64,launch,0
5,19.8722,360000,38400,64,launch,0
6,19.8837,360000,38400,64,launch,0
7,19.8927,360000,38400,64,launch,0
8,19.8987,360000,38400,64,launch,0
9,19.8984,360000,38400,64,launch,0
10,19.8983,360000,38400,64,launch,0
11,19.8959,360000,38400,64,launch,0
12,19.8962,360000,38400,64,launch,0
13,19.894,360000,38400,64,launch,0
14,19.8927,360000,38400,64,launch,0
15,19.893,360000,38400,64,launch,0
16,19.8923,360000,38400,64,launch,0
17,19.8906,360000,38400,64,launch,0
18,19.891,360000,38400,64,launch,0
19,19.8914,360000,38400,64,launch,0
20,19.8907,360000,38400,64,launch,0
21,19.892,360000,38400,64,launch,0
22,19.8916,360000,38400,64,launch,0
23,19.8899,360000,38400,64,launch,0
24,19.8916,360000,38400,64,launch,0
25,19.8901,360000,38400,64,launch,0
26,19.8915,360000,38400,64,launch,0
27,19.8897,360000,38400,64,launch,0
28,19.891,360000,38400,64,launch,0
29,19.8906,360000,38400,64,launch,0
30,19.8915,360000,38400,64,launch,0
31,19.8907,360000,38400,64,launch,0
32,19.8928,360000,38400,64,launch,0
33,19.8908,360000,38400,64,launch,0
34,19.8903,360000,38400,64,launch,0
35,19.8901,360000,38400,64,launch,0
36,19.8912,360000,38400,64,launch,0
37,19.8911,360000,38400,64,launch,0
38,19.8908,360000,38400,64,launch,0
39,19.8905,360000,38400,64,launch,0
40,19.8912,360000,38400,64,launch,0
41,19.8905,360000,38400,64,launch,0
42,19.8905,360000,38400,64,launch,0
43,19.8906,360000,38400,64,launch,0
44,19.8902,360000,38400,64,launch,0
45,19.8912,360000,38400,64,launch,0
46,19.8916,360000,38400,64,launch,0
47,19.8919,360000,38400,64,launch,0
48,19.891,360000,38400,64,launch,0
49,19.8915,360000,38400,64,launch,0
50,19.892,360000,38400,64,launch,0
51,19.8913,360000,38400,64,launch,0
52,19.8918,360000,38400,64,launch,0
53,19.8906,360000,38400,64,launch,0
54,19.8895,360000,38400,64,launch,0
55,19.8892,360000,38400,64,launch,0
56,19.8906,360000,38400,64,launch,0
57,19.8891,360000,38400,64,launch,0
58,19.8907,360000,38400,64,launch,0
59,19.8904,360000,38400,64,launch,0
60,19.8918,360000,38400,64,launch,0
61,19.8936,360000,38400,64,launch,0
62,19.8928,360000,38400,64,launch,0
63,19.8933,360000,38400,64,launch,0
64,19.8923,360000,38400,64,launch,0
65,19.8936,360000,38400,64,launch,0
66,19.8934,360000,38400,64,launch,0
67,19.893,360000,38400,64,launch,0
68,19.8922,360000,38400,64,launch,0
69,19.8901,360000,38400,64,launch,0
70,19.8912,360000,38400,64,launch,0
71,19.8926,360000,38400,64,launch,0
72,19.8918,360000,38400,64,launch,0
73,19.8925,360000,38400,64,launch,0
74,19.8914,360000,38400,64,launch,0
75,19.8911,360000,38400,64,launch,0
76,19.8918,360000,38400,64,launch,0
77,19.8935,360000,38400,64,launch,0
78,19.8935,360000,38400,64,launch,0
79,19.8934,360000,38400,64,launch,0
80,19.8935,360000,38400,64,launch,0
81,19.8924,360000,38400,64,launch,0
82,19.8925,360000,38400,64,launch,0
83,19.8918,360000,38400,64,launch,0
84,19.8924,360000,38400,64,launch,0
85,19.8922,360000,38400,64,launch,0
86,19.8899,360000,38400,64,launch,0
87,19.8913,360000,38400,64,launch,0
88,19.8901,360000,38400,64,launch,0
89,19.8893,360000,38400,64,launch,0
90,19.8907,360000,38400,64,launch,0
91,19.8909,360000,38400,64,launch,0
92,19.8912,360000,38400,64,launch,0
93,19.8915,360000,38400,64,launch,0
94,19.8904,360000,38400,64,launch,0
95,19.891,360000,38400,64,launch,0
96,19.8908,360000,38400,64,launch,0
97,19.8918,360000,38400,64,launch,0
98,19.8916,360000,38400,64,launch,0
99,19.8904,360000,38400,64,launch,0
100,19.8894,360000,38400,64,launch,0
101,19.8895,360000,38400,64,launch,0
102,19.8909,360000,38400,64,launch,0
103,19.8921,360000,38400,64,launch,0
104,19.8922,360000,38400,64,launch,0
105,19.8936,360000,38400,64,launch,0
106,19.8938,360000,38400,64,launch,0
107,19.8942,360000,38400,64,launch,0
108,19.8942,360000,38400,64,launch,0
109,19.8958,360000,38400,64,launch,0
110,19.8933,360000,38400,64,launch,0
111,19.8936,360000,38400,64,launch,0
112,19.8938,360000,38400,64,launch,0
113,19.8916,360000,38400,64,launch,0
114,19.8918,360000,38400,64,launch,0
115,19.8943,360000,38400,64,launch,0
116,19.8928,360000,38400,64,launch,0
117,19.8925,360000,38400,64,launch,0
118,19.8931,360000,38400,64,launch,0
119,19.8923,360000,38400,64,launch,0
120,19.8926,360000,38400,64,launch,0
121,19.8923,360000,38400,64,launch,0
122,19.8933,360000,38400,64,launch,0
123,19.8915,360000,38400,64,launch,0
124,19.8915,360000,38400,64,launch,0
125,19.893,360000,38400,64,launch,0
126,19.8933,360000,38400,64,launch,0
127,19.8918,360000,38400,64,launch,0
128,19.8928,360000,38400,64,launch,0
129,19.8916,360000,38400,64,launch,0
130,19.8924,360000,38400,64,launch,0
131,19.8913,360000,38400,64,launch,0
132,19.891,360000,38400,64,launch,0
133,19.8924,360000,38400,64,launch,0
134,19.8894,360000,38400,64,launch,0
135,19.8888,360000,38400,64,launch,0
136,19.8902,360000,38400,64,launch,0
137,19.8894,360000,38400,64,launch,0
138,19.8896,360000,38400,64,launch,0
139,19.8919,360000,38400,64,launch,0
140,19.8907,360000,38400,64,launch,0
141,19.8913,360000,38400,64,launch,0
142,19.891,360000,38400,64,launch,0
143,19.8904,360000,38400,64,launch,0
144,19.8913,360000,38400,64,launch,0
145,19.8897,360000,38400,64,launch,0
146,19.8909,360000,38400,64,launch,0
147,19.8904,360000,38400,64,launch,0
148,19.8902,360000,38400,64,launch,0
149,19.8913,360000,38400,64,launch,0
150,19.8906,360000,38400,64,launch,0
151,19.8906,360000,38400,64,launch,0
152,19.8895,360000,38400,64,launch,0
153,19.8906,360000,38400,64,launch,0
154,19.8885,360000,38400,64,launch,0
155,19.8895,360000,38400,64,launch,0
156,19.8886,360000,38400,64,launch,0
157,19.8889,360000,38400,64,launch,0
158,19.8893,360000,38400,64,launch,0
159,19.888,360000,38400,64,launch,0
160,19.8905,360000,38400,64,launch,0
161,19.8894,360000,38400,64,launch,0
162,19.8882,360000,38400,64,launch,0
163,19.8892,360000,38400,64,launch,0
164,19.8898,360000,38400,64,launch,0
165,19.8897,360000,38400,64,launch,0
166,19.8903,360000,38400,64,launch,0
167,19.8892,360000,38400,64,launch,0
168,19.8895,360000,38400,64,launch,0
169,19.8895,360000,38400,64,launch,0
170,19.8896,360000,38400,64,launch,0
171,19.8896,360000,38400,64,launch,0
172,19.8898,360000,38400,64,launch,0
173,19.8922,360000,38400,64,launch,0
174,19.8926,360000,38400,64,launch,0
175,19.8914,360000,38400,64,launch,0
176,19.8899,360000,38400,64,launch,0
177,19.8886,360000,38400,64,launch,0
178,19.8874,360000,38400,64,launch,0
179,19.8892,360000,38400,64,launch,0
180,19.8882,360000,38400,64,launch,0
181,19.8897,360000,38400,64,launch,0
182,19.888,360000,38400,64,launch,0
183,19.8901,360000,38400,64,launch,0
184,19.8892,360000,38400,64,launch,0
185,19.8888,360000,38400,64,launch,0
186,19.8887,360000,38400,64,launch,0
187,19.8888,360000,38400,64,launch,0
188,19.8894,360000,38400,64,launch,0
189,19.889,360000,38400,64,launch,0
190,19.89,360000,38400,64,launch,0
191,19.8901,360000,38400,64,launch,0
192,19.8908,360000,38400,64,launch,0
193,19.8902,360000,38400,64,launch,0
194,19.8916,360000,38400,64,launch,0
195,19.892,360000,38400,64,launch,0
196,19.8919,360000,38400,64,launch,0
197,19.891,360000,38400,64,launch,0
198,19.8912,360000,38400,64,launch,0
199,19.8897,360000,38400,64,launch,0
