time,kernel,dimension,blocksize,operation,
0,0.383735,576,20480,2560,graphApiYesDependency,1
1,0.00503326,576,20480,2560,graphApiYesDependency,1
2,0.00514448,576,20480,2560,graphApiYesDependency,1
3,0.0052816,576,20480,2560,graphApiYesDependency,1
4,0.00533179,576,20480,2560,graphApiYesDependency,1
5,0.00536471,576,20480,2560,graphApiYesDependency,1
6,0.00530323,576,20480,2560,graphApiYesDependency,1
7,0.00531118,576,20480,2560,graphApiYesDependency,1
8,0.00533172,576,20480,2560,graphApiYesDependency,1
9,0.00547873,576,20480,2560,graphApiYesDependency,1
