time,kernel,dimension,blocksize,operation,
0,1.52489,2,20480,20480,launch,1
1,1.53563,2,20480,20480,launch,1
2,1.51705,2,20480,20480,launch,1
3,1.53946,2,20480,20480,launch,1
4,1.5137,2,20480,20480,launch,1
5,1.52188,2,20480,20480,launch,1
6,1.5076,2,20480,20480,launch,1
7,1.52178,2,20480,20480,launch,1
8,1.51469,2,20480,20480,launch,1
9,1.52797,2,20480,20480,launch,1
10,1.51857,2,20480,20480,launch,1
11,1.52993,2,20480,20480,launch,1
12,1.51994,2,20480,20480,launch,1
13,1.53603,2,20480,20480,launch,1
14,1.5235,2,20480,20480,launch,1
15,1.5408,2,20480,20480,launch,1
16,1.53249,2,20480,20480,launch,1
17,1.54222,2,20480,20480,launch,1
18,1.53582,2,20480,20480,launch,1
19,1.54717,2,20480,20480,launch,1
20,1.53833,2,20480,20480,launch,1
21,1.54835,2,20480,20480,launch,1
22,1.5264,2,20480,20480,launch,1
23,1.53426,2,20480,20480,launch,1
24,1.52604,2,20480,20480,launch,1
25,1.53562,2,20480,20480,launch,1
26,1.5329,2,20480,20480,launch,1
27,1.54075,2,20480,20480,launch,1
28,1.53566,2,20480,20480,launch,1
29,1.54095,2,20480,20480,launch,1
30,1.53804,2,20480,20480,launch,1
31,1.54337,2,20480,20480,launch,1
32,1.54147,2,20480,20480,launch,1
33,1.54602,2,20480,20480,launch,1
34,1.54307,2,20480,20480,launch,1
35,1.54879,2,20480,20480,launch,1
36,1.54514,2,20480,20480,launch,1
37,1.55029,2,20480,20480,launch,1
38,1.5524,2,20480,20480,launch,1
39,1.55132,2,20480,20480,launch,1
40,1.55436,2,20480,20480,launch,1
41,1.55302,2,20480,20480,launch,1
42,1.55575,2,20480,20480,launch,1
43,1.5532,2,20480,20480,launch,1
44,1.55826,2,20480,20480,launch,1
45,1.55704,2,20480,20480,launch,1
46,1.55985,2,20480,20480,launch,1
47,1.55921,2,20480,20480,launch,1
48,1.56087,2,20480,20480,launch,1
49,1.56045,2,20480,20480,launch,1
50,1.5619,2,20480,20480,launch,1
51,1.56234,2,20480,20480,launch,1
52,1.56239,2,20480,20480,launch,1
53,1.565,2,20480,20480,launch,1
54,1.56541,2,20480,20480,launch,1
55,1.56646,2,20480,20480,launch,1
56,1.56502,2,20480,20480,launch,1
57,1.57042,2,20480,20480,launch,1
58,1.56665,2,20480,20480,launch,1
59,1.56928,2,20480,20480,launch,1
60,1.56866,2,20480,20480,launch,1
61,1.57228,2,20480,20480,launch,1
62,1.56903,2,20480,20480,launch,1
63,1.57119,2,20480,20480,launch,1
64,1.57056,2,20480,20480,launch,1
65,1.57318,2,20480,20480,launch,1
66,1.57148,2,20480,20480,launch,1
67,1.57436,2,20480,20480,launch,1
68,1.57263,2,20480,20480,launch,1
69,1.57385,2,20480,20480,launch,1
70,1.57546,2,20480,20480,launch,1
71,1.57497,2,20480,20480,launch,1
72,1.57542,2,20480,20480,launch,1
73,1.5759,2,20480,20480,launch,1
74,1.57611,2,20480,20480,launch,1
75,1.57893,2,20480,20480,launch,1
76,1.57643,2,20480,20480,launch,1
77,1.57681,2,20480,20480,launch,1
78,1.57937,2,20480,20480,launch,1
79,1.57789,2,20480,20480,launch,1
80,1.55455,2,20480,20480,launch,1
81,1.55727,2,20480,20480,launch,1
82,1.5558,2,20480,20480,launch,1
83,1.55713,2,20480,20480,launch,1
84,1.55625,2,20480,20480,launch,1
85,1.55379,2,20480,20480,launch,1
86,1.5572,2,20480,20480,launch,1
87,1.55662,2,20480,20480,launch,1
88,1.55526,2,20480,20480,launch,1
89,1.55475,2,20480,20480,launch,1
90,1.55612,2,20480,20480,launch,1
91,1.56028,2,20480,20480,launch,1
92,1.55604,2,20480,20480,launch,1
93,1.56098,2,20480,20480,launch,1
94,1.56025,2,20480,20480,launch,1
95,1.56017,2,20480,20480,launch,1
96,1.56232,2,20480,20480,launch,1
97,1.56203,2,20480,20480,launch,1
98,1.56478,2,20480,20480,launch,1
99,1.56039,2,20480,20480,launch,1
100,1.5644,2,20480,20480,launch,1
101,1.56019,2,20480,20480,launch,1
102,1.56713,2,20480,20480,launch,1
103,1.56,2,20480,20480,launch,1
104,1.56431,2,20480,20480,launch,1
105,1.55934,2,20480,20480,launch,1
106,1.56964,2,20480,20480,launch,1
107,1.56426,2,20480,20480,launch,1
108,1.56888,2,20480,20480,launch,1
109,1.56152,2,20480,20480,launch,1
110,1.56577,2,20480,20480,launch,1
111,1.56399,2,20480,20480,launch,1
112,1.56889,2,20480,20480,launch,1
113,1.5648,2,20480,20480,launch,1
114,1.57034,2,20480,20480,launch,1
115,1.56125,2,20480,20480,launch,1
116,1.57003,2,20480,20480,launch,1
117,1.56399,2,20480,20480,launch,1
118,1.56911,2,20480,20480,launch,1
119,1.56491,2,20480,20480,launch,1
120,1.56606,2,20480,20480,launch,1
121,1.56913,2,20480,20480,launch,1
122,1.56746,2,20480,20480,launch,1
123,1.56786,2,20480,20480,launch,1
124,1.5677,2,20480,20480,launch,1
125,1.56879,2,20480,20480,launch,1
126,1.56606,2,20480,20480,launch,1
127,1.57343,2,20480,20480,launch,1
128,1.56692,2,20480,20480,launch,1
129,1.57135,2,20480,20480,launch,1
130,1.56623,2,20480,20480,launch,1
131,1.56983,2,20480,20480,launch,1
132,1.56758,2,20480,20480,launch,1
133,1.56971,2,20480,20480,launch,1
134,1.56463,2,20480,20480,launch,1
135,1.57283,2,20480,20480,launch,1
136,1.56639,2,20480,20480,launch,1
137,1.56864,2,20480,20480,launch,1
138,1.56564,2,20480,20480,launch,1
139,1.56553,2,20480,20480,launch,1
140,1.57058,2,20480,20480,launch,1
141,1.56376,2,20480,20480,launch,1
142,1.57171,2,20480,20480,launch,1
143,1.56883,2,20480,20480,launch,1
144,1.57148,2,20480,20480,launch,1
145,1.56802,2,20480,20480,launch,1
146,1.56722,2,20480,20480,launch,1
147,1.5715,2,20480,20480,launch,1
148,1.56862,2,20480,20480,launch,1
149,1.57344,2,20480,20480,launch,1
150,1.56573,2,20480,20480,launch,1
151,1.57131,2,20480,20480,launch,1
152,1.56725,2,20480,20480,launch,1
153,1.57195,2,20480,20480,launch,1
154,1.56888,2,20480,20480,launch,1
155,1.57054,2,20480,20480,launch,1
156,1.56956,2,20480,20480,launch,1
157,1.56938,2,20480,20480,launch,1
158,1.56607,2,20480,20480,launch,1
159,1.56981,2,20480,20480,launch,1
160,1.56952,2,20480,20480,launch,1
161,1.5726,2,20480,20480,launch,1
162,1.56725,2,20480,20480,launch,1
163,1.57222,2,20480,20480,launch,1
164,1.56811,2,20480,20480,launch,1
165,1.57321,2,20480,20480,launch,1
166,1.56796,2,20480,20480,launch,1
167,1.57279,2,20480,20480,launch,1
168,1.57129,2,20480,20480,launch,1
169,1.57013,2,20480,20480,launch,1
170,1.57045,2,20480,20480,launch,1
171,1.57001,2,20480,20480,launch,1
172,1.57022,2,20480,20480,launch,1
173,1.57074,2,20480,20480,launch,1
174,1.57068,2,20480,20480,launch,1
175,1.568,2,20480,20480,launch,1
176,1.56855,2,20480,20480,launch,1
177,1.56845,2,20480,20480,launch,1
178,1.57078,2,20480,20480,launch,1
179,1.56856,2,20480,20480,launch,1
180,1.57094,2,20480,20480,launch,1
181,1.56992,2,20480,20480,launch,1
182,1.57019,2,20480,20480,launch,1
183,1.56856,2,20480,20480,launch,1
184,1.5692,2,20480,20480,launch,1
185,1.57002,2,20480,20480,launch,1
186,1.56736,2,20480,20480,launch,1
187,1.56837,2,20480,20480,launch,1
188,1.56833,2,20480,20480,launch,1
189,1.57096,2,20480,20480,launch,1
190,1.56598,2,20480,20480,launch,1
191,1.56764,2,20480,20480,launch,1
192,1.56574,2,20480,20480,launch,1
193,1.565,2,20480,20480,launch,1
194,1.56933,2,20480,20480,launch,1
195,1.56428,2,20480,20480,launch,1
196,1.5651,2,20480,20480,launch,1
197,1.56995,2,20480,20480,launch,1
198,1.56475,2,20480,20480,launch,1
199,1.56871,2,20480,20480,launch,1
