time,kernel,dimension,blocksize,operation,
0,0.060486,7220,24320,1280,graphApiYesDependency,1
1,0.0686902,7220,24320,1280,graphApiYesDependency,1
2,0.0707399,7220,24320,1280,graphApiYesDependency,1
3,0.0710634,7220,24320,1280,graphApiYesDependency,1
4,0.0700604,7220,24320,1280,graphApiYesDependency,1
5,0.0726785,7220,24320,1280,graphApiYesDependency,1
6,0.0732787,7220,24320,1280,graphApiYesDependency,1
7,0.0721492,7220,24320,1280,graphApiYesDependency,1
8,0.071249,7220,24320,1280,graphApiYesDependency,1
9,0.076255,7220,24320,1280,graphApiYesDependency,1
