time,kernel,dimension,blocksize,operation,
0,5.76822,2940,35840,2560,launch,1
1,5.79868,2940,35840,2560,launch,1
2,5.81575,2940,35840,2560,launch,1
3,5.82897,2940,35840,2560,launch,1
4,5.84305,2940,35840,2560,launch,1
5,5.85947,2940,35840,2560,launch,1
6,5.86489,2940,35840,2560,launch,1
7,5.87724,2940,35840,2560,launch,1
8,5.8687,2940,35840,2560,launch,1
9,5.85556,2940,35840,2560,launch,1
10,5.85512,2940,35840,2560,launch,1
11,5.85603,2940,35840,2560,launch,1
12,5.85844,2940,35840,2560,launch,1
13,5.85872,2940,35840,2560,launch,1
14,5.86201,2940,35840,2560,launch,1
15,5.87037,2940,35840,2560,launch,1
16,5.87895,2940,35840,2560,launch,1
17,5.87824,2940,35840,2560,launch,1
18,5.88104,2940,35840,2560,launch,1
19,5.87828,2940,35840,2560,launch,1
20,5.8767,2940,35840,2560,launch,1
21,5.88048,2940,35840,2560,launch,1
22,5.8831,2940,35840,2560,launch,1
23,5.88539,2940,35840,2560,launch,1
24,5.88172,2940,35840,2560,launch,1
25,5.88129,2940,35840,2560,launch,1
26,5.87826,2940,35840,2560,launch,1
27,5.87749,2940,35840,2560,launch,1
28,5.8766,2940,35840,2560,launch,1
29,5.87856,2940,35840,2560,launch,1
30,5.87659,2940,35840,2560,launch,1
31,5.87369,2940,35840,2560,launch,1
32,5.87889,2940,35840,2560,launch,1
33,5.87448,2940,35840,2560,launch,1
34,5.87796,2940,35840,2560,launch,1
35,5.87475,2940,35840,2560,launch,1
36,5.87299,2940,35840,2560,launch,1
37,5.87521,2940,35840,2560,launch,1
38,5.87188,2940,35840,2560,launch,1
39,5.87265,2940,35840,2560,launch,1
40,5.86828,2940,35840,2560,launch,1
41,5.86981,2940,35840,2560,launch,1
42,5.8691,2940,35840,2560,launch,1
43,5.86889,2940,35840,2560,launch,1
44,5.86749,2940,35840,2560,launch,1
45,5.86551,2940,35840,2560,launch,1
46,5.86471,2940,35840,2560,launch,1
47,5.86496,2940,35840,2560,launch,1
48,5.86396,2940,35840,2560,launch,1
49,5.86497,2940,35840,2560,launch,1
50,5.86433,2940,35840,2560,launch,1
51,5.86648,2940,35840,2560,launch,1
52,5.865,2940,35840,2560,launch,1
53,5.86525,2940,35840,2560,launch,1
54,5.86278,2940,35840,2560,launch,1
55,5.86511,2940,35840,2560,launch,1
56,5.86438,2940,35840,2560,launch,1
57,5.86354,2940,35840,2560,launch,1
58,5.8618,2940,35840,2560,launch,1
59,5.86074,2940,35840,2560,launch,1
60,5.85925,2940,35840,2560,launch,1
61,5.86072,2940,35840,2560,launch,1
62,5.86022,2940,35840,2560,launch,1
63,5.86037,2940,35840,2560,launch,1
64,5.86037,2940,35840,2560,launch,1
65,5.86292,2940,35840,2560,launch,1
66,5.86094,2940,35840,2560,launch,1
67,5.8622,2940,35840,2560,launch,1
68,5.8617,2940,35840,2560,launch,1
69,5.86093,2940,35840,2560,launch,1
70,5.86364,2940,35840,2560,launch,1
71,5.86515,2940,35840,2560,launch,1
72,5.86276,2940,35840,2560,launch,1
73,5.86289,2940,35840,2560,launch,1
74,5.86229,2940,35840,2560,launch,1
75,5.86125,2940,35840,2560,launch,1
76,5.8618,2940,35840,2560,launch,1
77,5.8601,2940,35840,2560,launch,1
78,5.86723,2940,35840,2560,launch,1
79,5.86229,2940,35840,2560,launch,1
80,5.85909,2940,35840,2560,launch,1
81,5.86186,2940,35840,2560,launch,1
