time,kernel,dimension,blocksize,operation,
0,0.501422,576,25600,3200,graphApiYesDependency,1
1,0.00471271,576,25600,3200,graphApiYesDependency,1
2,0.00469503,576,25600,3200,graphApiYesDependency,1
3,0.00474767,576,25600,3200,graphApiYesDependency,1
4,0.00473733,576,25600,3200,graphApiYesDependency,1
5,0.00485832,576,25600,3200,graphApiYesDependency,1
6,0.00473329,576,25600,3200,graphApiYesDependency,1
7,0.0047306,576,25600,3200,graphApiYesDependency,1
8,0.00482674,576,25600,3200,graphApiYesDependency,1
9,0.00497676,576,25600,3200,graphApiYesDependency,1
