time,kernel,dimension,blocksize,operation,
0,0.00014864,2,23040,23040,graphApiYesDependency,1
1,1.562e-05,2,23040,23040,graphApiYesDependency,1
2,1.4878e-05,2,23040,23040,graphApiYesDependency,1
3,1.605e-05,2,23040,23040,graphApiYesDependency,1
4,2.1751e-05,2,23040,23040,graphApiYesDependency,1
5,1.4478e-05,2,23040,23040,graphApiYesDependency,1
6,1.3927e-05,2,23040,23040,graphApiYesDependency,1
7,1.4207e-05,2,23040,23040,graphApiYesDependency,1
8,1.9176e-05,2,23040,23040,graphApiYesDependency,1
9,1.4518e-05,2,23040,23040,graphApiYesDependency,1
