time,kernel,dimension,blocksize,operation,
0,0.400714,1452,28160,2560,graphApiYesDependency,1
1,0.0114055,1452,28160,2560,graphApiYesDependency,1
2,0.0116625,1452,28160,2560,graphApiYesDependency,1
3,0.0119406,1452,28160,2560,graphApiYesDependency,1
4,0.0118913,1452,28160,2560,graphApiYesDependency,1
5,0.0118248,1452,28160,2560,graphApiYesDependency,1
6,0.0119305,1452,28160,2560,graphApiYesDependency,1
7,0.0118221,1452,28160,2560,graphApiYesDependency,1
8,0.0116945,1452,28160,2560,graphApiYesDependency,1
9,0.0117459,1452,28160,2560,graphApiYesDependency,1
