time,kernel,dimension,blocksize,operation,
0,0.387671,12,28160,14080,graphApiYesDependency,1
1,0.000953982,12,28160,14080,graphApiYesDependency,1
2,0.00093183,12,28160,14080,graphApiYesDependency,1
3,0.00107094,12,28160,14080,graphApiYesDependency,1
4,0.000959563,12,28160,14080,graphApiYesDependency,1
5,0.000917763,12,28160,14080,graphApiYesDependency,1
6,0.000928995,12,28160,14080,graphApiYesDependency,1
7,0.000954302,12,28160,14080,graphApiYesDependency,1
8,0.000912833,12,28160,14080,graphApiYesDependency,1
9,0.000934334,12,28160,14080,graphApiYesDependency,1
