index,time,kernel,dimension,blocksize,operation,cudagraph
0,6.77083,1,33280,33280,launch,0
1,6.68531,1,33280,33280,launch,0
2,6.67406,1,33280,33280,launch,0
3,6.50191,1,33280,33280,launch,0
4,6.54088,1,33280,33280,launch,0
5,6.3194,1,33280,33280,launch,0
6,6.7934,1,33280,33280,launch,0
7,6.88607,1,33280,33280,launch,0
8,5.74133,1,33280,33280,launch,0
9,5.75149,1,33280,33280,launch,0
10,6.26015,1,33280,33280,launch,0
11,6.39082,1,33280,33280,launch,0
12,6.49209,1,33280,33280,launch,0
13,6.87604,1,33280,33280,launch,0
14,6.93731,1,33280,33280,launch,0
15,6.59047,1,33280,33280,launch,0
16,6.82097,1,33280,33280,launch,0
17,6.21422,1,33280,33280,launch,0
18,5.28832,1,33280,33280,launch,0
19,6.31835,1,33280,33280,launch,0
20,6.96075,1,33280,33280,launch,0
21,6.6114,1,33280,33280,launch,0
22,5.17558,1,33280,33280,launch,0
23,5.99795,1,33280,33280,launch,0
24,6.08193,1,33280,33280,launch,0
25,6.67574,1,33280,33280,launch,0
26,7.01568,1,33280,33280,launch,0
27,6.24133,1,33280,33280,launch,0
28,7.00829,1,33280,33280,launch,0
29,6.70933,1,33280,33280,launch,0
30,6.69193,1,33280,33280,launch,0
31,5.53133,1,33280,33280,launch,0
32,5.85605,1,33280,33280,launch,0
33,6.71826,1,33280,33280,launch,0
34,6.63462,1,33280,33280,launch,0
35,6.62795,1,33280,33280,launch,0
36,6.63224,1,33280,33280,launch,0
37,6.61661,1,33280,33280,launch,0
38,6.95161,1,33280,33280,launch,0
39,6.68507,1,33280,33280,launch,0
40,6.98424,1,33280,33280,launch,0
41,5.19514,1,33280,33280,launch,0
42,6.62386,1,33280,33280,launch,0
43,5.60906,1,33280,33280,launch,0
44,5.9869,1,33280,33280,launch,0
45,6.33656,1,33280,33280,launch,0
46,5.17018,1,33280,33280,launch,0
47,6.66345,1,33280,33280,launch,0
48,6.68321,1,33280,33280,launch,0
49,6.9879,1,33280,33280,launch,0
50,5.23813,1,33280,33280,launch,0
51,6.67653,1,33280,33280,launch,0
52,6.93894,1,33280,33280,launch,0
53,6.54577,1,33280,33280,launch,0
54,6.61472,1,33280,33280,launch,0
55,6.31849,1,33280,33280,launch,0
56,5.95631,1,33280,33280,launch,0
57,6.14677,1,33280,33280,launch,0
58,5.16478,1,33280,33280,launch,0
59,6.47466,1,33280,33280,launch,0
60,6.31193,1,33280,33280,launch,0
61,6.66434,1,33280,33280,launch,0
62,6.94983,1,33280,33280,launch,0
63,6.69141,1,33280,33280,launch,0
