time,kernel,dimension,blocksize,operation,
0,0.000153239,2,30720,30720,graphApiYesDependency,1
1,1.6431e-05,2,30720,30720,graphApiYesDependency,1
2,1.7122e-05,2,30720,30720,graphApiYesDependency,1
3,1.6221e-05,2,30720,30720,graphApiYesDependency,1
4,2.0689e-05,2,30720,30720,graphApiYesDependency,1
5,1.7393e-05,2,30720,30720,graphApiYesDependency,1
6,1.7383e-05,2,30720,30720,graphApiYesDependency,1
7,1.7143e-05,2,30720,30720,graphApiYesDependency,1
8,2.0278e-05,2,30720,30720,graphApiYesDependency,1
9,1.621e-05,2,30720,30720,graphApiYesDependency,1
