time,kernel,dimension,blocksize,operation,
0,3.53583,2,30720,30720,launch,1
1,3.60168,2,30720,30720,launch,1
2,3.54943,2,30720,30720,launch,1
3,3.52132,2,30720,30720,launch,1
4,3.53811,2,30720,30720,launch,1
5,3.53458,2,30720,30720,launch,1
6,3.6041,2,30720,30720,launch,1
7,3.59175,2,30720,30720,launch,1
8,3.56258,2,30720,30720,launch,1
9,3.68915,2,30720,30720,launch,1
10,3.62165,2,30720,30720,launch,1
11,3.59641,2,30720,30720,launch,1
12,3.60417,2,30720,30720,launch,1
13,3.59502,2,30720,30720,launch,1
14,3.5793,2,30720,30720,launch,1
15,3.64868,2,30720,30720,launch,1
16,3.55132,2,30720,30720,launch,1
17,3.67603,2,30720,30720,launch,1
18,3.61923,2,30720,30720,launch,1
19,3.62572,2,30720,30720,launch,1
20,3.81756,2,30720,30720,launch,1
21,3.64597,2,30720,30720,launch,1
22,3.64138,2,30720,30720,launch,1
23,3.61893,2,30720,30720,launch,1
24,3.77183,2,30720,30720,launch,1
25,3.73644,2,30720,30720,launch,1
26,3.67598,2,30720,30720,launch,1
27,3.67324,2,30720,30720,launch,1
28,3.61141,2,30720,30720,launch,1
29,3.62668,2,30720,30720,launch,1
30,3.59684,2,30720,30720,launch,1
31,3.57294,2,30720,30720,launch,1
32,3.69673,2,30720,30720,launch,1
33,3.60753,2,30720,30720,launch,1
34,3.61188,2,30720,30720,launch,1
35,3.61853,2,30720,30720,launch,1
36,3.78287,2,30720,30720,launch,1
37,3.62855,2,30720,30720,launch,1
38,3.61112,2,30720,30720,launch,1
39,3.64098,2,30720,30720,launch,1
40,3.68198,2,30720,30720,launch,1
41,3.63061,2,30720,30720,launch,1
42,3.61695,2,30720,30720,launch,1
43,3.61642,2,30720,30720,launch,1
44,3.58018,2,30720,30720,launch,1
45,3.76244,2,30720,30720,launch,1
46,3.74641,2,30720,30720,launch,1
47,3.79979,2,30720,30720,launch,1
48,3.67838,2,30720,30720,launch,1
49,3.6592,2,30720,30720,launch,1
50,3.64914,2,30720,30720,launch,1
51,3.6588,2,30720,30720,launch,1
52,3.6411,2,30720,30720,launch,1
53,3.67162,2,30720,30720,launch,1
54,3.61394,2,30720,30720,launch,1
55,3.65788,2,30720,30720,launch,1
56,3.59461,2,30720,30720,launch,1
57,3.687,2,30720,30720,launch,1
58,3.60305,2,30720,30720,launch,1
59,3.57595,2,30720,30720,launch,1
60,3.58064,2,30720,30720,launch,1
61,3.60989,2,30720,30720,launch,1
62,3.66135,2,30720,30720,launch,1
63,3.7166,2,30720,30720,launch,1
64,3.63086,2,30720,30720,launch,1
65,3.6241,2,30720,30720,launch,1
66,3.68253,2,30720,30720,launch,1
67,3.68119,2,30720,30720,launch,1
68,3.59965,2,30720,30720,launch,1
69,3.57578,2,30720,30720,launch,1
70,3.61778,2,30720,30720,launch,1
71,3.6342,2,30720,30720,launch,1
72,3.62207,2,30720,30720,launch,1
73,3.58134,2,30720,30720,launch,1
74,3.70512,2,30720,30720,launch,1
75,3.65406,2,30720,30720,launch,1
76,3.59332,2,30720,30720,launch,1
77,3.75485,2,30720,30720,launch,1
78,3.62501,2,30720,30720,launch,1
79,3.67453,2,30720,30720,launch,1
80,3.70308,2,30720,30720,launch,1
81,3.68566,2,30720,30720,launch,1
82,3.58028,2,30720,30720,launch,1
83,3.66388,2,30720,30720,launch,1
84,3.60279,2,30720,30720,launch,1
85,3.64271,2,30720,30720,launch,1
86,3.60312,2,30720,30720,launch,1
87,3.6125,2,30720,30720,launch,1
88,3.64278,2,30720,30720,launch,1
89,3.7815,2,30720,30720,launch,1
90,3.5918,2,30720,30720,launch,1
91,3.64406,2,30720,30720,launch,1
92,3.60287,2,30720,30720,launch,1
93,3.84261,2,30720,30720,launch,1
94,3.60629,2,30720,30720,launch,1
95,3.6125,2,30720,30720,launch,1
96,3.62581,2,30720,30720,launch,1
97,3.70994,2,30720,30720,launch,1
98,3.61139,2,30720,30720,launch,1
99,3.74741,2,30720,30720,launch,1
100,3.69469,2,30720,30720,launch,1
101,3.67618,2,30720,30720,launch,1
102,3.63775,2,30720,30720,launch,1
103,3.61164,2,30720,30720,launch,1
104,3.63808,2,30720,30720,launch,1
105,3.60548,2,30720,30720,launch,1
106,3.62659,2,30720,30720,launch,1
107,3.71945,2,30720,30720,launch,1
108,3.7043,2,30720,30720,launch,1
109,3.60242,2,30720,30720,launch,1
110,3.64939,2,30720,30720,launch,1
111,3.61804,2,30720,30720,launch,1
112,3.73236,2,30720,30720,launch,1
113,3.63412,2,30720,30720,launch,1
114,3.62018,2,30720,30720,launch,1
115,3.65778,2,30720,30720,launch,1
116,3.76272,2,30720,30720,launch,1
117,3.63861,2,30720,30720,launch,1
118,3.74638,2,30720,30720,launch,1
119,3.62278,2,30720,30720,launch,1
120,3.73195,2,30720,30720,launch,1
121,3.66975,2,30720,30720,launch,1
122,3.77288,2,30720,30720,launch,1
123,3.76621,2,30720,30720,launch,1
124,3.66261,2,30720,30720,launch,1
125,3.62462,2,30720,30720,launch,1
126,3.62276,2,30720,30720,launch,1
127,3.59214,2,30720,30720,launch,1
128,3.58163,2,30720,30720,launch,1
129,3.57432,2,30720,30720,launch,1
130,3.61645,2,30720,30720,launch,1
131,3.87278,2,30720,30720,launch,1
132,3.74215,2,30720,30720,launch,1
133,3.63546,2,30720,30720,launch,1
134,3.69473,2,30720,30720,launch,1
135,3.79276,2,30720,30720,launch,1
136,3.65371,2,30720,30720,launch,1
137,3.68863,2,30720,30720,launch,1
138,3.62426,2,30720,30720,launch,1
139,3.65219,2,30720,30720,launch,1
140,3.69048,2,30720,30720,launch,1
141,3.61122,2,30720,30720,launch,1
142,3.86517,2,30720,30720,launch,1
143,3.59119,2,30720,30720,launch,1
144,3.73203,2,30720,30720,launch,1
145,3.60435,2,30720,30720,launch,1
146,3.74408,2,30720,30720,launch,1
147,3.7124,2,30720,30720,launch,1
148,3.72088,2,30720,30720,launch,1
149,3.60523,2,30720,30720,launch,1
150,3.77339,2,30720,30720,launch,1
151,3.57721,2,30720,30720,launch,1
152,3.70041,2,30720,30720,launch,1
153,3.65793,2,30720,30720,launch,1
154,3.73487,2,30720,30720,launch,1
155,3.63756,2,30720,30720,launch,1
156,3.58118,2,30720,30720,launch,1
157,3.60071,2,30720,30720,launch,1
158,3.71322,2,30720,30720,launch,1
159,3.65574,2,30720,30720,launch,1
160,3.63928,2,30720,30720,launch,1
161,3.59117,2,30720,30720,launch,1
162,3.74625,2,30720,30720,launch,1
163,3.63141,2,30720,30720,launch,1
164,3.61432,2,30720,30720,launch,1
165,3.66743,2,30720,30720,launch,1
166,3.59144,2,30720,30720,launch,1
167,3.62613,2,30720,30720,launch,1
168,3.65337,2,30720,30720,launch,1
169,3.72496,2,30720,30720,launch,1
170,3.88237,2,30720,30720,launch,1
171,3.71116,2,30720,30720,launch,1
172,3.66847,2,30720,30720,launch,1
173,3.59282,2,30720,30720,launch,1
174,3.7147,2,30720,30720,launch,1
175,3.65258,2,30720,30720,launch,1
176,3.60457,2,30720,30720,launch,1
177,3.66099,2,30720,30720,launch,1
178,3.60514,2,30720,30720,launch,1
179,3.63732,2,30720,30720,launch,1
180,3.62201,2,30720,30720,launch,1
181,3.67593,2,30720,30720,launch,1
182,3.76993,2,30720,30720,launch,1
183,3.65304,2,30720,30720,launch,1
184,3.59454,2,30720,30720,launch,1
185,3.69151,2,30720,30720,launch,1
186,3.61837,2,30720,30720,launch,1
187,3.67387,2,30720,30720,launch,1
188,3.6333,2,30720,30720,launch,1
189,3.65742,2,30720,30720,launch,1
190,3.57609,2,30720,30720,launch,1
191,3.70866,2,30720,30720,launch,1
192,3.7473,2,30720,30720,launch,1
193,3.69525,2,30720,30720,launch,1
194,3.65266,2,30720,30720,launch,1
195,3.59094,2,30720,30720,launch,1
196,3.64299,2,30720,30720,launch,1
197,3.71956,2,30720,30720,launch,1
198,3.7657,2,30720,30720,launch,1
199,3.64738,2,30720,30720,launch,1
