index,time,kernel,dimension,blocksizeoperation,cudagraph,
0,1.49474,1,20480,20480,launch,0
1,1.51143,1,20480,20480,launch,0
2,1.49857,1,20480,20480,launch,0
3,1.51614,1,20480,20480,launch,0
4,1.503,1,20480,20480,launch,0
5,1.52203,1,20480,20480,launch,0
6,1.50806,1,20480,20480,launch,0
7,1.5241,1,20480,20480,launch,0
8,1.5139,1,20480,20480,launch,0
9,1.53009,1,20480,20480,launch,0
10,1.51392,1,20480,20480,launch,0
11,1.53496,1,20480,20480,launch,0
12,1.51862,1,20480,20480,launch,0
13,1.53774,1,20480,20480,launch,0
14,1.52322,1,20480,20480,launch,0
15,1.54157,1,20480,20480,launch,0
16,1.52658,1,20480,20480,launch,0
17,1.54221,1,20480,20480,launch,0
18,1.52976,1,20480,20480,launch,0
19,1.54148,1,20480,20480,launch,0
20,1.51127,1,20480,20480,launch,0
21,1.5215,1,20480,20480,launch,0
22,1.51499,1,20480,20480,launch,0
23,1.52212,1,20480,20480,launch,0
24,1.5156,1,20480,20480,launch,0
25,1.52318,1,20480,20480,launch,0
26,1.51557,1,20480,20480,launch,0
27,1.52744,1,20480,20480,launch,0
28,1.51828,1,20480,20480,launch,0
29,1.52637,1,20480,20480,launch,0
30,1.5228,1,20480,20480,launch,0
31,1.52788,1,20480,20480,launch,0
32,1.5236,1,20480,20480,launch,0
33,1.5288,1,20480,20480,launch,0
34,1.52383,1,20480,20480,launch,0
35,1.52838,1,20480,20480,launch,0
36,1.52878,1,20480,20480,launch,0
37,1.53264,1,20480,20480,launch,0
38,1.52917,1,20480,20480,launch,0
39,1.53092,1,20480,20480,launch,0
40,1.5329,1,20480,20480,launch,0
41,1.53371,1,20480,20480,launch,0
42,1.5329,1,20480,20480,launch,0
43,1.53254,1,20480,20480,launch,0
44,1.5381,1,20480,20480,launch,0
45,1.52824,1,20480,20480,launch,0
46,1.54048,1,20480,20480,launch,0
47,1.5302,1,20480,20480,launch,0
48,1.54203,1,20480,20480,launch,0
49,1.52844,1,20480,20480,launch,0
50,1.54312,1,20480,20480,launch,0
51,1.53144,1,20480,20480,launch,0
52,1.54351,1,20480,20480,launch,0
53,1.53274,1,20480,20480,launch,0
54,1.54483,1,20480,20480,launch,0
55,1.53597,1,20480,20480,launch,0
56,1.54323,1,20480,20480,launch,0
57,1.53805,1,20480,20480,launch,0
58,1.54243,1,20480,20480,launch,0
59,1.53977,1,20480,20480,launch,0
60,1.53754,1,20480,20480,launch,0
61,1.53673,1,20480,20480,launch,0
62,1.53724,1,20480,20480,launch,0
63,1.54091,1,20480,20480,launch,0
64,1.53866,1,20480,20480,launch,0
65,1.53609,1,20480,20480,launch,0
66,1.53926,1,20480,20480,launch,0
67,1.54135,1,20480,20480,launch,0
68,1.53841,1,20480,20480,launch,0
69,1.54115,1,20480,20480,launch,0
70,1.54198,1,20480,20480,launch,0
71,1.54131,1,20480,20480,launch,0
72,1.53985,1,20480,20480,launch,0
73,1.54123,1,20480,20480,launch,0
74,1.53744,1,20480,20480,launch,0
75,1.54472,1,20480,20480,launch,0
76,1.54279,1,20480,20480,launch,0
77,1.54642,1,20480,20480,launch,0
78,1.54296,1,20480,20480,launch,0
79,1.54072,1,20480,20480,launch,0
80,1.54262,1,20480,20480,launch,0
81,1.53901,1,20480,20480,launch,0
82,1.54094,1,20480,20480,launch,0
83,1.53944,1,20480,20480,launch,0
84,1.54397,1,20480,20480,launch,0
85,1.54425,1,20480,20480,launch,0
86,1.5397,1,20480,20480,launch,0
87,1.54227,1,20480,20480,launch,0
88,1.54628,1,20480,20480,launch,0
89,1.54285,1,20480,20480,launch,0
90,1.54424,1,20480,20480,launch,0
91,1.54619,1,20480,20480,launch,0
92,1.5435,1,20480,20480,launch,0
93,1.54355,1,20480,20480,launch,0
94,1.54373,1,20480,20480,launch,0
95,1.54492,1,20480,20480,launch,0
96,1.54083,1,20480,20480,launch,0
97,1.54686,1,20480,20480,launch,0
98,1.54034,1,20480,20480,launch,0
99,1.54711,1,20480,20480,launch,0
100,1.5419,1,20480,20480,launch,0
101,1.5462,1,20480,20480,launch,0
102,1.54087,1,20480,20480,launch,0
103,1.54748,1,20480,20480,launch,0
104,1.54444,1,20480,20480,launch,0
105,1.54906,1,20480,20480,launch,0
106,1.54499,1,20480,20480,launch,0
107,1.54818,1,20480,20480,launch,0
108,1.54835,1,20480,20480,launch,0
109,1.54275,1,20480,20480,launch,0
110,1.54901,1,20480,20480,launch,0
111,1.54043,1,20480,20480,launch,0
112,1.55268,1,20480,20480,launch,0
113,1.54442,1,20480,20480,launch,0
114,1.54822,1,20480,20480,launch,0
115,1.54602,1,20480,20480,launch,0
116,1.5509,1,20480,20480,launch,0
117,1.54536,1,20480,20480,launch,0
118,1.54822,1,20480,20480,launch,0
119,1.54329,1,20480,20480,launch,0
120,1.55131,1,20480,20480,launch,0
121,1.54229,1,20480,20480,launch,0
122,1.54835,1,20480,20480,launch,0
123,1.54778,1,20480,20480,launch,0
124,1.54404,1,20480,20480,launch,0
125,1.54344,1,20480,20480,launch,0
126,1.54763,1,20480,20480,launch,0
127,1.54664,1,20480,20480,launch,0
128,1.54839,1,20480,20480,launch,0
129,1.54842,1,20480,20480,launch,0
130,1.54689,1,20480,20480,launch,0
131,1.54809,1,20480,20480,launch,0
132,1.54678,1,20480,20480,launch,0
133,1.55051,1,20480,20480,launch,0
134,1.5446,1,20480,20480,launch,0
135,1.54739,1,20480,20480,launch,0
136,1.54532,1,20480,20480,launch,0
137,1.54892,1,20480,20480,launch,0
138,1.5483,1,20480,20480,launch,0
139,1.54998,1,20480,20480,launch,0
140,1.54562,1,20480,20480,launch,0
141,1.54757,1,20480,20480,launch,0
142,1.54882,1,20480,20480,launch,0
143,1.54814,1,20480,20480,launch,0
144,1.54525,1,20480,20480,launch,0
145,1.5492,1,20480,20480,launch,0
146,1.54634,1,20480,20480,launch,0
147,1.55227,1,20480,20480,launch,0
148,1.54598,1,20480,20480,launch,0
149,1.55104,1,20480,20480,launch,0
150,1.54404,1,20480,20480,launch,0
151,1.55137,1,20480,20480,launch,0
152,1.54927,1,20480,20480,launch,0
153,1.5483,1,20480,20480,launch,0
154,1.54946,1,20480,20480,launch,0
155,1.5505,1,20480,20480,launch,0
156,1.54588,1,20480,20480,launch,0
157,1.54881,1,20480,20480,launch,0
158,1.54548,1,20480,20480,launch,0
159,1.54723,1,20480,20480,launch,0
160,1.54911,1,20480,20480,launch,0
161,1.54744,1,20480,20480,launch,0
162,1.55003,1,20480,20480,launch,0
163,1.54613,1,20480,20480,launch,0
164,1.54997,1,20480,20480,launch,0
165,1.55101,1,20480,20480,launch,0
166,1.55073,1,20480,20480,launch,0
167,1.55289,1,20480,20480,launch,0
168,1.54446,1,20480,20480,launch,0
169,1.54958,1,20480,20480,launch,0
170,1.54549,1,20480,20480,launch,0
171,1.54792,1,20480,20480,launch,0
172,1.54562,1,20480,20480,launch,0
173,1.55106,1,20480,20480,launch,0
174,1.54777,1,20480,20480,launch,0
175,1.54832,1,20480,20480,launch,0
176,1.54375,1,20480,20480,launch,0
177,1.55075,1,20480,20480,launch,0
178,1.54739,1,20480,20480,launch,0
179,1.54883,1,20480,20480,launch,0
180,1.54799,1,20480,20480,launch,0
181,1.54796,1,20480,20480,launch,0
182,1.54613,1,20480,20480,launch,0
183,1.54906,1,20480,20480,launch,0
184,1.54966,1,20480,20480,launch,0
185,1.54799,1,20480,20480,launch,0
186,1.5498,1,20480,20480,launch,0
187,1.54685,1,20480,20480,launch,0
188,1.54265,1,20480,20480,launch,0
189,1.54751,1,20480,20480,launch,0
190,1.54883,1,20480,20480,launch,0
191,1.54884,1,20480,20480,launch,0
192,1.54458,1,20480,20480,launch,0
193,1.55044,1,20480,20480,launch,0
194,1.5449,1,20480,20480,launch,0
195,1.55058,1,20480,20480,launch,0
196,1.5448,1,20480,20480,launch,0
197,1.55236,1,20480,20480,launch,0
198,1.5492,1,20480,20480,launch,0
199,1.5471,1,20480,20480,launch,0
