index,time,kernel,dimension,blocksize,operation,cudagraph
0,4.26126,115600,21760,64,launch,0
1,4.27021,115600,21760,64,launch,0
2,4.28017,115600,21760,64,launch,0
3,4.28332,115600,21760,64,launch,0
4,4.29144,115600,21760,64,launch,0
5,4.29492,115600,21760,64,launch,0
6,4.29965,115600,21760,64,launch,0
7,4.31163,115600,21760,64,launch,0
8,4.31243,115600,21760,64,launch,0
9,4.31505,115600,21760,64,launch,0
10,4.31777,115600,21760,64,launch,0
11,4.32262,115600,21760,64,launch,0
12,4.3301,115600,21760,64,launch,0
13,4.33384,115600,21760,64,launch,0
14,4.33484,115600,21760,64,launch,0
15,4.33724,115600,21760,64,launch,0
16,4.33975,115600,21760,64,launch,0
17,4.34181,115600,21760,64,launch,0
18,4.34431,115600,21760,64,launch,0
19,4.34456,115600,21760,64,launch,0
20,4.34836,115600,21760,64,launch,0
21,4.34607,115600,21760,64,launch,0
22,4.35019,115600,21760,64,launch,0
23,4.35014,115600,21760,64,launch,0
24,4.35146,115600,21760,64,launch,0
25,4.3515,115600,21760,64,launch,0
26,4.35402,115600,21760,64,launch,0
27,4.35801,115600,21760,64,launch,0
28,4.36006,115600,21760,64,launch,0
29,4.36121,115600,21760,64,launch,0
30,4.3618,115600,21760,64,launch,0
31,4.36293,115600,21760,64,launch,0
32,4.36201,115600,21760,64,launch,0
33,4.36374,115600,21760,64,launch,0
34,4.36386,115600,21760,64,launch,0
35,4.3632,115600,21760,64,launch,0
36,4.36435,115600,21760,64,launch,0
37,4.36469,115600,21760,64,launch,0
38,4.36412,115600,21760,64,launch,0
39,4.36465,115600,21760,64,launch,0
40,4.3652,115600,21760,64,launch,0
41,4.36456,115600,21760,64,launch,0
42,4.3644,115600,21760,64,launch,0
43,4.36381,115600,21760,64,launch,0
44,4.36474,115600,21760,64,launch,0
45,4.36461,115600,21760,64,launch,0
46,4.36473,115600,21760,64,launch,0
47,4.36445,115600,21760,64,launch,0
48,4.36476,115600,21760,64,launch,0
49,4.36428,115600,21760,64,launch,0
50,4.36427,115600,21760,64,launch,0
51,4.3639,115600,21760,64,launch,0
52,4.36348,115600,21760,64,launch,0
53,4.3624,115600,21760,64,launch,0
54,4.36335,115600,21760,64,launch,0
55,4.36192,115600,21760,64,launch,0
56,4.36288,115600,21760,64,launch,0
57,4.36288,115600,21760,64,launch,0
58,4.36122,115600,21760,64,launch,0
59,4.36198,115600,21760,64,launch,0
60,4.3619,115600,21760,64,launch,0
61,4.3614,115600,21760,64,launch,0
62,4.36127,115600,21760,64,launch,0
63,4.36121,115600,21760,64,launch,0
64,4.36095,115600,21760,64,launch,0
65,4.36146,115600,21760,64,launch,0
66,4.3607,115600,21760,64,launch,0
67,4.36115,115600,21760,64,launch,0
68,4.36114,115600,21760,64,launch,0
69,4.36111,115600,21760,64,launch,0
70,4.36135,115600,21760,64,launch,0
71,4.36126,115600,21760,64,launch,0
72,4.3608,115600,21760,64,launch,0
73,4.36119,115600,21760,64,launch,0
74,4.36018,115600,21760,64,launch,0
75,4.36207,115600,21760,64,launch,0
76,4.35989,115600,21760,64,launch,0
77,4.361,115600,21760,64,launch,0
78,4.36059,115600,21760,64,launch,0
79,4.3616,115600,21760,64,launch,0
80,4.35972,115600,21760,64,launch,0
81,4.36153,115600,21760,64,launch,0
82,4.35984,115600,21760,64,launch,0
83,4.36126,115600,21760,64,launch,0
84,4.35947,115600,21760,64,launch,0
85,4.36123,115600,21760,64,launch,0
86,4.35989,115600,21760,64,launch,0
87,4.36152,115600,21760,64,launch,0
88,4.35984,115600,21760,64,launch,0
89,4.36194,115600,21760,64,launch,0
90,4.35946,115600,21760,64,launch,0
91,4.36157,115600,21760,64,launch,0
92,4.35998,115600,21760,64,launch,0
93,4.36211,115600,21760,64,launch,0
94,4.36084,115600,21760,64,launch,0
95,4.36068,115600,21760,64,launch,0
96,4.36067,115600,21760,64,launch,0
97,4.36098,115600,21760,64,launch,0
98,4.36119,115600,21760,64,launch,0
99,4.36066,115600,21760,64,launch,0
100,4.36078,115600,21760,64,launch,0
101,4.36085,115600,21760,64,launch,0
102,4.36105,115600,21760,64,launch,0
103,4.36073,115600,21760,64,launch,0
104,4.36073,115600,21760,64,launch,0
105,4.3593,115600,21760,64,launch,0
106,4.36125,115600,21760,64,launch,0
107,4.35944,115600,21760,64,launch,0
108,4.3611,115600,21760,64,launch,0
109,4.36021,115600,21760,64,launch,0
110,4.35908,115600,21760,64,launch,0
111,4.36079,115600,21760,64,launch,0
112,4.36083,115600,21760,64,launch,0
113,4.361,115600,21760,64,launch,0
114,4.36041,115600,21760,64,launch,0
115,4.36111,115600,21760,64,launch,0
116,4.36034,115600,21760,64,launch,0
117,4.36182,115600,21760,64,launch,0
118,4.36032,115600,21760,64,launch,0
119,4.36171,115600,21760,64,launch,0
120,4.36012,115600,21760,64,launch,0
121,4.36163,115600,21760,64,launch,0
122,4.36029,115600,21760,64,launch,0
123,4.36159,115600,21760,64,launch,0
124,4.36042,115600,21760,64,launch,0
125,4.36165,115600,21760,64,launch,0
126,4.3603,115600,21760,64,launch,0
127,4.36152,115600,21760,64,launch,0
128,4.3601,115600,21760,64,launch,0
129,4.36143,115600,21760,64,launch,0
130,4.36032,115600,21760,64,launch,0
131,4.36152,115600,21760,64,launch,0
132,4.36063,115600,21760,64,launch,0
133,4.36154,115600,21760,64,launch,0
134,4.36208,115600,21760,64,launch,0
135,4.36118,115600,21760,64,launch,0
136,4.36183,115600,21760,64,launch,0
137,4.36055,115600,21760,64,launch,0
138,4.36243,115600,21760,64,launch,0
139,4.36002,115600,21760,64,launch,0
140,4.36189,115600,21760,64,launch,0
141,4.3603,115600,21760,64,launch,0
142,4.36205,115600,21760,64,launch,0
143,4.36009,115600,21760,64,launch,0
144,4.36206,115600,21760,64,launch,0
145,4.3598,115600,21760,64,launch,0
146,4.36166,115600,21760,64,launch,0
147,4.36003,115600,21760,64,launch,0
148,4.36205,115600,21760,64,launch,0
149,4.36028,115600,21760,64,launch,0
150,4.36119,115600,21760,64,launch,0
151,4.35998,115600,21760,64,launch,0
152,4.36152,115600,21760,64,launch,0
153,4.36074,115600,21760,64,launch,0
154,4.36147,115600,21760,64,launch,0
155,4.36005,115600,21760,64,launch,0
156,4.36206,115600,21760,64,launch,0
157,4.3599,115600,21760,64,launch,0
158,4.36167,115600,21760,64,launch,0
159,4.36045,115600,21760,64,launch,0
160,4.36132,115600,21760,64,launch,0
161,4.36096,115600,21760,64,launch,0
162,4.36048,115600,21760,64,launch,0
163,4.36037,115600,21760,64,launch,0
164,4.35984,115600,21760,64,launch,0
165,4.3603,115600,21760,64,launch,0
166,4.36049,115600,21760,64,launch,0
167,4.36076,115600,21760,64,launch,0
168,4.35999,115600,21760,64,launch,0
169,4.36127,115600,21760,64,launch,0
170,4.35999,115600,21760,64,launch,0
171,4.3611,115600,21760,64,launch,0
172,4.35979,115600,21760,64,launch,0
173,4.36151,115600,21760,64,launch,0
174,4.36039,115600,21760,64,launch,0
175,4.36089,115600,21760,64,launch,0
176,4.3603,115600,21760,64,launch,0
177,4.36117,115600,21760,64,launch,0
178,4.36032,115600,21760,64,launch,0
179,4.36174,115600,21760,64,launch,0
180,4.36016,115600,21760,64,launch,0
181,4.36087,115600,21760,64,launch,0
182,4.36043,115600,21760,64,launch,0
183,4.36157,115600,21760,64,launch,0
184,4.35968,115600,21760,64,launch,0
185,4.36142,115600,21760,64,launch,0
186,4.36019,115600,21760,64,launch,0
187,4.36157,115600,21760,64,launch,0
188,4.35982,115600,21760,64,launch,0
189,4.36172,115600,21760,64,launch,0
190,4.36035,115600,21760,64,launch,0
191,4.36146,115600,21760,64,launch,0
192,4.36121,115600,21760,64,launch,0
193,4.36021,115600,21760,64,launch,0
194,4.36195,115600,21760,64,launch,0
195,4.35961,115600,21760,64,launch,0
196,4.36146,115600,21760,64,launch,0
197,4.36036,115600,21760,64,launch,0
198,4.36125,115600,21760,64,launch,0
199,4.36023,115600,21760,64,launch,0
