index,time,kernel,dimension,blocksizeoperation,cudagraph,
0,1.75862,1,21760,21760,launch,0
1,1.50926,1,21760,21760,launch,0
2,1.54399,1,21760,21760,launch,0
3,1.5249,1,21760,21760,launch,0
4,1.62652,1,21760,21760,launch,0
5,1.7308,1,21760,21760,launch,0
6,1.70201,1,21760,21760,launch,0
7,1.70778,1,21760,21760,launch,0
8,1.76417,1,21760,21760,launch,0
9,1.47496,1,21760,21760,launch,0
10,1.50077,1,21760,21760,launch,0
11,1.47352,1,21760,21760,launch,0
12,1.43421,1,21760,21760,launch,0
13,1.703,1,21760,21760,launch,0
14,1.54548,1,21760,21760,launch,0
15,1.43337,1,21760,21760,launch,0
16,1.68633,1,21760,21760,launch,0
17,1.71974,1,21760,21760,launch,0
18,1.73591,1,21760,21760,launch,0
19,1.55382,1,21760,21760,launch,0
20,1.52361,1,21760,21760,launch,0
21,1.60216,1,21760,21760,launch,0
22,1.66134,1,21760,21760,launch,0
23,1.46093,1,21760,21760,launch,0
24,1.46925,1,21760,21760,launch,0
25,1.73859,1,21760,21760,launch,0
26,1.4711,1,21760,21760,launch,0
27,1.4353,1,21760,21760,launch,0
28,1.43779,1,21760,21760,launch,0
29,1.44126,1,21760,21760,launch,0
30,1.43768,1,21760,21760,launch,0
31,1.44637,1,21760,21760,launch,0
32,1.43875,1,21760,21760,launch,0
33,1.45174,1,21760,21760,launch,0
34,1.52295,1,21760,21760,launch,0
35,1.4481,1,21760,21760,launch,0
36,1.44517,1,21760,21760,launch,0
37,1.45232,1,21760,21760,launch,0
38,1.52786,1,21760,21760,launch,0
39,1.43958,1,21760,21760,launch,0
40,1.61311,1,21760,21760,launch,0
41,1.44575,1,21760,21760,launch,0
42,1.43855,1,21760,21760,launch,0
43,1.47508,1,21760,21760,launch,0
44,1.43859,1,21760,21760,launch,0
45,1.58159,1,21760,21760,launch,0
46,1.45765,1,21760,21760,launch,0
47,1.44034,1,21760,21760,launch,0
48,1.4889,1,21760,21760,launch,0
49,1.45914,1,21760,21760,launch,0
50,1.5835,1,21760,21760,launch,0
51,1.44338,1,21760,21760,launch,0
52,1.6644,1,21760,21760,launch,0
53,1.54367,1,21760,21760,launch,0
54,1.53447,1,21760,21760,launch,0
55,1.43964,1,21760,21760,launch,0
56,1.44179,1,21760,21760,launch,0
57,1.44106,1,21760,21760,launch,0
58,1.58974,1,21760,21760,launch,0
59,1.4393,1,21760,21760,launch,0
60,1.44123,1,21760,21760,launch,0
61,1.50863,1,21760,21760,launch,0
62,1.62001,1,21760,21760,launch,0
63,1.44327,1,21760,21760,launch,0
64,1.43938,1,21760,21760,launch,0
