index,time,kernel,dimension,blocksize,operation
0,0.000128673,9,3840,1280,capture
0,0.000163819,9,3840,1280,instantiation
0,0.00022764,36,3840,640,instantiation
0,0.000488372,36,3840,640,capture
0,0.000580656,144,3840,320,instantiation
0,0.00111448,225,3840,256,instantiation
0,0.00150964,144,3840,320,capture
0,0.0022265,225,3840,256,capture
0,0.00630118,900,3840,128,instantiation
0,0.00650505,9,3840,1280,launch
0,0.00680002,900,3840,128,capture
0,0.00703254,36,3840,640,launch
0,0.0106086,144,3840,320,launch
0,0.015067,225,3840,256,launch
0,0.0155514,900,3840,128,launch
0,0.0267611,3600,3840,64,capture
0,0.0331113,3600,3840,64,instantiation
0,0.0405765,3600,3840,64,launch
1,0.000219895,36,3840,640,instantiation
1,0.000419501,36,3840,640,capture
1,0.000564344,144,3840,320,instantiation
1,0.00117503,225,3840,256,instantiation
1,0.00146021,144,3840,320,capture
1,0.00238143,225,3840,256,capture
1,0.00648307,9,3840,1280,launch
1,0.00697541,36,3840,640,launch
1,0.00739333,900,3840,128,capture
1,0.00763542,900,3840,128,instantiation
1,0.0104446,144,3840,320,launch
1,0.0151082,225,3840,256,launch
1,0.0155315,900,3840,128,launch
1,0.0290831,3600,3840,64,capture
1,0.0338177,3600,3840,64,instantiation
1,0.0406523,3600,3840,64,launch
1,2.4847e-05,9,3840,1280,instantiation
1,6.1807e-05,9,3840,1280,capture
2,0.000204816,36,3840,640,instantiation
2,0.000407489,36,3840,640,capture
2,0.00052982,144,3840,320,instantiation
2,0.00115348,225,3840,256,instantiation
2,0.00146856,144,3840,320,capture
2,0.00236229,225,3840,256,capture
2,0.00648047,9,3840,1280,launch
2,0.00693273,36,3840,640,launch
2,0.00737242,900,3840,128,capture
2,0.00802538,900,3840,128,instantiation
2,0.0105816,144,3840,320,launch
2,0.0150334,225,3840,256,launch
2,0.0155429,900,3840,128,launch
2,0.0288832,3600,3840,64,capture
2,0.0333603,3600,3840,64,instantiation
2,0.0405159,3600,3840,64,launch
2,2.8404e-05,9,3840,1280,instantiation
2,7.3338e-05,9,3840,1280,capture
3,0.000155754,9,3840,1280,instantiation
3,0.000218443,36,3840,640,instantiation
3,0.000416556,36,3840,640,capture
3,0.00053034,144,3840,320,instantiation
3,0.00146823,144,3840,320,capture
3,0.00224072,225,3840,256,instantiation
3,0.00237321,225,3840,256,capture
3,0.00651187,9,3840,1280,launch
3,0.00715418,36,3840,640,launch
3,0.00737262,900,3840,128,capture
3,0.00771729,900,3840,128,instantiation
3,0.0107647,144,3840,320,launch
3,0.0151449,225,3840,256,launch
3,0.0156121,900,3840,128,launch
3,0.0289038,3600,3840,64,capture
3,0.0344916,3600,3840,64,instantiation
3,0.040506,3600,3840,64,launch
3,5.9392e-05,9,3840,1280,capture
4,0.000242717,36,3840,640,instantiation
4,0.000403812,36,3840,640,capture
4,0.000544477,144,3840,320,instantiation
4,0.00115694,225,3840,256,instantiation
4,0.0014737,144,3840,320,capture
4,0.00237155,225,3840,256,capture
4,0.00654121,9,3840,1280,launch
4,0.00737802,36,3840,640,launch
4,0.00739257,900,3840,128,capture
4,0.00789284,900,3840,128,instantiation
4,0.0112643,144,3840,320,launch
4,0.0152229,225,3840,256,launch
4,0.0156955,900,3840,128,launch
4,0.0288647,3600,3840,64,capture
