index,time,kernel,dimension,blocksize,operation
0,0.00111273,324,23040,1280,instantiation
0,0.00245597,324,23040,1280,capture
0,0.00734244,1296,23040,640,instantiation
0,0.0094741,1296,23040,640,capture
0,0.0363768,5184,23040,320,instantiation
0,0.0474368,5184,23040,320,capture
0,0.0585999,8100,23040,256,instantiation
0,0.0741207,8100,23040,256,capture
0,0.273217,32400,23040,128,capture
0,0.361963,32400,23040,128,instantiation
0,1.10345,129600,23040,64,capture
0,1.48478,324,23040,1280,launch
0,1.63571,1296,23040,640,launch
0,1.71627,129600,23040,64,instantiation
0,2.096,8100,23040,256,launch
0,2.12148,5184,23040,320,launch
0,2.49801,32400,23040,128,launch
0,4.88767,129600,23040,64,launch
1,0.00184088,324,23040,1280,instantiation
1,0.00252707,324,23040,1280,capture
1,0.00792059,1296,23040,640,instantiation
1,0.0104801,1296,23040,640,capture
1,0.0360334,5184,23040,320,instantiation
1,0.0476767,5184,23040,320,capture
1,0.0594941,8100,23040,256,instantiation
1,0.0764382,8100,23040,256,capture
1,0.27741,32400,23040,128,capture
1,0.371543,32400,23040,128,instantiation
1,1.09672,129600,23040,64,capture
1,1.49619,324,23040,1280,launch
1,1.6563,1296,23040,640,launch
1,2.10563,8100,23040,256,launch
1,2.13128,5184,23040,320,launch
1,2.50496,32400,23040,128,launch
1,4.83005,129600,23040,64,launch
2,0.00278135,324,23040,1280,capture
2,0.0028804,324,23040,1280,instantiation
2,0.00793619,1296,23040,640,instantiation
2,0.0105074,1296,23040,640,capture
2,0.036605,5184,23040,320,instantiation
2,0.0479144,5184,23040,320,capture
2,0.0593855,8100,23040,256,instantiation
2,0.0763922,8100,23040,256,capture
2,0.277046,32400,23040,128,capture
2,0.386287,32400,23040,128,instantiation
2,1.49677,324,23040,1280,launch
2,1.65243,1296,23040,640,launch
2,2.10714,8100,23040,256,launch
2,2.13487,5184,23040,320,launch
2,2.51066,32400,23040,128,launch
2,4.8361,129600,23040,64,launch
3,0.00174556,324,23040,1280,instantiation
3,0.00281044,324,23040,1280,capture
3,0.00885982,1296,23040,640,instantiation
3,0.0105287,1296,23040,640,capture
3,0.0367203,5184,23040,320,instantiation
3,0.0479082,5184,23040,320,capture
3,0.0594649,8100,23040,256,instantiation
3,0.0762636,8100,23040,256,capture
3,0.278077,32400,23040,128,capture
3,0.408073,32400,23040,128,instantiation
3,1.49777,324,23040,1280,launch
3,1.6559,1296,23040,640,launch
3,2.10888,8100,23040,256,launch
3,2.13915,5184,23040,320,launch
3,2.51202,32400,23040,128,launch
3,4.84101,129600,23040,64,launch
4,0.00172011,324,23040,1280,instantiation
4,0.00286823,324,23040,1280,capture
4,0.00792938,1296,23040,640,instantiation
4,0.0104662,1296,23040,640,capture
4,0.0367405,5184,23040,320,instantiation
4,0.0480271,5184,23040,320,capture
4,0.059238,8100,23040,256,instantiation
4,0.0760806,8100,23040,256,capture
4,0.276698,32400,23040,128,capture
4,0.423575,32400,23040,128,instantiation
4,1.50004,324,23040,1280,launch
4,1.65627,1296,23040,640,launch
4,2.11264,8100,23040,256,launch
4,2.1405,5184,23040,320,launch
4,2.5149,32400,23040,128,launch
4,4.84537,129600,23040,64,launch
5,0.00281954,324,23040,1280,capture
5,0.00291161,324,23040,1280,instantiation
5,0.00798596,1296,23040,640,instantiation
5,0.0104522,1296,23040,640,capture
5,0.0361875,5184,23040,320,instantiation
5,0.0477045,5184,23040,320,capture
5,0.0591628,8100,23040,256,instantiation
5,0.0758682,8100,23040,256,capture
5,0.277981,32400,23040,128,capture
5,0.463642,32400,23040,128,instantiation
5,1.49986,324,23040,1280,launch
5,1.65934,1296,23040,640,launch
5,2.11429,8100,23040,256,launch
5,2.14116,5184,23040,320,launch
5,2.51871,32400,23040,128,launch
5,4.85139,129600,23040,64,launch
6,0.00178221,324,23040,1280,instantiation
6,0.00282676,324,23040,1280,capture
6,0.00885348,1296,23040,640,instantiation
6,0.0104604,1296,23040,640,capture
6,0.0367706,5184,23040,320,instantiation
6,0.047826,5184,23040,320,capture
6,0.0597759,8100,23040,256,instantiation
6,0.0762804,8100,23040,256,capture
6,0.280617,32400,23040,128,capture
6,1.50202,324,23040,1280,launch
6,1.65882,1296,23040,640,launch
6,2.11578,8100,23040,256,launch
6,2.14215,5184,23040,320,launch
6,2.52221,32400,23040,128,launch
6,4.85463,129600,23040,64,launch
7,0.00173558,324,23040,1280,instantiation
7,0.00283015,324,23040,1280,capture
7,0.00797879,1296,23040,640,instantiation
7,0.010747,1296,23040,640,capture
7,0.0367312,5184,23040,320,instantiation
7,0.0477825,5184,23040,320,capture
7,0.0595816,8100,23040,256,instantiation
7,0.0762794,8100,23040,256,capture
7,1.50152,324,23040,1280,launch
7,1.66064,1296,23040,640,launch
7,2.11494,8100,23040,256,launch
7,2.14588,5184,23040,320,launch
7,2.52155,32400,23040,128,launch
7,4.8586,129600,23040,64,launch
8,0.00282352,324,23040,1280,capture
8,0.0029338,324,23040,1280,instantiation
8,0.00798675,1296,23040,640,instantiation
8,0.0104797,1296,23040,640,capture
8,0.0370511,5184,23040,320,instantiation
8,0.0478638,5184,23040,320,capture
8,0.0601884,8100,23040,256,instantiation
8,0.0761673,8100,23040,256,capture
8,1.50482,324,23040,1280,launch
8,1.66242,1296,23040,640,launch
8,2.11874,8100,23040,256,launch
8,2.14342,5184,23040,320,launch
8,2.52256,32400,23040,128,launch
8,4.85873,129600,23040,64,launch
9,0.00180432,324,23040,1280,instantiation
9,0.00289905,324,23040,1280,capture
9,0.00810192,1296,23040,640,instantiation
9,0.0104947,1296,23040,640,capture
9,0.0372244,5184,23040,320,instantiation
9,0.0481285,5184,23040,320,capture
9,0.0601411,8100,23040,256,instantiation
9,0.0762755,8100,23040,256,capture
9,1.50307,324,23040,1280,launch
9,1.66321,1296,23040,640,launch
9,2.11973,8100,23040,256,launch
9,2.14633,5184,23040,320,launch
9,2.52662,32400,23040,128,launch
9,4.86146,129600,23040,64,launch
10,1.50861,324,23040,1280,launch
10,1.663,1296,23040,640,launch
10,2.12133,8100,23040,256,launch
10,2.14913,5184,23040,320,launch
10,2.52605,32400,23040,128,launch
10,4.86415,129600,23040,64,launch
11,1.50446,324,23040,1280,launch
11,1.66623,1296,23040,640,launch
11,2.12327,8100,23040,256,launch
11,2.14947,5184,23040,320,launch
11,2.53053,32400,23040,128,launch
11,4.86558,129600,23040,64,launch
12,1.51037,324,23040,1280,launch
12,1.66506,1296,23040,640,launch
12,2.12473,8100,23040,256,launch
12,2.15051,5184,23040,320,launch
12,2.5296,32400,23040,128,launch
12,4.86755,129600,23040,64,launch
13,1.50504,324,23040,1280,launch
13,1.66817,1296,23040,640,launch
13,2.12522,8100,23040,256,launch
13,2.1502,5184,23040,320,launch
13,2.53303,32400,23040,128,launch
13,4.86957,129600,23040,64,launch
14,1.51039,324,23040,1280,launch
14,1.66751,1296,23040,640,launch
14,2.12393,8100,23040,256,launch
14,2.15313,5184,23040,320,launch
14,2.53249,32400,23040,128,launch
14,4.86988,129600,23040,64,launch
15,1.50795,324,23040,1280,launch
15,1.66828,1296,23040,640,launch
15,2.12564,8100,23040,256,launch
15,2.1533,5184,23040,320,launch
15,2.53444,32400,23040,128,launch
15,4.87109,129600,23040,64,launch
16,1.50905,324,23040,1280,launch
16,1.66836,1296,23040,640,launch
16,2.128,8100,23040,256,launch
16,2.1557,5184,23040,320,launch
16,2.5358,32400,23040,128,launch
16,4.87175,129600,23040,64,launch
17,1.51085,324,23040,1280,launch
17,1.67051,1296,23040,640,launch
17,2.12755,8100,23040,256,launch
17,2.15645,5184,23040,320,launch
17,2.53627,32400,23040,128,launch
17,4.87233,129600,23040,64,launch
18,1.51046,324,23040,1280,launch
18,1.67372,1296,23040,640,launch
18,2.12776,8100,23040,256,launch
18,2.15784,5184,23040,320,launch
18,2.53823,32400,23040,128,launch
18,4.87365,129600,23040,64,launch
19,1.51232,324,23040,1280,launch
19,1.66906,1296,23040,640,launch
19,2.13073,8100,23040,256,launch
19,2.15787,5184,23040,320,launch
19,2.5384,32400,23040,128,launch
19,4.87514,129600,23040,64,launch
20,1.5103,324,23040,1280,launch
20,1.66617,1296,23040,640,launch
20,2.12714,8100,23040,256,launch
20,2.15092,5184,23040,320,launch
20,2.53186,32400,23040,128,launch
21,1.51184,324,23040,1280,launch
21,1.67401,1296,23040,640,launch
21,2.13081,8100,23040,256,launch
21,2.15829,5184,23040,320,launch
21,2.54026,32400,23040,128,launch
22,1.51252,324,23040,1280,launch
22,1.67362,1296,23040,640,launch
22,2.13099,8100,23040,256,launch
22,2.15936,5184,23040,320,launch
22,2.53727,32400,23040,128,launch
23,1.51118,324,23040,1280,launch
23,1.67226,1296,23040,640,launch
23,2.13256,8100,23040,256,launch
23,2.15986,5184,23040,320,launch
23,2.54112,32400,23040,128,launch
24,1.51495,324,23040,1280,launch
24,1.67545,1296,23040,640,launch
24,2.13207,8100,23040,256,launch
24,2.16037,5184,23040,320,launch
24,2.53932,32400,23040,128,launch
25,1.51373,324,23040,1280,launch
25,1.67598,1296,23040,640,launch
25,2.13139,8100,23040,256,launch
25,2.16092,5184,23040,320,launch
25,2.54101,32400,23040,128,launch
26,1.514,324,23040,1280,launch
26,1.67476,1296,23040,640,launch
26,2.13339,8100,23040,256,launch
26,2.16287,5184,23040,320,launch
26,2.5413,32400,23040,128,launch
27,1.51464,324,23040,1280,launch
27,1.67619,1296,23040,640,launch
27,2.13385,8100,23040,256,launch
27,2.16241,5184,23040,320,launch
27,2.5413,32400,23040,128,launch
28,1.51442,324,23040,1280,launch
28,1.67819,1296,23040,640,launch
28,2.13362,8100,23040,256,launch
28,2.16239,5184,23040,320,launch
28,2.54113,32400,23040,128,launch
29,1.51545,324,23040,1280,launch
29,1.67634,1296,23040,640,launch
29,2.1357,8100,23040,256,launch
29,2.16272,5184,23040,320,launch
29,2.54124,32400,23040,128,launch
30,1.51468,324,23040,1280,launch
30,1.67679,1296,23040,640,launch
30,2.13555,8100,23040,256,launch
30,2.16343,5184,23040,320,launch
30,2.54377,32400,23040,128,launch
31,1.51501,324,23040,1280,launch
31,1.67999,1296,23040,640,launch
31,2.13628,8100,23040,256,launch
31,2.1619,5184,23040,320,launch
31,2.54371,32400,23040,128,launch
32,1.51602,324,23040,1280,launch
32,1.67729,1296,23040,640,launch
32,2.13577,8100,23040,256,launch
32,2.16385,5184,23040,320,launch
32,2.54496,32400,23040,128,launch
33,1.5167,324,23040,1280,launch
33,1.67751,1296,23040,640,launch
33,2.13496,8100,23040,256,launch
33,2.16489,5184,23040,320,launch
33,2.54619,32400,23040,128,launch
34,1.5175,324,23040,1280,launch
34,1.6826,1296,23040,640,launch
34,2.13705,8100,23040,256,launch
34,2.16532,5184,23040,320,launch
34,2.54462,32400,23040,128,launch
35,1.51789,324,23040,1280,launch
35,1.67752,1296,23040,640,launch
35,2.13682,8100,23040,256,launch
35,2.16572,5184,23040,320,launch
35,2.54811,32400,23040,128,launch
36,1.51814,324,23040,1280,launch
36,1.68021,1296,23040,640,launch
36,2.13781,8100,23040,256,launch
36,2.1664,5184,23040,320,launch
36,2.54544,32400,23040,128,launch
37,1.51636,324,23040,1280,launch
37,1.68152,1296,23040,640,launch
37,2.13849,8100,23040,256,launch
37,2.16674,5184,23040,320,launch
37,2.54814,32400,23040,128,launch
38,1.51842,324,23040,1280,launch
38,1.68024,1296,23040,640,launch
38,2.13851,8100,23040,256,launch
38,2.16751,5184,23040,320,launch
38,2.54572,32400,23040,128,launch
39,1.51914,324,23040,1280,launch
39,1.67963,1296,23040,640,launch
39,2.13832,8100,23040,256,launch
39,2.16715,5184,23040,320,launch
39,2.54701,32400,23040,128,launch
40,1.51725,324,23040,1280,launch
40,1.67429,1296,23040,640,launch
40,2.13351,8100,23040,256,launch
40,2.15864,5184,23040,320,launch
40,2.54096,32400,23040,128,launch
41,1.51792,324,23040,1280,launch
41,1.68385,1296,23040,640,launch
41,2.13741,8100,23040,256,launch
41,2.16659,5184,23040,320,launch
41,2.54769,32400,23040,128,launch
42,1.51828,324,23040,1280,launch
42,1.68084,1296,23040,640,launch
42,2.13859,8100,23040,256,launch
42,2.16717,5184,23040,320,launch
42,2.54808,32400,23040,128,launch
43,1.51901,324,23040,1280,launch
43,1.68126,1296,23040,640,launch
43,2.14027,8100,23040,256,launch
43,2.16859,5184,23040,320,launch
43,2.54962,32400,23040,128,launch
44,1.5189,324,23040,1280,launch
44,1.68284,1296,23040,640,launch
44,2.13961,8100,23040,256,launch
44,2.16904,5184,23040,320,launch
44,2.54843,32400,23040,128,launch
45,1.51925,324,23040,1280,launch
45,1.68363,1296,23040,640,launch
45,2.13976,8100,23040,256,launch
45,2.16894,5184,23040,320,launch
45,2.54817,32400,23040,128,launch
46,1.51917,324,23040,1280,launch
46,1.68129,1296,23040,640,launch
46,2.14025,8100,23040,256,launch
46,2.17026,5184,23040,320,launch
46,2.55124,32400,23040,128,launch
47,1.51967,324,23040,1280,launch
47,1.6823,1296,23040,640,launch
47,2.14007,8100,23040,256,launch
47,2.16984,5184,23040,320,launch
47,2.54955,32400,23040,128,launch
48,1.51969,324,23040,1280,launch
48,1.68321,1296,23040,640,launch
48,2.14172,8100,23040,256,launch
48,2.16921,5184,23040,320,launch
48,2.54907,32400,23040,128,launch
49,1.52034,324,23040,1280,launch
49,1.68193,1296,23040,640,launch
49,2.14065,8100,23040,256,launch
49,2.1698,5184,23040,320,launch
49,2.55033,32400,23040,128,launch
50,1.52023,324,23040,1280,launch
50,1.68253,1296,23040,640,launch
50,2.13848,8100,23040,256,launch
50,2.16927,5184,23040,320,launch
50,2.54734,32400,23040,128,launch
51,1.51904,324,23040,1280,launch
51,1.68466,1296,23040,640,launch
51,2.14127,8100,23040,256,launch
51,2.16942,5184,23040,320,launch
51,2.55104,32400,23040,128,launch
52,1.52191,324,23040,1280,launch
52,1.68333,1296,23040,640,launch
52,2.14168,8100,23040,256,launch
52,2.16923,5184,23040,320,launch
52,2.549,32400,23040,128,launch
53,1.5194,324,23040,1280,launch
53,1.68374,1296,23040,640,launch
53,2.14035,8100,23040,256,launch
53,2.17083,5184,23040,320,launch
53,2.55062,32400,23040,128,launch
54,1.52124,324,23040,1280,launch
54,1.68162,1296,23040,640,launch
54,2.14145,8100,23040,256,launch
54,2.16868,5184,23040,320,launch
54,2.55062,32400,23040,128,launch
55,1.52194,324,23040,1280,launch
55,1.68383,1296,23040,640,launch
55,2.14099,8100,23040,256,launch
55,2.16914,5184,23040,320,launch
55,2.54901,32400,23040,128,launch
56,1.52012,324,23040,1280,launch
56,1.68467,1296,23040,640,launch
56,2.14058,8100,23040,256,launch
56,2.1696,5184,23040,320,launch
56,2.55217,32400,23040,128,launch
57,1.52064,324,23040,1280,launch
57,1.684,1296,23040,640,launch
57,2.13942,8100,23040,256,launch
57,2.17061,5184,23040,320,launch
57,2.5496,32400,23040,128,launch
58,1.52008,324,23040,1280,launch
58,1.68408,1296,23040,640,launch
58,2.13989,8100,23040,256,launch
58,2.16856,5184,23040,320,launch
58,2.55083,32400,23040,128,launch
59,1.52157,324,23040,1280,launch
59,1.68662,1296,23040,640,launch
59,2.14042,8100,23040,256,launch
59,2.17116,5184,23040,320,launch
59,2.55033,32400,23040,128,launch
60,1.51988,324,23040,1280,launch
60,1.67725,1296,23040,640,launch
60,2.13456,8100,23040,256,launch
60,2.15986,5184,23040,320,launch
60,2.54451,32400,23040,128,launch
61,1.5237,324,23040,1280,launch
61,1.68421,1296,23040,640,launch
61,2.14011,8100,23040,256,launch
61,2.16839,5184,23040,320,launch
61,2.55004,32400,23040,128,launch
62,1.52108,324,23040,1280,launch
62,1.68529,1296,23040,640,launch
62,2.13876,8100,23040,256,launch
62,2.16971,5184,23040,320,launch
62,2.54923,32400,23040,128,launch
63,1.52155,324,23040,1280,launch
63,1.68411,1296,23040,640,launch
63,2.13972,8100,23040,256,launch
63,2.17081,5184,23040,320,launch
63,2.55008,32400,23040,128,launch
64,1.521,324,23040,1280,launch
64,1.68586,1296,23040,640,launch
64,2.14093,8100,23040,256,launch
64,2.17071,5184,23040,320,launch
64,2.54977,32400,23040,128,launch
65,1.52217,324,23040,1280,launch
65,1.68408,1296,23040,640,launch
65,2.14054,8100,23040,256,launch
65,2.16997,5184,23040,320,launch
65,2.54999,32400,23040,128,launch
66,1.52229,324,23040,1280,launch
66,1.68423,1296,23040,640,launch
66,2.14035,8100,23040,256,launch
66,2.16933,5184,23040,320,launch
66,2.55035,32400,23040,128,launch
67,1.52095,324,23040,1280,launch
67,1.68332,1296,23040,640,launch
67,2.14045,8100,23040,256,launch
67,2.17081,5184,23040,320,launch
67,2.54977,32400,23040,128,launch
68,1.52277,324,23040,1280,launch
68,1.68484,1296,23040,640,launch
68,2.13822,8100,23040,256,launch
68,2.16993,5184,23040,320,launch
68,2.54841,32400,23040,128,launch
69,1.52302,324,23040,1280,launch
69,1.68347,1296,23040,640,launch
69,2.13877,8100,23040,256,launch
69,2.17077,5184,23040,320,launch
69,2.55005,32400,23040,128,launch
70,1.52074,324,23040,1280,launch
70,1.68495,1296,23040,640,launch
70,2.14112,8100,23040,256,launch
70,2.16978,5184,23040,320,launch
70,2.55071,32400,23040,128,launch
71,1.5233,324,23040,1280,launch
71,1.68464,1296,23040,640,launch
71,2.14024,8100,23040,256,launch
71,2.16909,5184,23040,320,launch
71,2.55164,32400,23040,128,launch
72,1.52172,324,23040,1280,launch
72,1.68522,1296,23040,640,launch
72,2.14199,8100,23040,256,launch
72,2.17006,5184,23040,320,launch
72,2.54936,32400,23040,128,launch
73,1.5225,324,23040,1280,launch
73,1.68471,1296,23040,640,launch
73,2.14054,8100,23040,256,launch
73,2.16915,5184,23040,320,launch
73,2.55193,32400,23040,128,launch
74,1.52286,324,23040,1280,launch
74,1.6851,1296,23040,640,launch
74,2.13788,8100,23040,256,launch
74,2.16757,5184,23040,320,launch
74,2.54872,32400,23040,128,launch
75,1.52186,324,23040,1280,launch
75,1.68329,1296,23040,640,launch
75,2.13825,8100,23040,256,launch
75,2.16899,5184,23040,320,launch
75,2.54921,32400,23040,128,launch
76,1.52375,324,23040,1280,launch
76,1.68551,1296,23040,640,launch
76,2.13969,8100,23040,256,launch
76,2.16975,5184,23040,320,launch
76,2.55145,32400,23040,128,launch
77,1.52195,324,23040,1280,launch
77,1.68441,1296,23040,640,launch
77,2.14117,8100,23040,256,launch
