index,time,kernel,dimension,blocksize,operation
0,0.00258184,484,28160,1280,instantiation
0,0.0036845,484,28160,1280,capture
0,0.0108161,1936,28160,640,instantiation
0,0.013981,1936,28160,640,capture
0,0.0563667,7744,28160,320,instantiation
0,0.0712279,7744,28160,320,capture
0,0.0905072,12100,28160,256,instantiation
0,0.113236,12100,28160,256,capture
0,0.411766,48400,28160,128,capture
0,0.581683,48400,28160,128,instantiation
0,1.62243,193600,28160,64,capture
0,2.694,484,28160,1280,launch
0,3.02328,1936,28160,640,launch
0,3.79568,12100,28160,256,launch
0,3.88452,7744,28160,320,launch
0,4.41243,48400,28160,128,launch
1,0.00426843,484,28160,1280,instantiation
1,0.00442039,484,28160,1280,capture
1,0.0125751,1936,28160,640,instantiation
1,0.0154339,1936,28160,640,capture
1,0.0569302,7744,28160,320,instantiation
1,0.0720902,7744,28160,320,capture
1,0.0921656,12100,28160,256,instantiation
1,0.11413,12100,28160,256,capture
1,0.412769,48400,28160,128,capture
1,0.601464,48400,28160,128,instantiation
1,2.70347,484,28160,1280,launch
1,3.04105,1936,28160,640,launch
1,3.81684,12100,28160,256,launch
1,3.90705,7744,28160,320,launch
1,4.43256,48400,28160,128,launch
2,0.00401482,484,28160,1280,capture
2,0.00405732,484,28160,1280,instantiation
2,0.0124773,1936,28160,640,instantiation
2,0.0155217,1936,28160,640,capture
2,0.0566379,7744,28160,320,instantiation
2,0.0718833,7744,28160,320,capture
2,0.0922341,12100,28160,256,instantiation
2,0.11393,12100,28160,256,capture
2,0.408344,48400,28160,128,capture
2,0.59753,48400,28160,128,instantiation
2,2.71169,484,28160,1280,launch
2,3.04425,1936,28160,640,launch
2,3.8236,12100,28160,256,launch
2,3.9163,7744,28160,320,launch
2,4.44282,48400,28160,128,launch
3,0.00367077,484,28160,1280,instantiation
3,0.00400656,484,28160,1280,capture
3,0.0121347,1936,28160,640,instantiation
3,0.0156489,1936,28160,640,capture
3,0.0574305,7744,28160,320,instantiation
3,0.0719187,7744,28160,320,capture
3,0.0923949,12100,28160,256,instantiation
3,0.114053,12100,28160,256,capture
3,0.412151,48400,28160,128,capture
3,2.71441,484,28160,1280,launch
3,3.05197,1936,28160,640,launch
3,3.82852,12100,28160,256,launch
3,3.92157,7744,28160,320,launch
3,4.4524,48400,28160,128,launch
4,0.00238887,484,28160,1280,instantiation
4,0.0040628,484,28160,1280,capture
4,0.0127799,1936,28160,640,instantiation
4,0.0156664,1936,28160,640,capture
4,0.0562356,7744,28160,320,instantiation
4,0.0719257,7744,28160,320,capture
4,0.0916705,12100,28160,256,instantiation
4,0.113942,12100,28160,256,capture
4,2.71825,484,28160,1280,launch
4,3.05803,1936,28160,640,launch
4,3.83776,12100,28160,256,launch
4,3.93029,7744,28160,320,launch
4,4.45954,48400,28160,128,launch
5,0.00239676,484,28160,1280,instantiation
5,0.00401629,484,28160,1280,capture
5,0.0125126,1936,28160,640,instantiation
5,0.0154145,1936,28160,640,capture
5,0.0574472,7744,28160,320,instantiation
5,0.0719639,7744,28160,320,capture
5,0.0910974,12100,28160,256,instantiation
5,0.113804,12100,28160,256,capture
5,2.72223,484,28160,1280,launch
5,3.06285,1936,28160,640,launch
5,3.84482,12100,28160,256,launch
5,3.93788,7744,28160,320,launch
5,4.46763,48400,28160,128,launch
6,0.00364516,484,28160,1280,instantiation
6,0.00402219,484,28160,1280,capture
6,0.0124333,1936,28160,640,instantiation
6,0.015484,1936,28160,640,capture
6,0.05695,7744,28160,320,instantiation
6,0.0717637,7744,28160,320,capture
6,0.0901713,12100,28160,256,instantiation
6,0.114073,12100,28160,256,capture
6,2.7272,484,28160,1280,launch
6,3.06571,1936,28160,640,launch
6,3.85216,12100,28160,256,launch
6,3.94349,7744,28160,320,launch
6,4.47743,48400,28160,128,launch
7,0.00236085,484,28160,1280,instantiation
7,0.00408721,484,28160,1280,capture
7,0.0127013,1936,28160,640,instantiation
7,0.0155943,1936,28160,640,capture
7,0.0560143,7744,28160,320,instantiation
7,0.0716753,7744,28160,320,capture
7,0.0926292,12100,28160,256,instantiation
7,0.113846,12100,28160,256,capture
7,2.72796,484,28160,1280,launch
7,3.07316,1936,28160,640,launch
7,3.85744,12100,28160,256,launch
7,3.94814,7744,28160,320,launch
7,4.48504,48400,28160,128,launch
