index,time,kernel,dimension,blocksize,operation
0,0.0070331,900,38400,1280,capture
1,0.0076558,900,38400,1280,capture
2,0.00773218,900,38400,1280,capture
3,0.00768422,900,38400,1280,capture
4,0.00773407,900,38400,1280,capture
5,0.00760859,900,38400,1280,capture
6,0.00776218,900,38400,1280,capture
7,0.007653,900,38400,1280,capture
8,0.00767653,900,38400,1280,capture
9,0.00767523,900,38400,1280,capture
index,time,kernel,dimension,blocksize,operation
0,0.00400123,900,38400,1280,instantiation
1,0.00603799,900,38400,1280,instantiation
2,0.00605857,900,38400,1280,instantiation
3,0.00620703,900,38400,1280,instantiation
4,0.00618128,900,38400,1280,instantiation
5,0.00618612,900,38400,1280,instantiation
6,0.00617291,900,38400,1280,instantiation
7,0.00622514,900,38400,1280,instantiation
8,0.00624915,900,38400,1280,instantiation
9,0.00615146,900,38400,1280,instantiation
index,time,kernel,dimension,blocksize,operation
0,6.77492,900,38400,1280,launch
1,6.79923,900,38400,1280,launch
2,6.82258,900,38400,1280,launch
3,6.84939,900,38400,1280,launch
4,6.87042,900,38400,1280,launch
5,6.89154,900,38400,1280,launch
6,6.90548,900,38400,1280,launch
7,6.92174,900,38400,1280,launch
8,6.93309,900,38400,1280,launch
9,6.94408,900,38400,1280,launch
10,6.95337,900,38400,1280,launch
11,6.95935,900,38400,1280,launch
12,6.96609,900,38400,1280,launch
13,6.96836,900,38400,1280,launch
14,6.97327,900,38400,1280,launch
15,6.97481,900,38400,1280,launch
16,6.97437,900,38400,1280,launch
17,6.97504,900,38400,1280,launch
18,6.97371,900,38400,1280,launch
19,6.97303,900,38400,1280,launch
20,6.96639,900,38400,1280,launch
21,6.972,900,38400,1280,launch
22,6.9688,900,38400,1280,launch
23,6.96682,900,38400,1280,launch
24,6.96417,900,38400,1280,launch
25,6.96154,900,38400,1280,launch
26,6.96442,900,38400,1280,launch
27,6.95971,900,38400,1280,launch
28,6.95606,900,38400,1280,launch
29,6.9573,900,38400,1280,launch
30,6.95295,900,38400,1280,launch
31,6.95543,900,38400,1280,launch
32,6.95242,900,38400,1280,launch
33,6.95123,900,38400,1280,launch
34,6.95066,900,38400,1280,launch
35,6.94993,900,38400,1280,launch
36,6.94857,900,38400,1280,launch
37,6.94894,900,38400,1280,launch
38,6.94804,900,38400,1280,launch
39,6.94616,900,38400,1280,launch
40,6.94022,900,38400,1280,launch
41,6.94353,900,38400,1280,launch
42,6.94118,900,38400,1280,launch
43,6.93891,900,38400,1280,launch
44,6.93971,900,38400,1280,launch
45,6.93988,900,38400,1280,launch
46,6.94203,900,38400,1280,launch
47,6.9385,900,38400,1280,launch
48,6.93701,900,38400,1280,launch
49,6.93872,900,38400,1280,launch
50,6.94044,900,38400,1280,launch
51,6.93692,900,38400,1280,launch
52,6.93754,900,38400,1280,launch
53,6.93825,900,38400,1280,launch
54,6.93618,900,38400,1280,launch
55,6.93833,900,38400,1280,launch
56,6.93565,900,38400,1280,launch
57,6.9343,900,38400,1280,launch
58,6.93557,900,38400,1280,launch
59,6.93601,900,38400,1280,launch
60,6.93186,900,38400,1280,launch
61,6.93438,900,38400,1280,launch
62,6.93644,900,38400,1280,launch
63,6.93544,900,38400,1280,launch
