index,time,kernel,dimension,blocksize,operation
0,0.000202532,25,6400,1280,instantiation
0,0.00022251,25,6400,1280,capture
0,0.000417348,100,6400,640,instantiation
0,0.00093311,100,6400,640,capture
0,0.00153425,400,6400,320,instantiation
0,0.00306774,625,6400,256,instantiation
0,0.00402297,400,6400,320,capture
0,0.00609917,625,6400,256,capture
0,0.0190477,2500,6400,128,capture
0,0.022482,2500,6400,128,instantiation
0,0.0345184,25,6400,1280,launch
0,0.036405,100,6400,640,launch
0,0.047052,400,6400,320,launch
0,0.0562247,625,6400,256,launch
0,0.0672814,2500,6400,128,launch
0,0.0841131,10000,6400,64,capture
0,0.100006,10000,6400,64,instantiation
0,0.165713,10000,6400,64,launch
1,0.000160112,25,6400,1280,capture
1,0.00018594,25,6400,1280,instantiation
1,0.000404142,100,6400,640,instantiation
1,0.000872546,100,6400,640,capture
1,0.00195617,400,6400,320,instantiation
1,0.00406881,400,6400,320,capture
1,0.00424117,625,6400,256,instantiation
1,0.00634603,625,6400,256,capture
1,0.0201276,2500,6400,128,capture
1,0.0219902,2500,6400,128,instantiation
1,0.0346622,25,6400,1280,launch
1,0.0363848,100,6400,640,launch
1,0.048724,400,6400,320,launch
1,0.0575616,625,6400,256,launch
1,0.0675617,2500,6400,128,launch
1,0.0844363,10000,6400,64,capture
1,0.100816,10000,6400,64,instantiation
1,0.152666,10000,6400,64,launch
2,0.000155413,25,6400,1280,capture
2,0.000187914,25,6400,1280,instantiation
2,0.000422687,100,6400,640,instantiation
2,0.000872015,100,6400,640,capture
2,0.00306242,400,6400,320,instantiation
2,0.00308134,625,6400,256,instantiation
2,0.00408801,400,6400,320,capture
2,0.00629121,625,6400,256,capture
2,0.0201182,2500,6400,128,capture
2,0.022546,2500,6400,128,instantiation
2,0.0353558,25,6400,1280,launch
2,0.0366214,100,6400,640,launch
2,0.0495536,400,6400,320,launch
2,0.0576465,625,6400,256,launch
2,0.0673673,2500,6400,128,launch
2,0.0845549,10000,6400,64,capture
2,0.101235,10000,6400,64,instantiation
2,0.145585,10000,6400,64,launch
3,0.000154992,25,6400,1280,capture
3,0.000189086,25,6400,1280,instantiation
3,0.000404262,100,6400,640,instantiation
3,0.000883517,100,6400,640,capture
3,0.001988,400,6400,320,instantiation
3,0.00408014,400,6400,320,capture
3,0.00422217,625,6400,256,instantiation
3,0.00636492,625,6400,256,capture
3,0.0201382,2500,6400,128,capture
3,0.0224936,2500,6400,128,instantiation
3,0.0353527,25,6400,1280,launch
3,0.0368262,100,6400,640,launch
3,0.0494952,400,6400,320,launch
3,0.0576431,625,6400,256,launch
3,0.0624243,2500,6400,128,launch
3,0.0847618,10000,6400,64,capture
3,0.101937,10000,6400,64,instantiation
3,0.145595,10000,6400,64,launch
4,0.000152518,25,6400,1280,capture
4,0.000412689,100,6400,640,instantiation
4,0.000881092,100,6400,640,capture
4,0.00309152,400,6400,320,instantiation
4,0.0041373,625,6400,256,instantiation
4,0.00414603,400,6400,320,capture
4,0.00629591,625,6400,256,capture
4,0.0201441,2500,6400,128,capture
4,0.0234995,2500,6400,128,instantiation
4,0.0353522,25,6400,1280,launch
4,0.036826,100,6400,640,launch
4,0.0495536,400,6400,320,launch
4,0.0565224,625,6400,256,launch
4,0.0624981,2500,6400,128,launch
4,0.0848379,10000,6400,64,capture
4,0.103167,10000,6400,64,instantiation
4,0.145587,10000,6400,64,launch
4,5.1738e-05,25,6400,1280,instantiation
5,0.000154782,25,6400,1280,capture
5,0.000178457,25,6400,1280,instantiation
5,0.000410133,100,6400,640,instantiation
5,0.0008373,100,6400,640,capture
5,0.00196889,400,6400,320,instantiation
5,0.00307334,625,6400,256,instantiation
5,0.00406103,400,6400,320,capture
5,0.00626357,625,6400,256,capture
5,0.0200671,2500,6400,128,capture
5,0.0228068,2500,6400,128,instantiation
5,0.0353549,25,6400,1280,launch
5,0.0367354,100,6400,640,launch
5,0.0495497,400,6400,320,launch
5,0.0559995,625,6400,256,launch
5,0.0625554,2500,6400,128,launch
5,0.0844449,10000,6400,64,capture
5,0.104542,10000,6400,64,instantiation
5,0.145592,10000,6400,64,launch
6,0.000155153,25,6400,1280,capture
6,0.000189327,25,6400,1280,instantiation
6,0.000579914,100,6400,640,instantiation
6,0.000898956,100,6400,640,capture
6,0.00197091,400,6400,320,instantiation
6,0.00409475,400,6400,320,capture
6,0.0043783,625,6400,256,instantiation
6,0.00628208,625,6400,256,capture
6,0.0201705,2500,6400,128,capture
6,0.0230913,2500,6400,128,instantiation
6,0.0353576,25,6400,1280,launch
6,0.0366031,100,6400,640,launch
6,0.0495557,400,6400,320,launch
6,0.0558687,625,6400,256,launch
6,0.0626977,2500,6400,128,launch
6,0.0846216,10000,6400,64,capture
6,0.105324,10000,6400,64,instantiation
6,0.145552,10000,6400,64,launch
7,0.000155132,25,6400,1280,capture
7,0.000186722,25,6400,1280,instantiation
7,0.000580996,100,6400,640,instantiation
7,0.000958047,100,6400,640,capture
7,0.00314826,400,6400,320,instantiation
7,0.0040817,400,6400,320,capture
7,0.0041586,625,6400,256,instantiation
7,0.00629984,625,6400,256,capture
7,0.0202321,2500,6400,128,capture
7,0.0226988,2500,6400,128,instantiation
7,0.0342749,25,6400,1280,launch
7,0.0366021,100,6400,640,launch
7,0.0495358,400,6400,320,launch
7,0.0554914,625,6400,256,launch
7,0.0627177,2500,6400,128,launch
7,0.0846076,10000,6400,64,capture
7,0.105546,10000,6400,64,instantiation
7,0.145573,10000,6400,64,launch
8,0.000155564,25,6400,1280,capture
8,0.000186532,25,6400,1280,instantiation
8,0.000961444,100,6400,640,capture
8,0.00166506,100,6400,640,instantiation
8,0.00197067,400,6400,320,instantiation
8,0.00304289,625,6400,256,instantiation
8,0.00414368,400,6400,320,capture
8,0.00629519,625,6400,256,capture
8,0.0202514,2500,6400,128,capture
8,0.0233077,2500,6400,128,instantiation
8,0.0332629,25,6400,1280,launch
8,0.036598,100,6400,640,launch
8,0.0494862,400,6400,320,launch
8,0.0555082,625,6400,256,launch
8,0.0624332,2500,6400,128,launch
8,0.0843082,10000,6400,64,capture
8,0.106368,10000,6400,64,instantiation
8,0.14556,10000,6400,64,launch
9,0.000154241,25,6400,1280,capture
9,0.000570316,100,6400,640,instantiation
9,0.000969308,100,6400,640,capture
9,0.00310407,400,6400,320,instantiation
9,0.00409291,400,6400,320,capture
9,0.0043193,625,6400,256,instantiation
9,0.00627418,625,6400,256,capture
9,0.0201727,2500,6400,128,capture
9,0.0239829,2500,6400,128,instantiation
9,0.0333037,25,6400,1280,launch
9,0.0366076,100,6400,640,launch
9,0.049518,400,6400,320,launch
9,0.0555333,625,6400,256,launch
9,0.0621561,2500,6400,128,launch
