index,time,kernel,dimension,blocksize,operation
0,0.00185094,225,19200,1280,capture
1,0.00206499,225,19200,1280,capture
2,0.00201869,225,19200,1280,capture
3,0.00203104,225,19200,1280,capture
4,0.00202272,225,19200,1280,capture
5,0.00200289,225,19200,1280,capture
6,0.00204153,225,19200,1280,capture
7,0.00206617,225,19200,1280,capture
8,0.00201881,225,19200,1280,capture
9,0.00205992,225,19200,1280,capture
index,time,kernel,dimension,blocksize,operation
0,0.000937128,225,19200,1280,instantiation
1,0.00120548,225,19200,1280,instantiation
2,0.00117241,225,19200,1280,instantiation
3,0.00237141,225,19200,1280,instantiation
4,0.00118023,225,19200,1280,instantiation
5,0.00117692,225,19200,1280,instantiation
6,0.00116991,225,19200,1280,instantiation
7,0.00117435,225,19200,1280,instantiation
8,0.00243026,225,19200,1280,instantiation
9,0.00117141,225,19200,1280,instantiation
index,time,kernel,dimension,blocksize,operation
0,0.856106,225,19200,1280,launch
1,0.870695,225,19200,1280,launch
2,0.870984,225,19200,1280,launch
3,0.870221,225,19200,1280,launch
4,0.871771,225,19200,1280,launch
5,0.871168,225,19200,1280,launch
6,0.872053,225,19200,1280,launch
7,0.87153,225,19200,1280,launch
8,0.871748,225,19200,1280,launch
9,0.871128,225,19200,1280,launch
10,0.872601,225,19200,1280,launch
11,0.872003,225,19200,1280,launch
12,0.873241,225,19200,1280,launch
13,0.874017,225,19200,1280,launch
14,0.874125,225,19200,1280,launch
15,0.874945,225,19200,1280,launch
16,0.874729,225,19200,1280,launch
17,0.8746,225,19200,1280,launch
18,0.874347,225,19200,1280,launch
19,0.874996,225,19200,1280,launch
20,0.873197,225,19200,1280,launch
21,0.874564,225,19200,1280,launch
22,0.875644,225,19200,1280,launch
23,0.875987,225,19200,1280,launch
24,0.876225,225,19200,1280,launch
25,0.875985,225,19200,1280,launch
26,0.876771,225,19200,1280,launch
27,0.875523,225,19200,1280,launch
28,0.875485,225,19200,1280,launch
29,0.876208,225,19200,1280,launch
30,0.876708,225,19200,1280,launch
