index,time,kernel,dimension,blocksize,operation
0,0.000423188,100,12800,1280,instantiation
0,0.000957626,100,12800,1280,capture
0,0.00174986,400,12800,640,instantiation
0,0.00326953,400,12800,640,capture
0,0.00941686,1600,12800,320,instantiation
0,0.0139852,1600,12800,320,capture
0,0.0156759,2500,12800,256,instantiation
0,0.0222999,2500,12800,256,capture
0,0.0828365,10000,12800,128,capture
0,0.100181,10000,12800,128,instantiation
0,0.256112,100,12800,1280,launch
0,0.281477,400,12800,640,launch
0,0.338407,40000,12800,64,capture
0,0.36036,1600,12800,320,launch
0,0.389661,2500,12800,256,launch
0,0.458315,10000,12800,128,launch
0,0.475486,40000,12800,64,instantiation
0,0.937032,40000,12800,64,launch
1,0.000409533,100,12800,1280,instantiation
1,0.000913523,100,12800,1280,capture
1,0.00201119,400,12800,640,instantiation
1,0.00337772,400,12800,640,capture
1,0.0109122,1600,12800,320,instantiation
1,0.0151623,1600,12800,320,capture
1,0.0158571,2500,12800,256,instantiation
1,0.0241092,2500,12800,256,capture
1,0.0833077,10000,12800,128,capture
1,0.101453,10000,12800,128,instantiation
1,0.260561,100,12800,1280,launch
1,0.285505,400,12800,640,launch
1,0.339285,40000,12800,64,capture
1,0.368251,1600,12800,320,launch
1,0.393301,2500,12800,256,launch
1,0.464853,10000,12800,128,launch
1,0.493165,40000,12800,64,instantiation
1,0.936158,40000,12800,64,launch
2,0.000415003,100,12800,1280,instantiation
2,0.00092213,100,12800,1280,capture
2,0.00339472,400,12800,640,instantiation
2,0.00342759,400,12800,640,capture
2,0.00962246,1600,12800,320,instantiation
2,0.0150495,1600,12800,320,capture
2,0.0165664,2500,12800,256,instantiation
2,0.0240106,2500,12800,256,capture
2,0.0833241,10000,12800,128,capture
2,0.10129,10000,12800,128,instantiation
2,0.260443,100,12800,1280,launch
2,0.286008,400,12800,640,launch
2,0.338954,40000,12800,64,capture
2,0.370853,1600,12800,320,launch
2,0.40409,2500,12800,256,launch
2,0.465525,10000,12800,128,launch
2,0.509117,40000,12800,64,instantiation
2,0.936241,40000,12800,64,launch
3,0.000488661,100,12800,1280,instantiation
3,0.000912331,100,12800,1280,capture
3,0.00211614,400,12800,640,instantiation
3,0.00342695,400,12800,640,capture
