index,time,kernel,dimension,blocksize,operation
0,0.00658239,841,37120,1280,capture
1,0.00694896,841,37120,1280,capture
2,0.00693518,841,37120,1280,capture
3,0.00704606,841,37120,1280,capture
4,0.00692424,841,37120,1280,capture
5,0.00686788,841,37120,1280,capture
6,0.00697906,841,37120,1280,capture
7,0.00691841,841,37120,1280,capture
8,0.00701561,841,37120,1280,capture
9,0.00693643,841,37120,1280,capture
index,time,kernel,dimension,blocksize,operation
0,0.00419203,841,37120,1280,instantiation
1,0.00545026,841,37120,1280,instantiation
2,0.00547156,841,37120,1280,instantiation
3,0.00560928,841,37120,1280,instantiation
4,0.00556708,841,37120,1280,instantiation
5,0.0056452,841,37120,1280,instantiation
6,0.00417733,841,37120,1280,instantiation
7,0.00563511,841,37120,1280,instantiation
8,0.0055301,841,37120,1280,instantiation
9,0.00566015,841,37120,1280,instantiation
index,time,kernel,dimension,blocksize,operation
0,6.11864,841,37120,1280,launch
1,6.14561,841,37120,1280,launch
2,6.15144,841,37120,1280,launch
3,6.17691,841,37120,1280,launch
4,6.19126,841,37120,1280,launch
5,6.20917,841,37120,1280,launch
6,6.22258,841,37120,1280,launch
7,6.23589,841,37120,1280,launch
8,6.2478,841,37120,1280,launch
9,6.25527,841,37120,1280,launch
10,6.26528,841,37120,1280,launch
11,6.27397,841,37120,1280,launch
12,6.27608,841,37120,1280,launch
13,6.28345,841,37120,1280,launch
14,6.28461,841,37120,1280,launch
15,6.28734,841,37120,1280,launch
16,6.28853,841,37120,1280,launch
17,6.28729,841,37120,1280,launch
18,6.28831,841,37120,1280,launch
19,6.28873,841,37120,1280,launch
20,6.28248,841,37120,1280,launch
21,6.28852,841,37120,1280,launch
22,6.28673,841,37120,1280,launch
23,6.28195,841,37120,1280,launch
24,6.28398,841,37120,1280,launch
25,6.28106,841,37120,1280,launch
26,6.27999,841,37120,1280,launch
27,6.27946,841,37120,1280,launch
28,6.27737,841,37120,1280,launch
29,6.2735,841,37120,1280,launch
30,6.27542,841,37120,1280,launch
31,6.27051,841,37120,1280,launch
32,6.26965,841,37120,1280,launch
33,6.27052,841,37120,1280,launch
34,6.26789,841,37120,1280,launch
35,6.26644,841,37120,1280,launch
36,6.26515,841,37120,1280,launch
37,6.26676,841,37120,1280,launch
38,6.26603,841,37120,1280,launch
39,6.26443,841,37120,1280,launch
40,6.25831,841,37120,1280,launch
41,6.26172,841,37120,1280,launch
42,6.26157,841,37120,1280,launch
43,6.25994,841,37120,1280,launch
44,6.2586,841,37120,1280,launch
45,6.25653,841,37120,1280,launch
46,6.25941,841,37120,1280,launch
47,6.25824,841,37120,1280,launch
48,6.25718,841,37120,1280,launch
49,6.25691,841,37120,1280,launch
50,6.25767,841,37120,1280,launch
51,6.2575,841,37120,1280,launch
52,6.25682,841,37120,1280,launch
53,6.25695,841,37120,1280,launch
54,6.25425,841,37120,1280,launch
55,6.25433,841,37120,1280,launch
56,6.25552,841,37120,1280,launch
57,6.25509,841,37120,1280,launch
58,6.25408,841,37120,1280,launch
59,6.25503,841,37120,1280,launch
