index,time,kernel,dimension,blocksizeoperation,cudagraph,
0,7.10423,12544,35840,320,launch,0
1,7.14678,12544,35840,320,launch,0
2,7.1756,12544,35840,320,launch,0
3,7.1987,12544,35840,320,launch,0
4,7.22163,12544,35840,320,launch,0
5,7.23712,12544,35840,320,launch,0
6,7.25302,12544,35840,320,launch,0
7,7.26309,12544,35840,320,launch,0
8,7.27375,12544,35840,320,launch,0
9,7.28509,12544,35840,320,launch,0
10,7.29015,12544,35840,320,launch,0
11,7.30155,12544,35840,320,launch,0
12,7.30394,12544,35840,320,launch,0
13,7.30697,12544,35840,320,launch,0
14,7.31307,12544,35840,320,launch,0
15,7.3145,12544,35840,320,launch,0
16,7.31422,12544,35840,320,launch,0
17,7.31549,12544,35840,320,launch,0
18,7.31412,12544,35840,320,launch,0
19,7.31366,12544,35840,320,launch,0
20,7.31217,12544,35840,320,launch,0
21,7.30969,12544,35840,320,launch,0
22,7.30926,12544,35840,320,launch,0
23,7.30769,12544,35840,320,launch,0
24,7.30544,12544,35840,320,launch,0
25,7.30318,12544,35840,320,launch,0
26,7.30547,12544,35840,320,launch,0
27,7.30166,12544,35840,320,launch,0
28,7.29854,12544,35840,320,launch,0
29,7.30137,12544,35840,320,launch,0
30,7.29691,12544,35840,320,launch,0
31,7.29581,12544,35840,320,launch,0
32,7.29345,12544,35840,320,launch,0
33,7.29539,12544,35840,320,launch,0
34,7.29384,12544,35840,320,launch,0
35,7.29486,12544,35840,320,launch,0
36,7.29557,12544,35840,320,launch,0
37,7.29333,12544,35840,320,launch,0
38,7.29271,12544,35840,320,launch,0
39,7.29135,12544,35840,320,launch,0
40,7.29403,12544,35840,320,launch,0
41,7.28783,12544,35840,320,launch,0
42,7.29507,12544,35840,320,launch,0
43,7.29344,12544,35840,320,launch,0
44,7.29177,12544,35840,320,launch,0
45,7.29379,12544,35840,320,launch,0
46,7.28924,12544,35840,320,launch,0
47,7.29154,12544,35840,320,launch,0
48,7.2922,12544,35840,320,launch,0
49,7.29239,12544,35840,320,launch,0
50,7.29191,12544,35840,320,launch,0
51,7.2926,12544,35840,320,launch,0
52,7.29147,12544,35840,320,launch,0
53,7.29284,12544,35840,320,launch,0
54,7.29361,12544,35840,320,launch,0
55,7.29015,12544,35840,320,launch,0
56,7.29113,12544,35840,320,launch,0
57,7.2902,12544,35840,320,launch,0
58,7.29209,12544,35840,320,launch,0
59,7.29242,12544,35840,320,launch,0
60,7.29124,12544,35840,320,launch,0
61,7.29298,12544,35840,320,launch,0
62,7.29139,12544,35840,320,launch,0
63,7.29059,12544,35840,320,launch,0
64,7.28916,12544,35840,320,launch,0
65,7.28951,12544,35840,320,launch,0
66,7.29001,12544,35840,320,launch,0
67,7.29231,12544,35840,320,launch,0
68,7.29007,12544,35840,320,launch,0
69,7.28934,12544,35840,320,launch,0
70,7.29066,12544,35840,320,launch,0
71,7.29091,12544,35840,320,launch,0
72,7.29019,12544,35840,320,launch,0
73,7.29313,12544,35840,320,launch,0
74,7.29087,12544,35840,320,launch,0
75,7.29338,12544,35840,320,launch,0
76,7.29018,12544,35840,320,launch,0
77,7.28949,12544,35840,320,launch,0
78,7.29252,12544,35840,320,launch,0
79,7.29231,12544,35840,320,launch,0
80,7.28955,12544,35840,320,launch,0
81,7.28913,12544,35840,320,launch,0
82,7.28601,12544,35840,320,launch,0
83,7.29217,12544,35840,320,launch,0
84,7.29192,12544,35840,320,launch,0
85,7.28969,12544,35840,320,launch,0
86,7.28835,12544,35840,320,launch,0
87,7.29001,12544,35840,320,launch,0
88,7.28953,12544,35840,320,launch,0
89,7.28963,12544,35840,320,launch,0
90,7.28623,12544,35840,320,launch,0
91,7.29015,12544,35840,320,launch,0
92,7.28914,12544,35840,320,launch,0
93,7.28788,12544,35840,320,launch,0
94,7.2914,12544,35840,320,launch,0
95,7.28981,12544,35840,320,launch,0
96,7.28943,12544,35840,320,launch,0
97,7.28897,12544,35840,320,launch,0
98,7.28689,12544,35840,320,launch,0
99,7.28927,12544,35840,320,launch,0
100,7.28826,12544,35840,320,launch,0
101,7.28991,12544,35840,320,launch,0
102,7.29032,12544,35840,320,launch,0
103,7.28659,12544,35840,320,launch,0
104,7.29011,12544,35840,320,launch,0
105,7.28708,12544,35840,320,launch,0
106,7.28977,12544,35840,320,launch,0
107,7.2885,12544,35840,320,launch,0
108,7.28772,12544,35840,320,launch,0
109,7.29125,12544,35840,320,launch,0
110,7.28527,12544,35840,320,launch,0
111,7.28865,12544,35840,320,launch,0
112,7.28869,12544,35840,320,launch,0
113,7.28646,12544,35840,320,launch,0
114,7.28844,12544,35840,320,launch,0
115,7.28685,12544,35840,320,launch,0
116,7.2893,12544,35840,320,launch,0
117,7.28727,12544,35840,320,launch,0
118,7.28639,12544,35840,320,launch,0
119,7.28954,12544,35840,320,launch,0
120,7.28839,12544,35840,320,launch,0
121,7.28642,12544,35840,320,launch,0
122,7.28709,12544,35840,320,launch,0
123,7.28809,12544,35840,320,launch,0
124,7.28765,12544,35840,320,launch,0
125,7.28474,12544,35840,320,launch,0
126,7.28773,12544,35840,320,launch,0
127,7.28779,12544,35840,320,launch,0
128,7.28973,12544,35840,320,launch,0
129,7.28671,12544,35840,320,launch,0
130,7.2858,12544,35840,320,launch,0
131,7.28794,12544,35840,320,launch,0
132,7.28623,12544,35840,320,launch,0
133,7.28639,12544,35840,320,launch,0
134,7.28829,12544,35840,320,launch,0
135,7.28987,12544,35840,320,launch,0
136,7.28647,12544,35840,320,launch,0
137,7.29012,12544,35840,320,launch,0
138,7.28731,12544,35840,320,launch,0
139,7.28646,12544,35840,320,launch,0
140,7.28931,12544,35840,320,launch,0
141,7.28782,12544,35840,320,launch,0
142,7.29262,12544,35840,320,launch,0
143,7.28755,12544,35840,320,launch,0
144,7.28864,12544,35840,320,launch,0
145,7.29092,12544,35840,320,launch,0
146,7.2887,12544,35840,320,launch,0
147,7.28966,12544,35840,320,launch,0
148,7.29127,12544,35840,320,launch,0
149,7.29228,12544,35840,320,launch,0
150,7.28923,12544,35840,320,launch,0
151,7.28881,12544,35840,320,launch,0
152,7.28989,12544,35840,320,launch,0
153,7.29151,12544,35840,320,launch,0
154,7.28922,12544,35840,320,launch,0
155,7.29035,12544,35840,320,launch,0
156,7.29348,12544,35840,320,launch,0
157,7.28959,12544,35840,320,launch,0
158,7.28903,12544,35840,320,launch,0
159,7.28909,12544,35840,320,launch,0
160,7.28927,12544,35840,320,launch,0
161,7.29047,12544,35840,320,launch,0
162,7.28896,12544,35840,320,launch,0
163,7.28968,12544,35840,320,launch,0
164,7.28781,12544,35840,320,launch,0
165,7.29255,12544,35840,320,launch,0
166,7.29416,12544,35840,320,launch,0
167,7.28982,12544,35840,320,launch,0
168,7.29328,12544,35840,320,launch,0
169,7.29083,12544,35840,320,launch,0
170,7.29189,12544,35840,320,launch,0
171,7.28929,12544,35840,320,launch,0
172,7.29185,12544,35840,320,launch,0
173,7.28957,12544,35840,320,launch,0
174,7.29101,12544,35840,320,launch,0
175,7.293,12544,35840,320,launch,0
176,7.29025,12544,35840,320,launch,0
177,7.29101,12544,35840,320,launch,0
178,7.28996,12544,35840,320,launch,0
179,7.2913,12544,35840,320,launch,0
180,7.29189,12544,35840,320,launch,0
181,7.29109,12544,35840,320,launch,0
182,7.29199,12544,35840,320,launch,0
183,7.29211,12544,35840,320,launch,0
184,7.29346,12544,35840,320,launch,0
185,7.29033,12544,35840,320,launch,0
