index,time,kernel,dimension,blocksize,operation,cudagraph
0,1.63646,1,23040,23040,launch,0
1,1.77666,1,23040,23040,launch,0
2,1.96236,1,23040,23040,launch,0
3,2.02206,1,23040,23040,launch,0
4,1.82899,1,23040,23040,launch,0
5,1.94784,1,23040,23040,launch,0
6,2.0204,1,23040,23040,launch,0
7,1.8198,1,23040,23040,launch,0
8,1.90382,1,23040,23040,launch,0
9,1.66759,1,23040,23040,launch,0
10,1.74336,1,23040,23040,launch,0
11,1.66573,1,23040,23040,launch,0
12,1.66772,1,23040,23040,launch,0
13,1.90065,1,23040,23040,launch,0
14,1.88166,1,23040,23040,launch,0
15,1.97034,1,23040,23040,launch,0
16,1.67741,1,23040,23040,launch,0
17,1.67936,1,23040,23040,launch,0
18,1.77789,1,23040,23040,launch,0
19,2.03513,1,23040,23040,launch,0
20,1.67847,1,23040,23040,launch,0
21,1.88407,1,23040,23040,launch,0
22,2.01738,1,23040,23040,launch,0
23,1.94519,1,23040,23040,launch,0
24,1.8698,1,23040,23040,launch,0
25,1.8428,1,23040,23040,launch,0
26,1.69163,1,23040,23040,launch,0
27,1.6879,1,23040,23040,launch,0
28,1.6893,1,23040,23040,launch,0
29,1.68822,1,23040,23040,launch,0
30,1.68846,1,23040,23040,launch,0
31,2.0705,1,23040,23040,launch,0
32,1.70027,1,23040,23040,launch,0
33,1.72052,1,23040,23040,launch,0
34,1.69399,1,23040,23040,launch,0
35,1.69402,1,23040,23040,launch,0
36,1.69572,1,23040,23040,launch,0
37,1.90178,1,23040,23040,launch,0
38,2.04679,1,23040,23040,launch,0
39,1.82191,1,23040,23040,launch,0
40,1.94156,1,23040,23040,launch,0
41,1.80543,1,23040,23040,launch,0
42,1.97529,1,23040,23040,launch,0
43,2.0727,1,23040,23040,launch,0
44,2.00889,1,23040,23040,launch,0
45,1.96583,1,23040,23040,launch,0
46,2.00885,1,23040,23040,launch,0
47,2.01367,1,23040,23040,launch,0
48,1.82875,1,23040,23040,launch,0
49,1.91793,1,23040,23040,launch,0
50,1.72991,1,23040,23040,launch,0
51,1.98139,1,23040,23040,launch,0
52,2.03061,1,23040,23040,launch,0
53,1.88671,1,23040,23040,launch,0
54,1.7063,1,23040,23040,launch,0
55,2.01657,1,23040,23040,launch,0
56,1.96165,1,23040,23040,launch,0
57,1.81277,1,23040,23040,launch,0
58,1.96021,1,23040,23040,launch,0
59,1.70936,1,23040,23040,launch,0
60,1.73582,1,23040,23040,launch,0
61,1.88018,1,23040,23040,launch,0
62,1.72163,1,23040,23040,launch,0
63,1.71482,1,23040,23040,launch,0
64,1.71018,1,23040,23040,launch,0
65,1.70733,1,23040,23040,launch,0
66,1.70825,1,23040,23040,launch,0
67,1.70637,1,23040,23040,launch,0
68,1.98423,1,23040,23040,launch,0
69,1.71202,1,23040,23040,launch,0
70,1.70984,1,23040,23040,launch,0
71,1.70843,1,23040,23040,launch,0
72,1.76803,1,23040,23040,launch,0
73,1.70728,1,23040,23040,launch,0
74,1.70988,1,23040,23040,launch,0
75,1.70983,1,23040,23040,launch,0
76,1.94808,1,23040,23040,launch,0
77,1.93322,1,23040,23040,launch,0
78,1.71028,1,23040,23040,launch,0
79,2.00481,1,23040,23040,launch,0
80,1.71527,1,23040,23040,launch,0
81,1.71038,1,23040,23040,launch,0
82,1.73707,1,23040,23040,launch,0
83,1.7119,1,23040,23040,launch,0
84,1.93594,1,23040,23040,launch,0
85,1.71209,1,23040,23040,launch,0
86,1.71232,1,23040,23040,launch,0
87,1.76217,1,23040,23040,launch,0
88,1.7166,1,23040,23040,launch,0
89,1.71063,1,23040,23040,launch,0
90,1.7115,1,23040,23040,launch,0
91,1.70912,1,23040,23040,launch,0
92,1.80993,1,23040,23040,launch,0
93,1.88119,1,23040,23040,launch,0
94,1.70676,1,23040,23040,launch,0
95,1.71063,1,23040,23040,launch,0
96,1.7107,1,23040,23040,launch,0
97,1.9607,1,23040,23040,launch,0
98,1.71334,1,23040,23040,launch,0
99,1.99195,1,23040,23040,launch,0
100,1.71226,1,23040,23040,launch,0
101,1.7087,1,23040,23040,launch,0
102,1.71012,1,23040,23040,launch,0
103,1.73298,1,23040,23040,launch,0
104,1.70892,1,23040,23040,launch,0
105,2.09812,1,23040,23040,launch,0
106,1.89554,1,23040,23040,launch,0
107,1.71374,1,23040,23040,launch,0
108,1.84295,1,23040,23040,launch,0
109,1.85538,1,23040,23040,launch,0
110,1.9713,1,23040,23040,launch,0
111,1.71311,1,23040,23040,launch,0
112,1.83508,1,23040,23040,launch,0
113,1.82503,1,23040,23040,launch,0
114,1.99868,1,23040,23040,launch,0
115,1.90718,1,23040,23040,launch,0
116,2.04302,1,23040,23040,launch,0
117,2.05475,1,23040,23040,launch,0
118,1.71128,1,23040,23040,launch,0
119,2.02322,1,23040,23040,launch,0
120,1.97473,1,23040,23040,launch,0
121,1.9672,1,23040,23040,launch,0
