time,kernel,dimension,blocksize,operation,
0,0.000395478,80,20480,5120,graphApiYesDependency,1
1,0.0004177,80,20480,5120,graphApiYesDependency,1
2,0.000521585,80,20480,5120,graphApiYesDependency,1
3,0.000413261,80,20480,5120,graphApiYesDependency,1
4,0.00167871,80,20480,5120,graphApiYesDependency,1
5,0.000399335,80,20480,5120,graphApiYesDependency,1
6,0.00079898,80,20480,5120,graphApiYesDependency,1
7,0.000695103,80,20480,5120,graphApiYesDependency,1
8,0.000668514,80,20480,5120,graphApiYesDependency,1
9,0.00196929,80,20480,5120,graphApiYesDependency,1
