index,time,kernel,dimension,blocksize,operation,cudagraph
0,2.33899,441,26880,1280,launch,0
1,2.34514,441,26880,1280,launch,0
2,2.34938,441,26880,1280,launch,0
3,2.35296,441,26880,1280,launch,0
4,2.35419,441,26880,1280,launch,0
5,2.35976,441,26880,1280,launch,0
6,2.36113,441,26880,1280,launch,0
7,2.36212,441,26880,1280,launch,0
8,2.36673,441,26880,1280,launch,0
9,2.36728,441,26880,1280,launch,0
10,2.36957,441,26880,1280,launch,0
11,2.37128,441,26880,1280,launch,0
12,2.37125,441,26880,1280,launch,0
13,2.37424,441,26880,1280,launch,0
14,2.37697,441,26880,1280,launch,0
15,2.37548,441,26880,1280,launch,0
16,2.37943,441,26880,1280,launch,0
17,2.37913,441,26880,1280,launch,0
18,2.38262,441,26880,1280,launch,0
19,2.38076,441,26880,1280,launch,0
20,2.38115,441,26880,1280,launch,0
21,2.38383,441,26880,1280,launch,0
22,2.38384,441,26880,1280,launch,0
23,2.38584,441,26880,1280,launch,0
24,2.38508,441,26880,1280,launch,0
25,2.38805,441,26880,1280,launch,0
26,2.38746,441,26880,1280,launch,0
27,2.38848,441,26880,1280,launch,0
28,2.38806,441,26880,1280,launch,0
29,2.3902,441,26880,1280,launch,0
30,2.39138,441,26880,1280,launch,0
31,2.39109,441,26880,1280,launch,0
32,2.3909,441,26880,1280,launch,0
33,2.39185,441,26880,1280,launch,0
34,2.39206,441,26880,1280,launch,0
35,2.39404,441,26880,1280,launch,0
36,2.39365,441,26880,1280,launch,0
37,2.39412,441,26880,1280,launch,0
38,2.39306,441,26880,1280,launch,0
39,2.39338,441,26880,1280,launch,0
40,2.39512,441,26880,1280,launch,0
41,2.39606,441,26880,1280,launch,0
42,2.39303,441,26880,1280,launch,0
43,2.39435,441,26880,1280,launch,0
44,2.39462,441,26880,1280,launch,0
45,2.39482,441,26880,1280,launch,0
46,2.39644,441,26880,1280,launch,0
47,2.39535,441,26880,1280,launch,0
48,2.39525,441,26880,1280,launch,0
49,2.39556,441,26880,1280,launch,0
50,2.39556,441,26880,1280,launch,0
51,2.39486,441,26880,1280,launch,0
52,2.39594,441,26880,1280,launch,0
53,2.39627,441,26880,1280,launch,0
54,2.39611,441,26880,1280,launch,0
55,2.39638,441,26880,1280,launch,0
56,2.39678,441,26880,1280,launch,0
57,2.39485,441,26880,1280,launch,0
58,2.39669,441,26880,1280,launch,0
59,2.39396,441,26880,1280,launch,0
60,2.39559,441,26880,1280,launch,0
61,2.3965,441,26880,1280,launch,0
62,2.39458,441,26880,1280,launch,0
63,2.3951,441,26880,1280,launch,0
64,2.39553,441,26880,1280,launch,0
65,2.39385,441,26880,1280,launch,0
66,2.39541,441,26880,1280,launch,0
67,2.39579,441,26880,1280,launch,0
68,2.39426,441,26880,1280,launch,0
69,2.3955,441,26880,1280,launch,0
70,2.39593,441,26880,1280,launch,0
71,2.39621,441,26880,1280,launch,0
72,2.39271,441,26880,1280,launch,0
73,2.39494,441,26880,1280,launch,0
74,2.39524,441,26880,1280,launch,0
75,2.3939,441,26880,1280,launch,0
76,2.39596,441,26880,1280,launch,0
77,2.39548,441,26880,1280,launch,0
78,2.39527,441,26880,1280,launch,0
79,2.39499,441,26880,1280,launch,0
80,2.39416,441,26880,1280,launch,0
81,2.39326,441,26880,1280,launch,0
82,2.39465,441,26880,1280,launch,0
83,2.39534,441,26880,1280,launch,0
84,2.39349,441,26880,1280,launch,0
85,2.39337,441,26880,1280,launch,0
86,2.39424,441,26880,1280,launch,0
87,2.39359,441,26880,1280,launch,0
88,2.39239,441,26880,1280,launch,0
89,2.39269,441,26880,1280,launch,0
90,2.39259,441,26880,1280,launch,0
91,2.39377,441,26880,1280,launch,0
92,2.39287,441,26880,1280,launch,0
93,2.39336,441,26880,1280,launch,0
94,2.3925,441,26880,1280,launch,0
95,2.39336,441,26880,1280,launch,0
96,2.3928,441,26880,1280,launch,0
97,2.39211,441,26880,1280,launch,0
98,2.39195,441,26880,1280,launch,0
99,2.39242,441,26880,1280,launch,0
100,2.39053,441,26880,1280,launch,0
101,2.39255,441,26880,1280,launch,0
102,2.39144,441,26880,1280,launch,0
103,2.39008,441,26880,1280,launch,0
104,2.39136,441,26880,1280,launch,0
105,2.3887,441,26880,1280,launch,0
106,2.38991,441,26880,1280,launch,0
107,2.38979,441,26880,1280,launch,0
108,2.38968,441,26880,1280,launch,0
109,2.3915,441,26880,1280,launch,0
110,2.38934,441,26880,1280,launch,0
111,2.39121,441,26880,1280,launch,0
112,2.39117,441,26880,1280,launch,0
113,2.38889,441,26880,1280,launch,0
114,2.39196,441,26880,1280,launch,0
115,2.39012,441,26880,1280,launch,0
116,2.39037,441,26880,1280,launch,0
117,2.3902,441,26880,1280,launch,0
118,2.39066,441,26880,1280,launch,0
119,2.38891,441,26880,1280,launch,0
120,2.38976,441,26880,1280,launch,0
121,2.3913,441,26880,1280,launch,0
122,2.39116,441,26880,1280,launch,0
123,2.38913,441,26880,1280,launch,0
124,2.3912,441,26880,1280,launch,0
125,2.39083,441,26880,1280,launch,0
126,2.38831,441,26880,1280,launch,0
127,2.39038,441,26880,1280,launch,0
128,2.38971,441,26880,1280,launch,0
129,2.38876,441,26880,1280,launch,0
130,2.38886,441,26880,1280,launch,0
131,2.3877,441,26880,1280,launch,0
132,2.39088,441,26880,1280,launch,0
133,2.38863,441,26880,1280,launch,0
134,2.39039,441,26880,1280,launch,0
