index,time,kernel,dimension,blocksizeoperation,cudagraph,
0,3.79907,1,29440,29440,launch,0
1,4.09046,1,29440,29440,launch,0
2,3.65112,1,29440,29440,launch,0
3,3.97175,1,29440,29440,launch,0
4,4.17802,1,29440,29440,launch,0
5,4.12622,1,29440,29440,launch,0
6,3.81236,1,29440,29440,launch,0
7,3.80403,1,29440,29440,launch,0
8,4.42608,1,29440,29440,launch,0
9,3.70764,1,29440,29440,launch,0
10,3.59638,1,29440,29440,launch,0
11,4.31568,1,29440,29440,launch,0
12,4.14921,1,29440,29440,launch,0
13,3.72741,1,29440,29440,launch,0
14,4.31688,1,29440,29440,launch,0
15,4.17682,1,29440,29440,launch,0
16,4.4948,1,29440,29440,launch,0
17,3.7601,1,29440,29440,launch,0
18,4.30307,1,29440,29440,launch,0
19,4.55062,1,29440,29440,launch,0
20,4.00464,1,29440,29440,launch,0
21,3.6368,1,29440,29440,launch,0
22,4.39301,1,29440,29440,launch,0
23,3.56421,1,29440,29440,launch,0
24,4.5783,1,29440,29440,launch,0
25,3.95503,1,29440,29440,launch,0
26,3.57283,1,29440,29440,launch,0
27,3.98065,1,29440,29440,launch,0
28,3.95167,1,29440,29440,launch,0
29,3.56716,1,29440,29440,launch,0
30,3.56838,1,29440,29440,launch,0
31,4.35118,1,29440,29440,launch,0
32,3.97038,1,29440,29440,launch,0
33,3.94308,1,29440,29440,launch,0
34,3.81644,1,29440,29440,launch,0
35,4.04704,1,29440,29440,launch,0
36,4.22093,1,29440,29440,launch,0
37,4.09569,1,29440,29440,launch,0
38,4.08622,1,29440,29440,launch,0
39,4.17264,1,29440,29440,launch,0
40,4.2817,1,29440,29440,launch,0
41,4.37878,1,29440,29440,launch,0
42,3.97633,1,29440,29440,launch,0
43,3.57046,1,29440,29440,launch,0
44,3.933,1,29440,29440,launch,0
45,3.60424,1,29440,29440,launch,0
46,4.24698,1,29440,29440,launch,0
47,4.36197,1,29440,29440,launch,0
48,4.2549,1,29440,29440,launch,0
49,4.49217,1,29440,29440,launch,0
50,3.93193,1,29440,29440,launch,0
51,4.11905,1,29440,29440,launch,0
52,3.57242,1,29440,29440,launch,0
53,4.40162,1,29440,29440,launch,0
54,3.87566,1,29440,29440,launch,0
55,4.22425,1,29440,29440,launch,0
56,3.58877,1,29440,29440,launch,0
57,4.54686,1,29440,29440,launch,0
58,3.56852,1,29440,29440,launch,0
59,3.57197,1,29440,29440,launch,0
60,3.69429,1,29440,29440,launch,0
61,4.31707,1,29440,29440,launch,0
62,3.56283,1,29440,29440,launch,0
63,4.23455,1,29440,29440,launch,0
64,3.5635,1,29440,29440,launch,0
65,3.57182,1,29440,29440,launch,0
66,4.19699,1,29440,29440,launch,0
67,3.58724,1,29440,29440,launch,0
68,3.94739,1,29440,29440,launch,0
69,4.29976,1,29440,29440,launch,0
70,4.04866,1,29440,29440,launch,0
71,3.60643,1,29440,29440,launch,0
72,4.25057,1,29440,29440,launch,0
73,4.3303,1,29440,29440,launch,0
74,3.95504,1,29440,29440,launch,0
75,4.19078,1,29440,29440,launch,0
76,3.94202,1,29440,29440,launch,0
77,4.1859,1,29440,29440,launch,0
78,4.19126,1,29440,29440,launch,0
79,4.17808,1,29440,29440,launch,0
80,4.09093,1,29440,29440,launch,0
81,3.57859,1,29440,29440,launch,0
82,3.77864,1,29440,29440,launch,0
83,4.18887,1,29440,29440,launch,0
84,4.44919,1,29440,29440,launch,0
85,4.18043,1,29440,29440,launch,0
86,3.67975,1,29440,29440,launch,0
87,4.34561,1,29440,29440,launch,0
88,4.08811,1,29440,29440,launch,0
89,4.3829,1,29440,29440,launch,0
90,3.64018,1,29440,29440,launch,0
91,4.23643,1,29440,29440,launch,0
92,4.34043,1,29440,29440,launch,0
93,3.75537,1,29440,29440,launch,0
94,3.84178,1,29440,29440,launch,0
95,3.62582,1,29440,29440,launch,0
96,4.11638,1,29440,29440,launch,0
97,4.23176,1,29440,29440,launch,0
98,4.03091,1,29440,29440,launch,0
99,4.31649,1,29440,29440,launch,0
100,4.28286,1,29440,29440,launch,0
101,4.44012,1,29440,29440,launch,0
102,4.22059,1,29440,29440,launch,0
103,3.87571,1,29440,29440,launch,0
104,3.90402,1,29440,29440,launch,0
105,4.25671,1,29440,29440,launch,0
106,4.23663,1,29440,29440,launch,0
107,4.29076,1,29440,29440,launch,0
108,4.24337,1,29440,29440,launch,0
109,3.61854,1,29440,29440,launch,0
110,3.5564,1,29440,29440,launch,0
111,4.15104,1,29440,29440,launch,0
112,3.83315,1,29440,29440,launch,0
113,3.89365,1,29440,29440,launch,0
114,3.7635,1,29440,29440,launch,0
115,4.19037,1,29440,29440,launch,0
116,4.37673,1,29440,29440,launch,0
117,4.52202,1,29440,29440,launch,0
118,4.53304,1,29440,29440,launch,0
119,4.35071,1,29440,29440,launch,0
120,4.36515,1,29440,29440,launch,0
121,4.37504,1,29440,29440,launch,0
122,4.29404,1,29440,29440,launch,0
123,4.47665,1,29440,29440,launch,0
124,4.16938,1,29440,29440,launch,0
125,4.34838,1,29440,29440,launch,0
126,4.19924,1,29440,29440,launch,0
127,4.57389,1,29440,29440,launch,0
128,4.28239,1,29440,29440,launch,0
129,4.49888,1,29440,29440,launch,0
130,4.39496,1,29440,29440,launch,0
131,3.68562,1,29440,29440,launch,0
132,4.53265,1,29440,29440,launch,0
133,4.27797,1,29440,29440,launch,0
134,4.13537,1,29440,29440,launch,0
135,4.33702,1,29440,29440,launch,0
136,3.78297,1,29440,29440,launch,0
