index,time,kernel,dimension,blocksize,operation,cudagraph
0,1.50227,6400,20480,256,launch,0
1,1.51624,6400,20480,256,launch,0
2,1.51415,6400,20480,256,launch,0
3,1.51745,6400,20480,256,launch,0
4,1.51491,6400,20480,256,launch,0
5,1.52107,6400,20480,256,launch,0
6,1.51661,6400,20480,256,launch,0
7,1.52216,6400,20480,256,launch,0
8,1.51998,6400,20480,256,launch,0
9,1.52239,6400,20480,256,launch,0
10,1.5232,6400,20480,256,launch,0
11,1.52437,6400,20480,256,launch,0
12,1.52643,6400,20480,256,launch,0
13,1.52618,6400,20480,256,launch,0
14,1.52933,6400,20480,256,launch,0
15,1.52752,6400,20480,256,launch,0
16,1.53032,6400,20480,256,launch,0
17,1.52839,6400,20480,256,launch,0
18,1.53107,6400,20480,256,launch,0
19,1.5322,6400,20480,256,launch,0
20,1.53087,6400,20480,256,launch,0
21,1.5315,6400,20480,256,launch,0
22,1.53268,6400,20480,256,launch,0
23,1.53338,6400,20480,256,launch,0
24,1.53466,6400,20480,256,launch,0
25,1.53404,6400,20480,256,launch,0
26,1.53661,6400,20480,256,launch,0
27,1.5357,6400,20480,256,launch,0
28,1.53678,6400,20480,256,launch,0
29,1.53543,6400,20480,256,launch,0
30,1.53724,6400,20480,256,launch,0
31,1.53646,6400,20480,256,launch,0
32,1.53797,6400,20480,256,launch,0
33,1.53814,6400,20480,256,launch,0
34,1.53787,6400,20480,256,launch,0
35,1.53785,6400,20480,256,launch,0
36,1.53704,6400,20480,256,launch,0
37,1.53984,6400,20480,256,launch,0
38,1.53809,6400,20480,256,launch,0
39,1.53947,6400,20480,256,launch,0
40,1.53877,6400,20480,256,launch,0
41,1.53971,6400,20480,256,launch,0
42,1.53922,6400,20480,256,launch,0
43,1.53914,6400,20480,256,launch,0
44,1.54112,6400,20480,256,launch,0
45,1.54082,6400,20480,256,launch,0
46,1.5414,6400,20480,256,launch,0
47,1.54166,6400,20480,256,launch,0
48,1.54163,6400,20480,256,launch,0
49,1.54374,6400,20480,256,launch,0
50,1.5405,6400,20480,256,launch,0
51,1.54268,6400,20480,256,launch,0
52,1.54177,6400,20480,256,launch,0
53,1.54177,6400,20480,256,launch,0
54,1.54232,6400,20480,256,launch,0
55,1.54177,6400,20480,256,launch,0
56,1.54319,6400,20480,256,launch,0
57,1.54151,6400,20480,256,launch,0
58,1.5417,6400,20480,256,launch,0
59,1.54197,6400,20480,256,launch,0
60,1.54373,6400,20480,256,launch,0
61,1.54161,6400,20480,256,launch,0
62,1.54289,6400,20480,256,launch,0
63,1.5426,6400,20480,256,launch,0
64,1.54335,6400,20480,256,launch,0
65,1.54262,6400,20480,256,launch,0
66,1.54326,6400,20480,256,launch,0
67,1.54192,6400,20480,256,launch,0
68,1.54414,6400,20480,256,launch,0
69,1.54254,6400,20480,256,launch,0
70,1.54409,6400,20480,256,launch,0
71,1.5427,6400,20480,256,launch,0
72,1.54436,6400,20480,256,launch,0
73,1.54218,6400,20480,256,launch,0
74,1.54255,6400,20480,256,launch,0
75,1.54256,6400,20480,256,launch,0
76,1.5428,6400,20480,256,launch,0
77,1.54426,6400,20480,256,launch,0
78,1.54355,6400,20480,256,launch,0
79,1.54437,6400,20480,256,launch,0
80,1.54267,6400,20480,256,launch,0
81,1.54297,6400,20480,256,launch,0
82,1.54194,6400,20480,256,launch,0
83,1.5435,6400,20480,256,launch,0
84,1.54336,6400,20480,256,launch,0
85,1.54342,6400,20480,256,launch,0
86,1.54338,6400,20480,256,launch,0
87,1.54378,6400,20480,256,launch,0
88,1.54291,6400,20480,256,launch,0
89,1.54309,6400,20480,256,launch,0
90,1.54229,6400,20480,256,launch,0
91,1.54421,6400,20480,256,launch,0
92,1.54313,6400,20480,256,launch,0
93,1.54324,6400,20480,256,launch,0
94,1.54279,6400,20480,256,launch,0
95,1.54316,6400,20480,256,launch,0
96,1.54287,6400,20480,256,launch,0
97,1.54284,6400,20480,256,launch,0
98,1.54146,6400,20480,256,launch,0
99,1.54297,6400,20480,256,launch,0
100,1.54164,6400,20480,256,launch,0
101,1.5431,6400,20480,256,launch,0
102,1.54217,6400,20480,256,launch,0
103,1.54324,6400,20480,256,launch,0
104,1.54183,6400,20480,256,launch,0
105,1.54185,6400,20480,256,launch,0
106,1.5419,6400,20480,256,launch,0
107,1.54221,6400,20480,256,launch,0
108,1.54258,6400,20480,256,launch,0
109,1.54155,6400,20480,256,launch,0
110,1.54205,6400,20480,256,launch,0
111,1.54109,6400,20480,256,launch,0
112,1.54068,6400,20480,256,launch,0
113,1.54241,6400,20480,256,launch,0
114,1.54226,6400,20480,256,launch,0
115,1.54096,6400,20480,256,launch,0
116,1.54129,6400,20480,256,launch,0
117,1.5432,6400,20480,256,launch,0
118,1.53892,6400,20480,256,launch,0
119,1.54069,6400,20480,256,launch,0
120,1.54182,6400,20480,256,launch,0
121,1.54101,6400,20480,256,launch,0
122,1.54184,6400,20480,256,launch,0
123,1.54029,6400,20480,256,launch,0
124,1.54028,6400,20480,256,launch,0
125,1.53891,6400,20480,256,launch,0
126,1.5408,6400,20480,256,launch,0
127,1.53947,6400,20480,256,launch,0
128,1.54087,6400,20480,256,launch,0
129,1.5383,6400,20480,256,launch,0
130,1.54163,6400,20480,256,launch,0
131,1.53968,6400,20480,256,launch,0
132,1.54057,6400,20480,256,launch,0
133,1.5404,6400,20480,256,launch,0
134,1.53834,6400,20480,256,launch,0
135,1.54015,6400,20480,256,launch,0
136,1.53948,6400,20480,256,launch,0
137,1.53991,6400,20480,256,launch,0
138,1.5396,6400,20480,256,launch,0
139,1.54135,6400,20480,256,launch,0
140,1.53959,6400,20480,256,launch,0
141,1.5421,6400,20480,256,launch,0
142,1.53971,6400,20480,256,launch,0
143,1.54094,6400,20480,256,launch,0
144,1.54041,6400,20480,256,launch,0
145,1.53974,6400,20480,256,launch,0
146,1.53909,6400,20480,256,launch,0
147,1.53917,6400,20480,256,launch,0
148,1.54004,6400,20480,256,launch,0
149,1.53978,6400,20480,256,launch,0
150,1.54039,6400,20480,256,launch,0
151,1.54023,6400,20480,256,launch,0
152,1.53832,6400,20480,256,launch,0
153,1.53985,6400,20480,256,launch,0
154,1.53962,6400,20480,256,launch,0
155,1.54048,6400,20480,256,launch,0
156,1.53926,6400,20480,256,launch,0
157,1.5393,6400,20480,256,launch,0
158,1.53852,6400,20480,256,launch,0
159,1.54017,6400,20480,256,launch,0
160,1.54019,6400,20480,256,launch,0
161,1.54121,6400,20480,256,launch,0
162,1.53865,6400,20480,256,launch,0
163,1.53993,6400,20480,256,launch,0
164,1.54013,6400,20480,256,launch,0
165,1.53999,6400,20480,256,launch,0
166,1.54084,6400,20480,256,launch,0
167,1.54045,6400,20480,256,launch,0
168,1.54057,6400,20480,256,launch,0
169,1.54057,6400,20480,256,launch,0
170,1.53996,6400,20480,256,launch,0
171,1.54092,6400,20480,256,launch,0
172,1.54152,6400,20480,256,launch,0
173,1.53994,6400,20480,256,launch,0
174,1.53988,6400,20480,256,launch,0
175,1.54169,6400,20480,256,launch,0
176,1.53875,6400,20480,256,launch,0
177,1.54072,6400,20480,256,launch,0
178,1.53895,6400,20480,256,launch,0
179,1.54051,6400,20480,256,launch,0
180,1.53991,6400,20480,256,launch,0
181,1.53869,6400,20480,256,launch,0
182,1.53815,6400,20480,256,launch,0
183,1.5394,6400,20480,256,launch,0
184,1.53784,6400,20480,256,launch,0
185,1.54067,6400,20480,256,launch,0
186,1.54043,6400,20480,256,launch,0
187,1.53736,6400,20480,256,launch,0
188,1.54056,6400,20480,256,launch,0
189,1.53794,6400,20480,256,launch,0
190,1.53981,6400,20480,256,launch,0
191,1.53909,6400,20480,256,launch,0
192,1.54007,6400,20480,256,launch,0
193,1.53986,6400,20480,256,launch,0
194,1.54087,6400,20480,256,launch,0
195,1.53872,6400,20480,256,launch,0
196,1.54012,6400,20480,256,launch,0
197,1.53827,6400,20480,256,launch,0
198,1.53847,6400,20480,256,launch,0
199,1.53815,6400,20480,256,launch,0
