index,time,kernel,dimension,blocksize,operation,cudagraph
0,4.97182,2704,33280,640,launch,0
1,5.00016,2704,33280,640,launch,0
2,5.01386,2704,33280,640,launch,0
3,5.02741,2704,33280,640,launch,0
4,5.04148,2704,33280,640,launch,0
5,5.05138,2704,33280,640,launch,0
6,5.05986,2704,33280,640,launch,0
7,5.07132,2704,33280,640,launch,0
8,5.07817,2704,33280,640,launch,0
9,5.08767,2704,33280,640,launch,0
10,5.0937,2704,33280,640,launch,0
11,5.09441,2704,33280,640,launch,0
12,5.10287,2704,33280,640,launch,0
13,5.10567,2704,33280,640,launch,0
14,5.11057,2704,33280,640,launch,0
15,5.11564,2704,33280,640,launch,0
16,5.11646,2704,33280,640,launch,0
17,5.11836,2704,33280,640,launch,0
18,5.12139,2704,33280,640,launch,0
19,5.12023,2704,33280,640,launch,0
20,5.12075,2704,33280,640,launch,0
21,5.12214,2704,33280,640,launch,0
22,5.12414,2704,33280,640,launch,0
23,5.12232,2704,33280,640,launch,0
24,5.12342,2704,33280,640,launch,0
25,5.1225,2704,33280,640,launch,0
26,5.12131,2704,33280,640,launch,0
27,5.12034,2704,33280,640,launch,0
28,5.12191,2704,33280,640,launch,0
29,5.11821,2704,33280,640,launch,0
30,5.11917,2704,33280,640,launch,0
31,5.11704,2704,33280,640,launch,0
32,5.11623,2704,33280,640,launch,0
33,5.11482,2704,33280,640,launch,0
34,5.11271,2704,33280,640,launch,0
35,5.11197,2704,33280,640,launch,0
36,5.11071,2704,33280,640,launch,0
37,5.1119,2704,33280,640,launch,0
38,5.10963,2704,33280,640,launch,0
39,5.10881,2704,33280,640,launch,0
40,5.10915,2704,33280,640,launch,0
41,5.10897,2704,33280,640,launch,0
42,5.10828,2704,33280,640,launch,0
43,5.10756,2704,33280,640,launch,0
44,5.10399,2704,33280,640,launch,0
45,5.10511,2704,33280,640,launch,0
46,5.10625,2704,33280,640,launch,0
47,5.10094,2704,33280,640,launch,0
48,5.10338,2704,33280,640,launch,0
49,5.10246,2704,33280,640,launch,0
50,5.10226,2704,33280,640,launch,0
51,5.10195,2704,33280,640,launch,0
52,5.09882,2704,33280,640,launch,0
53,5.10014,2704,33280,640,launch,0
54,5.10221,2704,33280,640,launch,0
55,5.10053,2704,33280,640,launch,0
56,5.09748,2704,33280,640,launch,0
57,5.10249,2704,33280,640,launch,0
58,5.09927,2704,33280,640,launch,0
59,5.09954,2704,33280,640,launch,0
60,5.09714,2704,33280,640,launch,0
61,5.09866,2704,33280,640,launch,0
62,5.09898,2704,33280,640,launch,0
63,5.10137,2704,33280,640,launch,0
64,5.09749,2704,33280,640,launch,0
65,5.09715,2704,33280,640,launch,0
66,5.09662,2704,33280,640,launch,0
67,5.09942,2704,33280,640,launch,0
68,5.09805,2704,33280,640,launch,0
69,5.09871,2704,33280,640,launch,0
70,5.09936,2704,33280,640,launch,0
71,5.10114,2704,33280,640,launch,0
72,5.09815,2704,33280,640,launch,0
73,5.09621,2704,33280,640,launch,0
74,5.09656,2704,33280,640,launch,0
75,5.09732,2704,33280,640,launch,0
76,5.09862,2704,33280,640,launch,0
77,5.09679,2704,33280,640,launch,0
78,5.10009,2704,33280,640,launch,0
79,5.09782,2704,33280,640,launch,0
80,5.09988,2704,33280,640,launch,0
81,5.0996,2704,33280,640,launch,0
82,5.09723,2704,33280,640,launch,0
83,5.09835,2704,33280,640,launch,0
84,5.09682,2704,33280,640,launch,0
85,5.09979,2704,33280,640,launch,0
86,5.09689,2704,33280,640,launch,0
87,5.09704,2704,33280,640,launch,0
88,5.09608,2704,33280,640,launch,0
89,5.09772,2704,33280,640,launch,0
