index,time,kernel,dimension,blocksize,operation,cudagraph
0,1.76211,7225,21760,256,launch,0
1,1.77954,7225,21760,256,launch,0
2,1.77914,7225,21760,256,launch,0
3,1.77927,7225,21760,256,launch,0
4,1.77933,7225,21760,256,launch,0
5,1.78213,7225,21760,256,launch,0
6,1.78279,7225,21760,256,launch,0
7,1.78254,7225,21760,256,launch,0
8,1.78371,7225,21760,256,launch,0
9,1.78469,7225,21760,256,launch,0
10,1.78532,7225,21760,256,launch,0
11,1.78724,7225,21760,256,launch,0
12,1.78978,7225,21760,256,launch,0
13,1.78572,7225,21760,256,launch,0
14,1.7896,7225,21760,256,launch,0
15,1.78971,7225,21760,256,launch,0
16,1.79092,7225,21760,256,launch,0
17,1.79096,7225,21760,256,launch,0
18,1.79146,7225,21760,256,launch,0
19,1.79247,7225,21760,256,launch,0
20,1.79278,7225,21760,256,launch,0
21,1.79186,7225,21760,256,launch,0
22,1.79339,7225,21760,256,launch,0
23,1.79308,7225,21760,256,launch,0
24,1.79388,7225,21760,256,launch,0
25,1.7943,7225,21760,256,launch,0
26,1.79393,7225,21760,256,launch,0
27,1.79377,7225,21760,256,launch,0
28,1.79426,7225,21760,256,launch,0
29,1.79457,7225,21760,256,launch,0
30,1.79547,7225,21760,256,launch,0
31,1.79546,7225,21760,256,launch,0
32,1.79663,7225,21760,256,launch,0
33,1.79645,7225,21760,256,launch,0
34,1.79682,7225,21760,256,launch,0
35,1.79772,7225,21760,256,launch,0
36,1.79705,7225,21760,256,launch,0
37,1.79747,7225,21760,256,launch,0
38,1.80134,7225,21760,256,launch,0
39,1.79959,7225,21760,256,launch,0
40,1.79936,7225,21760,256,launch,0
41,1.79801,7225,21760,256,launch,0
42,1.79825,7225,21760,256,launch,0
43,1.79994,7225,21760,256,launch,0
44,1.79914,7225,21760,256,launch,0
45,1.8005,7225,21760,256,launch,0
46,1.8001,7225,21760,256,launch,0
47,1.80031,7225,21760,256,launch,0
48,1.7998,7225,21760,256,launch,0
49,1.79891,7225,21760,256,launch,0
50,1.80104,7225,21760,256,launch,0
51,1.80001,7225,21760,256,launch,0
52,1.80112,7225,21760,256,launch,0
53,1.80188,7225,21760,256,launch,0
54,1.79953,7225,21760,256,launch,0
55,1.80154,7225,21760,256,launch,0
56,1.80151,7225,21760,256,launch,0
57,1.80033,7225,21760,256,launch,0
58,1.79909,7225,21760,256,launch,0
59,1.79948,7225,21760,256,launch,0
60,1.80062,7225,21760,256,launch,0
61,1.80204,7225,21760,256,launch,0
62,1.8029,7225,21760,256,launch,0
63,1.8005,7225,21760,256,launch,0
64,1.8002,7225,21760,256,launch,0
65,1.80218,7225,21760,256,launch,0
66,1.80265,7225,21760,256,launch,0
67,1.80363,7225,21760,256,launch,0
68,1.80112,7225,21760,256,launch,0
69,1.80101,7225,21760,256,launch,0
70,1.80267,7225,21760,256,launch,0
71,1.80288,7225,21760,256,launch,0
72,1.8003,7225,21760,256,launch,0
73,1.80083,7225,21760,256,launch,0
74,1.80079,7225,21760,256,launch,0
75,1.80274,7225,21760,256,launch,0
76,1.79986,7225,21760,256,launch,0
77,1.79847,7225,21760,256,launch,0
78,1.80054,7225,21760,256,launch,0
79,1.80184,7225,21760,256,launch,0
80,1.8021,7225,21760,256,launch,0
81,1.80014,7225,21760,256,launch,0
82,1.80176,7225,21760,256,launch,0
83,1.80058,7225,21760,256,launch,0
84,1.80096,7225,21760,256,launch,0
85,1.80225,7225,21760,256,launch,0
86,1.79868,7225,21760,256,launch,0
87,1.80261,7225,21760,256,launch,0
88,1.8013,7225,21760,256,launch,0
89,1.80004,7225,21760,256,launch,0
90,1.80088,7225,21760,256,launch,0
91,1.80099,7225,21760,256,launch,0
92,1.80062,7225,21760,256,launch,0
93,1.80037,7225,21760,256,launch,0
94,1.80159,7225,21760,256,launch,0
95,1.80014,7225,21760,256,launch,0
96,1.79934,7225,21760,256,launch,0
97,1.80076,7225,21760,256,launch,0
98,1.80017,7225,21760,256,launch,0
99,1.80111,7225,21760,256,launch,0
100,1.80005,7225,21760,256,launch,0
101,1.79944,7225,21760,256,launch,0
102,1.79898,7225,21760,256,launch,0
103,1.80056,7225,21760,256,launch,0
104,1.79951,7225,21760,256,launch,0
105,1.80192,7225,21760,256,launch,0
106,1.79881,7225,21760,256,launch,0
107,1.79793,7225,21760,256,launch,0
108,1.79944,7225,21760,256,launch,0
109,1.79938,7225,21760,256,launch,0
110,1.79912,7225,21760,256,launch,0
111,1.79867,7225,21760,256,launch,0
112,1.79762,7225,21760,256,launch,0
113,1.79871,7225,21760,256,launch,0
114,1.79889,7225,21760,256,launch,0
115,1.79937,7225,21760,256,launch,0
116,1.79937,7225,21760,256,launch,0
117,1.79871,7225,21760,256,launch,0
118,1.79674,7225,21760,256,launch,0
119,1.79851,7225,21760,256,launch,0
120,1.79876,7225,21760,256,launch,0
121,1.79914,7225,21760,256,launch,0
122,1.79981,7225,21760,256,launch,0
123,1.79849,7225,21760,256,launch,0
124,1.79777,7225,21760,256,launch,0
125,1.79915,7225,21760,256,launch,0
126,1.79891,7225,21760,256,launch,0
127,1.80045,7225,21760,256,launch,0
128,1.79774,7225,21760,256,launch,0
129,1.79727,7225,21760,256,launch,0
130,1.79995,7225,21760,256,launch,0
131,1.79874,7225,21760,256,launch,0
132,1.79864,7225,21760,256,launch,0
133,1.79891,7225,21760,256,launch,0
134,1.79696,7225,21760,256,launch,0
135,1.79881,7225,21760,256,launch,0
136,1.8001,7225,21760,256,launch,0
137,1.79701,7225,21760,256,launch,0
138,1.79922,7225,21760,256,launch,0
139,1.79935,7225,21760,256,launch,0
140,1.79808,7225,21760,256,launch,0
141,1.79748,7225,21760,256,launch,0
142,1.79789,7225,21760,256,launch,0
143,1.79842,7225,21760,256,launch,0
144,1.79873,7225,21760,256,launch,0
145,1.79906,7225,21760,256,launch,0
146,1.79925,7225,21760,256,launch,0
147,1.79763,7225,21760,256,launch,0
148,1.79728,7225,21760,256,launch,0
149,1.79904,7225,21760,256,launch,0
150,1.79887,7225,21760,256,launch,0
151,1.80019,7225,21760,256,launch,0
152,1.79944,7225,21760,256,launch,0
153,1.79682,7225,21760,256,launch,0
154,1.79943,7225,21760,256,launch,0
155,1.79927,7225,21760,256,launch,0
156,1.80096,7225,21760,256,launch,0
157,1.79712,7225,21760,256,launch,0
158,1.79845,7225,21760,256,launch,0
159,1.7988,7225,21760,256,launch,0
160,1.79921,7225,21760,256,launch,0
161,1.79786,7225,21760,256,launch,0
162,1.80213,7225,21760,256,launch,0
163,1.79783,7225,21760,256,launch,0
164,1.79928,7225,21760,256,launch,0
165,1.79752,7225,21760,256,launch,0
166,1.79902,7225,21760,256,launch,0
167,1.80068,7225,21760,256,launch,0
168,1.79935,7225,21760,256,launch,0
169,1.80019,7225,21760,256,launch,0
170,1.79674,7225,21760,256,launch,0
171,1.79856,7225,21760,256,launch,0
172,1.79959,7225,21760,256,launch,0
173,1.79938,7225,21760,256,launch,0
174,1.8003,7225,21760,256,launch,0
175,1.79923,7225,21760,256,launch,0
176,1.79872,7225,21760,256,launch,0
177,1.79747,7225,21760,256,launch,0
178,1.79885,7225,21760,256,launch,0
179,1.79932,7225,21760,256,launch,0
180,1.79888,7225,21760,256,launch,0
181,1.79944,7225,21760,256,launch,0
182,1.79806,7225,21760,256,launch,0
183,1.79766,7225,21760,256,launch,0
184,1.79926,7225,21760,256,launch,0
185,1.79909,7225,21760,256,launch,0
186,1.80042,7225,21760,256,launch,0
187,1.79933,7225,21760,256,launch,0
188,1.79884,7225,21760,256,launch,0
189,1.79746,7225,21760,256,launch,0
190,1.79865,7225,21760,256,launch,0
191,1.80088,7225,21760,256,launch,0
192,1.7994,7225,21760,256,launch,0
193,1.79721,7225,21760,256,launch,0
194,1.79864,7225,21760,256,launch,0
195,1.79989,7225,21760,256,launch,0
196,1.79805,7225,21760,256,launch,0
197,1.79877,7225,21760,256,launch,0
198,1.79729,7225,21760,256,launch,0
199,1.80212,7225,21760,256,launch,0
