time,kernel,dimension,blocksize,operation,
0,1.57461,6156,23040,1280,launch,1
1,1.58461,6156,23040,1280,launch,1
2,1.58295,6156,23040,1280,launch,1
3,1.59138,6156,23040,1280,launch,1
4,1.58786,6156,23040,1280,launch,1
5,1.59183,6156,23040,1280,launch,1
6,1.59001,6156,23040,1280,launch,1
7,1.59252,6156,23040,1280,launch,1
8,1.59247,6156,23040,1280,launch,1
9,1.59008,6156,23040,1280,launch,1
10,1.59017,6156,23040,1280,launch,1
11,1.59479,6156,23040,1280,launch,1
12,1.59144,6156,23040,1280,launch,1
13,1.59721,6156,23040,1280,launch,1
14,1.59546,6156,23040,1280,launch,1
15,1.59577,6156,23040,1280,launch,1
16,1.59647,6156,23040,1280,launch,1
17,1.59521,6156,23040,1280,launch,1
18,1.59976,6156,23040,1280,launch,1
19,1.60056,6156,23040,1280,launch,1
20,1.59443,6156,23040,1280,launch,1
21,1.59978,6156,23040,1280,launch,1
22,1.59902,6156,23040,1280,launch,1
23,1.59803,6156,23040,1280,launch,1
24,1.60172,6156,23040,1280,launch,1
25,1.60084,6156,23040,1280,launch,1
26,1.59934,6156,23040,1280,launch,1
27,1.60025,6156,23040,1280,launch,1
28,1.6002,6156,23040,1280,launch,1
29,1.60283,6156,23040,1280,launch,1
30,1.6007,6156,23040,1280,launch,1
31,1.60267,6156,23040,1280,launch,1
32,1.5998,6156,23040,1280,launch,1
33,1.59661,6156,23040,1280,launch,1
34,1.59693,6156,23040,1280,launch,1
35,1.59638,6156,23040,1280,launch,1
36,1.59693,6156,23040,1280,launch,1
37,1.59751,6156,23040,1280,launch,1
38,1.59685,6156,23040,1280,launch,1
39,1.59632,6156,23040,1280,launch,1
40,1.59439,6156,23040,1280,launch,1
41,1.59667,6156,23040,1280,launch,1
42,1.59638,6156,23040,1280,launch,1
43,1.59678,6156,23040,1280,launch,1
44,1.59662,6156,23040,1280,launch,1
45,1.59686,6156,23040,1280,launch,1
46,1.59698,6156,23040,1280,launch,1
47,1.59685,6156,23040,1280,launch,1
48,1.59674,6156,23040,1280,launch,1
49,1.59852,6156,23040,1280,launch,1
50,1.59673,6156,23040,1280,launch,1
51,1.59815,6156,23040,1280,launch,1
52,1.59698,6156,23040,1280,launch,1
53,1.59818,6156,23040,1280,launch,1
54,1.5971,6156,23040,1280,launch,1
55,1.59798,6156,23040,1280,launch,1
56,1.59841,6156,23040,1280,launch,1
57,1.59831,6156,23040,1280,launch,1
58,1.59815,6156,23040,1280,launch,1
59,1.59809,6156,23040,1280,launch,1
60,1.59672,6156,23040,1280,launch,1
61,1.59817,6156,23040,1280,launch,1
62,1.59758,6156,23040,1280,launch,1
63,1.59772,6156,23040,1280,launch,1
64,1.5977,6156,23040,1280,launch,1
65,1.5975,6156,23040,1280,launch,1
66,1.59816,6156,23040,1280,launch,1
67,1.59766,6156,23040,1280,launch,1
68,1.5982,6156,23040,1280,launch,1
69,1.59756,6156,23040,1280,launch,1
70,1.59815,6156,23040,1280,launch,1
71,1.59829,6156,23040,1280,launch,1
72,1.59765,6156,23040,1280,launch,1
73,1.59816,6156,23040,1280,launch,1
74,1.59772,6156,23040,1280,launch,1
75,1.59819,6156,23040,1280,launch,1
76,1.59801,6156,23040,1280,launch,1
77,1.5982,6156,23040,1280,launch,1
78,1.59817,6156,23040,1280,launch,1
79,1.5982,6156,23040,1280,launch,1
80,1.59344,6156,23040,1280,launch,1
81,1.59829,6156,23040,1280,launch,1
82,1.59763,6156,23040,1280,launch,1
83,1.59814,6156,23040,1280,launch,1
84,1.59764,6156,23040,1280,launch,1
85,1.59821,6156,23040,1280,launch,1
86,1.59767,6156,23040,1280,launch,1
87,1.59766,6156,23040,1280,launch,1
88,1.59823,6156,23040,1280,launch,1
89,1.59759,6156,23040,1280,launch,1
90,1.5982,6156,23040,1280,launch,1
