index,time,kernel,dimension,blocksize
0,0.0154176,16,5120,1280
0,0.0163705,64,5120,640
0,0.0231893,256,5120,320
0,0.0295262,400,5120,256
0,0.042304,1600,5120,128
0,0.0913992,6400,5120,64
1,0.0154333,16,5120,1280
1,0.0169627,64,5120,640
1,0.024013,256,5120,320
1,0.030345,400,5120,256
1,0.0420613,1600,5120,128
1,0.0911359,6400,5120,64
2,0.0161516,16,5120,1280
2,0.0178844,64,5120,640
2,0.026204,256,5120,320
2,0.0315272,400,5120,256
2,0.0420759,1600,5120,128
2,0.0911291,6400,5120,64
3,0.0168479,16,5120,1280
3,0.0232734,64,5120,640
3,0.0267038,256,5120,320
3,0.031798,400,5120,256
3,0.0420794,1600,5120,128
3,0.0911541,6400,5120,64
4,0.0170513,16,5120,1280
4,0.0232679,64,5120,640
4,0.0266583,256,5120,320
4,0.0315974,400,5120,256
4,0.042052,1600,5120,128
4,0.0911262,6400,5120,64
5,0.0171077,16,5120,1280
5,0.0232714,64,5120,640
5,0.0264703,256,5120,320
5,0.0315721,400,5120,256
5,0.0420786,1600,5120,128
5,0.0911462,6400,5120,64
6,0.0171084,16,5120,1280
6,0.0232752,64,5120,640
6,0.026459,256,5120,320
6,0.0313424,400,5120,256
6,0.042068,1600,5120,128
6,0.0911449,6400,5120,64
7,0.017107,16,5120,1280
7,0.0232703,64,5120,640
7,0.0264307,256,5120,320
7,0.0316649,400,5120,256
7,0.0420785,1600,5120,128
7,0.0911336,6400,5120,64
8,0.0171085,16,5120,1280
8,0.0232707,64,5120,640
8,0.0262302,256,5120,320
8,0.0316532,400,5120,256
8,0.0420944,1600,5120,128
8,0.0911087,6400,5120,64
9,0.0171072,16,5120,1280
9,0.0232735,64,5120,640
9,0.0262137,256,5120,320
9,0.0316171,400,5120,256
9,0.0420494,1600,5120,128
9,0.091126,6400,5120,64
10,0.0171096,16,5120,1280
10,0.0232726,64,5120,640
10,0.0262239,256,5120,320
10,0.0314232,400,5120,256
10,0.0422601,1600,5120,128
10,0.0911369,6400,5120,64
11,0.0171061,16,5120,1280
11,0.0211419,64,5120,640
11,0.0261978,256,5120,320
11,0.0314325,400,5120,256
11,0.0424197,1600,5120,128
11,0.09112,6400,5120,64
12,0.017109,16,5120,1280
12,0.0187595,64,5120,640
12,0.0262106,256,5120,320
12,0.0314238,400,5120,256
12,0.0424177,1600,5120,128
12,0.0911561,6400,5120,64
13,0.0171081,16,5120,1280
13,0.0187572,64,5120,640
13,0.0262134,256,5120,320
13,0.0314378,400,5120,256
13,0.0423973,1600,5120,128
13,0.0911422,6400,5120,64
14,0.0171067,16,5120,1280
14,0.018757,64,5120,640
14,0.02625,256,5120,320
14,0.0315261,400,5120,256
14,0.042079,1600,5120,128
14,0.0911402,6400,5120,64
15,0.0171068,16,5120,1280
15,0.0187625,64,5120,640
15,0.0262129,256,5120,320
15,0.0314526,400,5120,256
15,0.0422799,1600,5120,128
15,0.0911449,6400,5120,64
16,0.0171078,16,5120,1280
16,0.0187612,64,5120,640
16,0.0262275,256,5120,320
16,0.031474,400,5120,256
16,0.0423463,1600,5120,128
16,0.0911425,6400,5120,64
17,0.0171072,16,5120,1280
17,0.0187566,64,5120,640
17,0.0262304,256,5120,320
17,0.0315455,400,5120,256
17,0.0424123,1600,5120,128
17,0.0911382,6400,5120,64
18,0.0171072,16,5120,1280
18,0.0187551,64,5120,640
18,0.0262486,256,5120,320
18,0.031468,400,5120,256
18,0.0423934,1600,5120,128
18,0.0911235,6400,5120,64
19,0.0171072,16,5120,1280
19,0.0187614,64,5120,640
19,0.0261944,256,5120,320
19,0.0314764,400,5120,256
19,0.0422222,1600,5120,128
19,0.0911476,6400,5120,64
20,0.0171082,16,5120,1280
20,0.0187597,64,5120,640
20,0.0262472,256,5120,320
20,0.0315396,400,5120,256
20,0.0424396,1600,5120,128
20,0.0911305,6400,5120,64
21,0.0171072,16,5120,1280
21,0.0187569,64,5120,640
21,0.0262159,256,5120,320
21,0.0316995,400,5120,256
21,0.0426962,1600,5120,128
21,0.0911539,6400,5120,64
22,0.0171084,16,5120,1280
22,0.0187568,64,5120,640
22,0.0262326,256,5120,320
22,0.0316501,400,5120,256
22,0.0427158,1600,5120,128
22,0.0911393,6400,5120,64
23,0.0171076,16,5120,1280
23,0.0187583,64,5120,640
23,0.0262386,256,5120,320
23,0.0314298,400,5120,256
23,0.0427195,1600,5120,128
23,0.0911534,6400,5120,64
24,0.0171085,16,5120,1280
24,0.0187606,64,5120,640
24,0.0262444,256,5120,320
24,0.0314253,400,5120,256
24,0.0424411,1600,5120,128
24,0.0911155,6400,5120,64
25,0.0171085,16,5120,1280
