index,time,kernel,dimension,blocksize
0,1.04852,256,20480,1280
0,1.15616,1024,20480,640
0,1.48903,4096,20480,320
0,1.50218,6400,20480,256
0,1.86213,25600,20480,128
0,3.63624,102400,20480,64
1,1.05509,256,20480,1280
1,1.16255,1024,20480,640
1,1.50206,4096,20480,320
1,1.51598,6400,20480,256
1,1.87183,25600,20480,128
1,3.64248,102400,20480,64
2,1.05613,256,20480,1280
2,1.16521,1024,20480,640
2,1.49905,4096,20480,320
2,1.5119,6400,20480,256
2,1.87358,25600,20480,128
2,3.64483,102400,20480,64
3,1.05718,256,20480,1280
3,1.16505,1024,20480,640
3,1.50523,4096,20480,320
3,1.51782,6400,20480,256
3,1.8747,25600,20480,128
3,3.65594,102400,20480,64
4,1.05874,256,20480,1280
4,1.16782,1024,20480,640
4,1.50433,4096,20480,320
4,1.51541,6400,20480,256
4,1.87559,25600,20480,128
4,3.65942,102400,20480,64
5,1.05946,256,20480,1280
5,1.16814,1024,20480,640
5,1.5052,4096,20480,320
5,1.5202,6400,20480,256
5,1.87709,25600,20480,128
5,3.66158,102400,20480,64
6,1.06039,256,20480,1280
6,1.16967,1024,20480,640
6,1.50504,4096,20480,320
6,1.51897,6400,20480,256
6,1.87728,25600,20480,128
6,3.66392,102400,20480,64
7,1.05994,256,20480,1280
7,1.16994,1024,20480,640
7,1.50809,4096,20480,320
7,1.52225,6400,20480,256
7,1.8783,25600,20480,128
7,3.66469,102400,20480,64
8,1.06071,256,20480,1280
8,1.16911,1024,20480,640
8,1.50759,4096,20480,320
8,1.52183,6400,20480,256
8,1.88232,25600,20480,128
8,3.66539,102400,20480,64
9,1.06159,256,20480,1280
9,1.17129,1024,20480,640
9,1.50916,4096,20480,320
9,1.5243,6400,20480,256
9,1.88218,25600,20480,128
9,3.66807,102400,20480,64
10,1.06184,256,20480,1280
10,1.17081,1024,20480,640
10,1.51022,4096,20480,320
10,1.52436,6400,20480,256
10,1.88237,25600,20480,128
10,3.66933,102400,20480,64
11,1.06345,256,20480,1280
11,1.17215,1024,20480,640
11,1.51196,4096,20480,320
11,1.52488,6400,20480,256
11,1.88369,25600,20480,128
11,3.67154,102400,20480,64
12,1.06294,256,20480,1280
