index,time,kernel,dimension,blocksize
0,4.99924,729,34560,1280
1,5.02269,729,34560,1280
2,5.04012,729,34560,1280
3,5.05281,729,34560,1280
4,5.06483,729,34560,1280
5,5.07966,729,34560,1280
6,5.08692,729,34560,1280
7,5.09915,729,34560,1280
8,5.10342,729,34560,1280
9,5.11111,729,34560,1280
10,5.11791,729,34560,1280
11,5.12139,729,34560,1280
12,5.12942,729,34560,1280
13,5.13168,729,34560,1280
14,5.13958,729,34560,1280
15,5.13919,729,34560,1280
16,5.14325,729,34560,1280
17,5.14496,729,34560,1280
18,5.14589,729,34560,1280
19,5.14678,729,34560,1280
20,5.14714,729,34560,1280
21,5.14831,729,34560,1280
22,5.1483,729,34560,1280
23,5.14878,729,34560,1280
24,5.14815,729,34560,1280
25,5.14713,729,34560,1280
26,5.14575,729,34560,1280
27,5.1464,729,34560,1280
28,5.14667,729,34560,1280
29,5.1438,729,34560,1280
30,5.14425,729,34560,1280
31,5.14448,729,34560,1280
32,5.14316,729,34560,1280
33,5.1442,729,34560,1280
34,5.14279,729,34560,1280
35,5.13882,729,34560,1280
36,5.14069,729,34560,1280
37,5.13921,729,34560,1280
38,5.13932,729,34560,1280
39,5.13657,729,34560,1280
40,5.13428,729,34560,1280
41,5.13636,729,34560,1280
42,5.13461,729,34560,1280
43,5.13461,729,34560,1280
44,5.1327,729,34560,1280
45,5.13252,729,34560,1280
46,5.13171,729,34560,1280
47,5.12978,729,34560,1280
48,5.13212,729,34560,1280
49,5.1284,729,34560,1280
50,5.12907,729,34560,1280
51,5.12822,729,34560,1280
52,5.12795,729,34560,1280
53,5.12678,729,34560,1280
54,5.12552,729,34560,1280
55,5.12565,729,34560,1280
56,5.12483,729,34560,1280
57,5.1261,729,34560,1280
58,5.12539,729,34560,1280
59,5.12499,729,34560,1280
60,5.12326,729,34560,1280
61,5.12524,729,34560,1280
62,5.12445,729,34560,1280
63,5.12262,729,34560,1280
64,5.12549,729,34560,1280
65,5.12399,729,34560,1280
66,5.12527,729,34560,1280
67,5.12364,729,34560,1280
68,5.12235,729,34560,1280
69,5.12199,729,34560,1280
70,5.12468,729,34560,1280
71,5.12454,729,34560,1280
72,5.12355,729,34560,1280
73,5.12414,729,34560,1280
74,5.12441,729,34560,1280
75,5.12396,729,34560,1280
76,5.12364,729,34560,1280
77,5.12418,729,34560,1280
78,5.12368,729,34560,1280
79,5.1239,729,34560,1280
80,5.12433,729,34560,1280
81,5.12179,729,34560,1280
82,5.12452,729,34560,1280
83,5.12418,729,34560,1280
84,5.12117,729,34560,1280
85,5.12351,729,34560,1280
86,5.12527,729,34560,1280
87,5.12368,729,34560,1280
88,5.12352,729,34560,1280
89,5.12036,729,34560,1280
90,5.12517,729,34560,1280
91,5.12514,729,34560,1280
92,5.12258,729,34560,1280
93,5.12309,729,34560,1280
94,5.12145,729,34560,1280
95,5.12439,729,34560,1280
96,5.12156,729,34560,1280
97,5.1223,729,34560,1280
98,5.12113,729,34560,1280
99,5.12382,729,34560,1280
100,5.12309,729,34560,1280
101,5.1225,729,34560,1280
102,5.12297,729,34560,1280
103,5.12517,729,34560,1280
104,5.12054,729,34560,1280
105,5.12402,729,34560,1280
106,5.12501,729,34560,1280
107,5.12299,729,34560,1280
108,5.12305,729,34560,1280
109,5.12398,729,34560,1280
110,5.12412,729,34560,1280
111,5.12497,729,34560,1280
112,5.12102,729,34560,1280
113,5.12339,729,34560,1280
114,5.12476,729,34560,1280
115,5.12304,729,34560,1280
116,5.12243,729,34560,1280
117,5.12466,729,34560,1280
118,5.12529,729,34560,1280
119,5.12208,729,34560,1280
120,5.12458,729,34560,1280
121,5.1228,729,34560,1280
122,5.12585,729,34560,1280
123,5.12287,729,34560,1280
124,5.12446,729,34560,1280
125,5.12317,729,34560,1280
126,5.12399,729,34560,1280
127,5.12272,729,34560,1280
128,5.12475,729,34560,1280
129,5.12481,729,34560,1280
130,5.12357,729,34560,1280
131,5.12495,729,34560,1280
132,5.12249,729,34560,1280
133,5.1233,729,34560,1280
134,5.12197,729,34560,1280
135,5.12294,729,34560,1280
136,5.1235,729,34560,1280
137,5.12198,729,34560,1280
138,5.12376,729,34560,1280
139,5.12221,729,34560,1280
140,5.12464,729,34560,1280
141,5.12252,729,34560,1280
142,5.12353,729,34560,1280
143,5.12468,729,34560,1280
144,5.1216,729,34560,1280
145,5.12268,729,34560,1280
146,5.12521,729,34560,1280
147,5.12344,729,34560,1280
148,5.12232,729,34560,1280
149,5.12266,729,34560,1280
150,5.12551,729,34560,1280
151,5.12244,729,34560,1280
152,5.12465,729,34560,1280
153,5.12446,729,34560,1280
154,5.1242,729,34560,1280
155,5.12227,729,34560,1280
156,5.12577,729,34560,1280
157,5.12556,729,34560,1280
158,5.12473,729,34560,1280
159,5.12118,729,34560,1280
160,5.12469,729,34560,1280
161,5.12301,729,34560,1280
162,5.12397,729,34560,1280
163,5.12275,729,34560,1280
164,5.12493,729,34560,1280
165,5.12483,729,34560,1280
166,5.12549,729,34560,1280
167,5.1225,729,34560,1280
168,5.12333,729,34560,1280
169,5.12323,729,34560,1280
170,5.12458,729,34560,1280
171,5.12422,729,34560,1280
172,5.12564,729,34560,1280
173,5.12184,729,34560,1280
174,5.1231,729,34560,1280
175,5.12399,729,34560,1280
176,5.12484,729,34560,1280
177,5.12344,729,34560,1280
178,5.12438,729,34560,1280
179,5.12358,729,34560,1280
180,5.12447,729,34560,1280
181,5.12262,729,34560,1280
182,5.12347,729,34560,1280
183,5.12659,729,34560,1280
184,5.12434,729,34560,1280
185,5.12656,729,34560,1280
186,5.12365,729,34560,1280
187,5.12422,729,34560,1280
188,5.12401,729,34560,1280
189,5.1227,729,34560,1280
190,5.12304,729,34560,1280
191,5.12423,729,34560,1280
192,5.12178,729,34560,1280
193,5.12287,729,34560,1280
194,5.1242,729,34560,1280
195,5.12316,729,34560,1280
196,5.12418,729,34560,1280
197,5.12198,729,34560,1280
198,5.12061,729,34560,1280
199,5.12115,729,34560,1280
index,time,kernel,dimension,blocksize
0,8.18204,72900,34560,128
1,8.22348,72900,34560,128
2,8.25439,72900,34560,128
3,8.28083,72900,34560,128
4,8.30104,72900,34560,128
5,8.31456,72900,34560,128
6,8.32974,72900,34560,128
7,8.3398,72900,34560,128
8,8.35186,72900,34560,128
9,8.35979,72900,34560,128
10,8.36467,72900,34560,128
11,8.36834,72900,34560,128
12,8.37113,72900,34560,128
13,8.3718,72900,34560,128
14,8.37211,72900,34560,128
15,8.37192,72900,34560,128
16,8.37035,72900,34560,128
17,8.3691,72900,34560,128
18,8.36824,72900,34560,128
19,8.36555,72900,34560,128
20,8.36285,72900,34560,128
21,8.35884,72900,34560,128
22,8.35869,72900,34560,128
23,8.35667,72900,34560,128
24,8.35481,72900,34560,128
25,8.35349,72900,34560,128
26,8.35302,72900,34560,128
27,8.35001,72900,34560,128
28,8.34705,72900,34560,128
29,8.34675,72900,34560,128
30,8.34629,72900,34560,128
31,8.34697,72900,34560,128
32,8.34825,72900,34560,128
33,8.34689,72900,34560,128
34,8.34613,72900,34560,128
35,8.3492,72900,34560,128
36,8.34748,72900,34560,128
37,8.34487,72900,34560,128
38,8.34714,72900,34560,128
39,8.34374,72900,34560,128
40,8.34577,72900,34560,128
41,8.34642,72900,34560,128
42,8.3454,72900,34560,128
43,8.34597,72900,34560,128
44,8.34489,72900,34560,128
45,8.34483,72900,34560,128
46,8.3452,72900,34560,128
47,8.34363,72900,34560,128
48,8.34633,72900,34560,128
49,8.34602,72900,34560,128
50,8.34346,72900,34560,128
51,8.34605,72900,34560,128
52,8.34388,72900,34560,128
53,8.34373,72900,34560,128
54,8.34448,72900,34560,128
55,8.34206,72900,34560,128
56,8.34614,72900,34560,128
57,8.34488,72900,34560,128
58,8.34457,72900,34560,128
59,8.3431,72900,34560,128
60,8.34494,72900,34560,128
61,8.3445,72900,34560,128
62,8.34588,72900,34560,128
63,8.34452,72900,34560,128
64,8.3457,72900,34560,128
65,8.34597,72900,34560,128
66,8.34656,72900,34560,128
67,8.34628,72900,34560,128
68,8.34611,72900,34560,128
69,8.34389,72900,34560,128
70,8.34634,72900,34560,128
71,8.3445,72900,34560,128
72,8.34709,72900,34560,128
73,8.34324,72900,34560,128
74,8.34404,72900,34560,128
75,8.34579,72900,34560,128
76,8.34428,72900,34560,128
77,8.34564,72900,34560,128
78,8.34445,72900,34560,128
79,8.34367,72900,34560,128
80,8.34479,72900,34560,128
81,8.34463,72900,34560,128
82,8.3431,72900,34560,128
83,8.34177,72900,34560,128
84,8.34377,72900,34560,128
85,8.34296,72900,34560,128
86,8.34272,72900,34560,128
87,8.344,72900,34560,128
88,8.3455,72900,34560,128
89,8.34273,72900,34560,128
90,8.34447,72900,34560,128
91,8.34627,72900,34560,128
92,8.34543,72900,34560,128
93,8.34532,72900,34560,128
94,8.34588,72900,34560,128
95,8.34687,72900,34560,128
96,8.34594,72900,34560,128
97,8.34533,72900,34560,128
98,8.34988,72900,34560,128
99,8.34585,72900,34560,128
100,8.34559,72900,34560,128
101,8.34656,72900,34560,128
102,8.34639,72900,34560,128
103,8.34531,72900,34560,128
104,8.3453,72900,34560,128
105,8.34494,72900,34560,128
106,8.34728,72900,34560,128
107,8.34445,72900,34560,128
108,8.34529,72900,34560,128
109,8.34558,72900,34560,128
110,8.34544,72900,34560,128
111,8.345,72900,34560,128
112,8.34543,72900,34560,128
113,8.34211,72900,34560,128
114,8.34566,72900,34560,128
115,8.34564,72900,34560,128
116,8.34457,72900,34560,128
117,8.345,72900,34560,128
118,8.34228,72900,34560,128
119,8.34658,72900,34560,128
120,8.34368,72900,34560,128
121,8.34591,72900,34560,128
122,8.34494,72900,34560,128
123,8.34406,72900,34560,128
124,8.34529,72900,34560,128
