index,time,kernel,dimension,blocksize
0,0.255877,100,12800,1280
0,0.280712,400,12800,640
0,0.362835,1600,12800,320
0,0.390487,2500,12800,256
0,0.480239,10000,12800,128
0,1.03455,40000,12800,64
1,0.260546,100,12800,1280
1,0.285901,400,12800,640
1,0.367082,1600,12800,320
1,0.396608,2500,12800,256
1,0.487702,10000,12800,128
1,1.02871,40000,12800,64
2,0.260557,100,12800,1280
2,0.285917,400,12800,640
2,0.373061,1600,12800,320
2,0.401862,2500,12800,256
2,0.485568,10000,12800,128
2,1.03039,40000,12800,64
3,0.272415,100,12800,1280
3,0.295475,400,12800,640
3,0.370124,1600,12800,320
3,0.39659,2500,12800,256
3,0.485623,10000,12800,128
3,1.03043,40000,12800,64
4,0.260974,100,12800,1280
4,0.286709,400,12800,640
4,0.367807,1600,12800,320
4,0.400823,2500,12800,256
4,0.486992,10000,12800,128
4,1.03046,40000,12800,64
5,0.262421,100,12800,1280
5,0.28706,400,12800,640
5,0.373757,1600,12800,320
5,0.398765,2500,12800,256
5,0.485662,10000,12800,128
5,1.03052,40000,12800,64
6,0.264083,100,12800,1280
6,0.293148,400,12800,640
6,0.368777,1600,12800,320
6,0.397139,2500,12800,256
6,0.487356,10000,12800,128
6,1.03047,40000,12800,64
7,0.268041,100,12800,1280
7,0.28845,400,12800,640
7,0.371329,1600,12800,320
7,0.403086,2500,12800,256
7,0.485555,10000,12800,128
7,1.03049,40000,12800,64
8,0.262023,100,12800,1280
8,0.287403,400,12800,640
8,0.371944,1600,12800,320
8,0.396539,2500,12800,256
8,0.488178,10000,12800,128
8,1.03043,40000,12800,64
9,0.262442,100,12800,1280
9,0.289768,400,12800,640
9,0.368273,1600,12800,320
9,0.400627,2500,12800,256
9,0.485565,10000,12800,128
9,1.03053,40000,12800,64
10,0.265483,100,12800,1280
10,0.292361,400,12800,640
10,0.37304,1600,12800,320
10,0.399936,2500,12800,256
10,0.488308,10000,12800,128
10,1.03052,40000,12800,64
11,0.266002,100,12800,1280
11,0.286527,400,12800,640
11,0.371212,1600,12800,320
11,0.397657,2500,12800,256
11,0.485615,10000,12800,128
11,1.03042,40000,12800,64
12,0.262722,100,12800,1280
12,0.288363,400,12800,640
12,0.370741,1600,12800,320
12,0.402691,2500,12800,256
12,0.48844,10000,12800,128
12,1.03051,40000,12800,64
13,0.263574,100,12800,1280
13,0.292952,400,12800,640
13,0.372435,1600,12800,320
13,0.397181,2500,12800,256
13,0.486245,10000,12800,128
13,1.03053,40000,12800,64
14,0.265878,100,12800,1280
14,0.288748,400,12800,640
14,0.371095,1600,12800,320
14,0.401257,2500,12800,256
14,0.488396,10000,12800,128
14,1.03055,40000,12800,64
15,0.265359,100,12800,1280
15,0.288038,400,12800,640
15,0.371072,1600,12800,320
15,0.400883,2500,12800,256
15,0.486462,10000,12800,128
15,1.03053,40000,12800,64
16,0.263025,100,12800,1280
16,0.290453,400,12800,640
16,0.371614,1600,12800,320
16,0.397537,2500,12800,256
16,0.488956,10000,12800,128
16,1.03042,40000,12800,64
17,0.264005,100,12800,1280
17,0.291003,400,12800,640
17,0.371831,1600,12800,320
17,0.402709,2500,12800,256
17,0.485603,10000,12800,128
17,1.03052,40000,12800,64
18,0.266548,100,12800,1280
18,0.289329,400,12800,640
18,0.371033,1600,12800,320
18,0.399162,2500,12800,256
18,0.489425,10000,12800,128
18,1.03054,40000,12800,64
19,0.264158,100,12800,1280
19,0.288202,400,12800,640
19,0.371571,1600,12800,320
19,0.400121,2500,12800,256
19,0.485622,10000,12800,128
19,1.0305,40000,12800,64
20,0.263041,100,12800,1280
20,0.290987,400,12800,640
20,0.371292,1600,12800,320
20,0.400584,2500,12800,256
20,0.489581,10000,12800,128
20,1.03044,40000,12800,64
21,0.265235,100,12800,1280
21,0.289495,400,12800,640
21,0.371577,1600,12800,320
21,0.3992,2500,12800,256
21,0.485646,10000,12800,128
21,1.03044,40000,12800,64
22,0.265719,100,12800,1280
22,0.289744,400,12800,640
22,0.371461,1600,12800,320
22,0.400484,2500,12800,256
22,0.489552,10000,12800,128
22,1.03042,40000,12800,64
23,0.263607,100,12800,1280
23,0.290037,400,12800,640
23,0.371737,1600,12800,320
23,0.400579,2500,12800,256
23,0.485699,10000,12800,128
23,1.03055,40000,12800,64
24,0.263756,100,12800,1280
24,0.289482,400,12800,640
24,0.371635,1600,12800,320
24,0.399801,2500,12800,256
24,0.489897,10000,12800,128
24,1.03062,40000,12800,64
25,0.265732,100,12800,1280
25,0.290496,400,12800,640
25,0.371674,1600,12800,320
25,0.401053,2500,12800,256
25,0.485808,10000,12800,128
25,1.03044,40000,12800,64
26,0.26589,100,12800,1280
26,0.289488,400,12800,640
26,0.371721,1600,12800,320
26,0.40026,2500,12800,256
26,0.489205,10000,12800,128
26,1.03045,40000,12800,64
27,0.264015,100,12800,1280
27,0.289493,400,12800,640
27,0.371707,1600,12800,320
27,0.400029,2500,12800,256
27,0.487158,10000,12800,128
27,1.03063,40000,12800,64
28,0.263265,100,12800,1280
28,0.291679,400,12800,640
28,0.371588,1600,12800,320
28,0.401011,2500,12800,256
28,0.489007,10000,12800,128
28,1.03046,40000,12800,64
29,0.266677,100,12800,1280
29,0.289282,400,12800,640
29,0.37174,1600,12800,320
29,0.400171,2500,12800,256
29,0.487355,10000,12800,128
29,1.03059,40000,12800,64
30,0.265619,100,12800,1280
30,0.289491,400,12800,640
30,0.371768,1600,12800,320
30,0.400249,2500,12800,256
30,0.489069,10000,12800,128
30,1.03062,40000,12800,64
31,0.264307,100,12800,1280
31,0.290038,400,12800,640
31,0.371724,1600,12800,320
31,0.400065,2500,12800,256
31,0.487286,10000,12800,128
31,1.03053,40000,12800,64
32,0.263765,100,12800,1280
32,0.291256,400,12800,640
32,0.371724,1600,12800,320
32,0.400623,2500,12800,256
32,0.48926,10000,12800,128
32,1.03049,40000,12800,64
33,0.265494,100,12800,1280
33,0.289507,400,12800,640
33,0.3717,1600,12800,320
33,0.401021,2500,12800,256
33,0.486999,10000,12800,128
33,1.03058,40000,12800,64
