index,time,kernel,dimension,blocksize
0,1.26053,289,21760,1280
0,1.39347,1156,21760,640
0,1.763,7225,21760,256
0,1.77822,4624,21760,320
0,2.18503,28900,21760,128
0,4.28205,115600,21760,64
1,1.26814,289,21760,1280
1,1.40103,1156,21760,640
1,1.78164,7225,21760,256
1,1.79024,4624,21760,320
1,2.19182,28900,21760,128
1,4.29008,115600,21760,64
2,1.27061,289,21760,1280
2,1.4065,1156,21760,640
2,1.78167,7225,21760,256
2,1.79126,4624,21760,320
2,2.19668,28900,21760,128
2,4.29371,115600,21760,64
3,1.27255,289,21760,1280
3,1.40441,1156,21760,640
3,1.77809,7225,21760,256
3,1.79263,4624,21760,320
3,2.19768,28900,21760,128
3,4.30386,115600,21760,64
4,1.27274,289,21760,1280
4,1.40873,1156,21760,640
4,1.78054,7225,21760,256
4,1.79412,4624,21760,320
4,2.1985,28900,21760,128
4,4.30453,115600,21760,64
5,1.27391,289,21760,1280
5,1.40663,1156,21760,640
5,1.78284,7225,21760,256
5,1.79494,4624,21760,320
5,2.19988,28900,21760,128
5,4.30726,115600,21760,64
6,1.2757,289,21760,1280
6,1.40852,1156,21760,640
6,1.78499,7225,21760,256
6,1.79614,4624,21760,320
6,2.20131,28900,21760,128
6,4.30885,115600,21760,64
7,1.27392,289,21760,1280
7,1.40889,1156,21760,640
7,1.78487,7225,21760,256
7,1.79935,4624,21760,320
7,2.20335,28900,21760,128
7,4.31302,115600,21760,64
8,1.27582,289,21760,1280
8,1.41,1156,21760,640
8,1.78489,7225,21760,256
8,1.79913,4624,21760,320
8,2.20369,28900,21760,128
8,4.31295,115600,21760,64
9,1.27702,289,21760,1280
9,1.40986,1156,21760,640
9,1.78681,7225,21760,256
9,1.79887,4624,21760,320
9,2.20583,28900,21760,128
9,4.31626,115600,21760,64
10,1.27683,289,21760,1280
10,1.41238,1156,21760,640
10,1.78899,7225,21760,256
10,1.80057,4624,21760,320
10,2.20508,28900,21760,128
10,4.31527,115600,21760,64
11,1.27709,289,21760,1280
11,1.41144,1156,21760,640
11,1.78826,7225,21760,256
11,1.80099,4624,21760,320
11,2.20617,28900,21760,128
11,4.31861,115600,21760,64
12,1.27731,289,21760,1280
12,1.41377,1156,21760,640
12,1.7882,7225,21760,256
12,1.80299,4624,21760,320
12,2.20714,28900,21760,128
12,4.31814,115600,21760,64
13,1.27927,289,21760,1280
13,1.41437,1156,21760,640
13,1.78897,7225,21760,256
13,1.80344,4624,21760,320
13,2.20857,28900,21760,128
13,4.32089,115600,21760,64
14,1.27865,289,21760,1280
14,1.41288,1156,21760,640
14,1.79045,7225,21760,256
14,1.80418,4624,21760,320
14,2.20859,28900,21760,128
14,4.32021,115600,21760,64
15,1.27931,289,21760,1280
15,1.41772,1156,21760,640
15,1.791,7225,21760,256
15,1.80399,4624,21760,320
15,2.21057,28900,21760,128
15,4.32213,115600,21760,64
16,1.28059,289,21760,1280
16,1.41481,1156,21760,640
16,1.79183,7225,21760,256
16,1.80583,4624,21760,320
16,2.20965,28900,21760,128
16,4.32183,115600,21760,64
17,1.2802,289,21760,1280
17,1.41561,1156,21760,640
17,1.79208,7225,21760,256
17,1.8062,4624,21760,320
17,2.21181,28900,21760,128
17,4.32285,115600,21760,64
18,1.28073,289,21760,1280
18,1.41671,1156,21760,640
18,1.79296,7225,21760,256
18,1.80583,4624,21760,320
18,2.21114,28900,21760,128
18,4.324,115600,21760,64
19,1.28144,289,21760,1280
19,1.41449,1156,21760,640
19,1.79419,7225,21760,256
19,1.80631,4624,21760,320
19,2.21396,28900,21760,128
19,4.32292,115600,21760,64
20,1.2815,289,21760,1280
20,1.41889,1156,21760,640
20,1.79382,7225,21760,256
20,1.80644,4624,21760,320
20,2.21216,28900,21760,128
20,4.32562,115600,21760,64
21,1.28208,289,21760,1280
21,1.41936,1156,21760,640
21,1.79416,7225,21760,256
21,1.80653,4624,21760,320
21,2.21297,28900,21760,128
21,4.32555,115600,21760,64
22,1.28197,289,21760,1280
22,1.41574,1156,21760,640
22,1.79439,7225,21760,256
22,1.80813,4624,21760,320
22,2.21586,28900,21760,128
22,4.32601,115600,21760,64
23,1.28339,289,21760,1280
23,1.42051,1156,21760,640
23,1.79607,7225,21760,256
23,1.81054,4624,21760,320
23,2.21433,28900,21760,128
23,4.32548,115600,21760,64
24,1.28494,289,21760,1280
24,1.41746,1156,21760,640
24,1.79555,7225,21760,256
24,1.80773,4624,21760,320
24,2.21371,28900,21760,128
24,4.32634,115600,21760,64
25,1.28269,289,21760,1280
25,1.42012,1156,21760,640
25,1.79774,7225,21760,256
25,1.80947,4624,21760,320
25,2.21466,28900,21760,128
25,4.32681,115600,21760,64
26,1.28275,289,21760,1280
26,1.41924,1156,21760,640
26,1.79617,7225,21760,256
26,1.8097,4624,21760,320
26,2.21643,28900,21760,128
26,4.32761,115600,21760,64
27,1.28544,289,21760,1280
27,1.41908,1156,21760,640
27,1.79549,7225,21760,256
27,1.81131,4624,21760,320
27,2.21693,28900,21760,128
27,4.32737,115600,21760,64
28,1.28259,289,21760,1280
28,1.42206,1156,21760,640
28,1.79743,7225,21760,256
28,1.81109,4624,21760,320
28,2.21791,28900,21760,128
28,4.32829,115600,21760,64
29,1.28377,289,21760,1280
29,1.41939,1156,21760,640
29,1.79859,7225,21760,256
29,1.80919,4624,21760,320
29,2.21736,28900,21760,128
29,4.32824,115600,21760,64
30,1.28488,289,21760,1280
30,1.42077,1156,21760,640
30,1.7972,7225,21760,256
30,1.81127,4624,21760,320
30,2.21782,28900,21760,128
30,4.32823,115600,21760,64
31,1.28532,289,21760,1280
31,1.41964,1156,21760,640
31,1.79792,7225,21760,256
31,1.81147,4624,21760,320
31,2.21718,28900,21760,128
31,4.32871,115600,21760,64
32,1.28463,289,21760,1280
32,1.42192,1156,21760,640
32,1.79883,7225,21760,256
32,1.81186,4624,21760,320
32,2.2181,28900,21760,128
32,4.32873,115600,21760,64
33,1.2845,289,21760,1280
33,1.42138,1156,21760,640
33,1.79837,7225,21760,256
33,1.81172,4624,21760,320
33,2.21843,28900,21760,128
33,4.32877,115600,21760,64
34,1.28795,289,21760,1280
34,1.42256,1156,21760,640
34,1.79883,7225,21760,256
34,1.81199,4624,21760,320
34,2.21961,28900,21760,128
34,4.32928,115600,21760,64
35,1.28468,289,21760,1280
35,1.42179,1156,21760,640
35,1.79946,7225,21760,256
35,1.81132,4624,21760,320
35,2.21913,28900,21760,128
35,4.32959,115600,21760,64
36,1.28735,289,21760,1280
36,1.42226,1156,21760,640
36,1.79953,7225,21760,256
36,1.8118,4624,21760,320
36,2.21886,28900,21760,128
36,4.33039,115600,21760,64
37,1.28519,289,21760,1280
37,1.42291,1156,21760,640
37,1.79795,7225,21760,256
37,1.81403,4624,21760,320
37,2.21911,28900,21760,128
37,4.331,115600,21760,64
38,1.28871,289,21760,1280
38,1.42085,1156,21760,640
38,1.8003,7225,21760,256
38,1.81312,4624,21760,320
38,2.2184,28900,21760,128
38,4.32996,115600,21760,64
39,1.28525,289,21760,1280
39,1.42323,1156,21760,640
39,1.80116,7225,21760,256
39,1.81356,4624,21760,320
39,2.21937,28900,21760,128
39,4.33099,115600,21760,64
40,1.28578,289,21760,1280
40,1.42167,1156,21760,640
40,1.80072,7225,21760,256
40,1.8135,4624,21760,320
40,2.22083,28900,21760,128
40,4.33084,115600,21760,64
41,1.28873,289,21760,1280
41,1.42325,1156,21760,640
41,1.79993,7225,21760,256
41,1.81301,4624,21760,320
41,2.2207,28900,21760,128
41,4.33087,115600,21760,64
42,1.28631,289,21760,1280
42,1.42404,1156,21760,640
42,1.79976,7225,21760,256
42,1.81215,4624,21760,320
42,2.21994,28900,21760,128
42,4.3315,115600,21760,64
43,1.28693,289,21760,1280
43,1.42447,1156,21760,640
43,1.80192,7225,21760,256
43,1.81421,4624,21760,320
43,2.21933,28900,21760,128
43,4.33122,115600,21760,64
44,1.28765,289,21760,1280
44,1.42341,1156,21760,640
44,1.80258,7225,21760,256
44,1.81575,4624,21760,320
44,2.22009,28900,21760,128
44,4.33183,115600,21760,64
45,1.2869,289,21760,1280
45,1.42455,1156,21760,640
45,1.80172,7225,21760,256
45,1.81619,4624,21760,320
45,2.22105,28900,21760,128
45,4.33062,115600,21760,64
46,1.2881,289,21760,1280
46,1.42434,1156,21760,640
46,1.8002,7225,21760,256
46,1.81316,4624,21760,320
46,2.22064,28900,21760,128
46,4.33148,115600,21760,64
47,1.28792,289,21760,1280
47,1.42477,1156,21760,640
47,1.80276,7225,21760,256
47,1.81397,4624,21760,320
47,2.22053,28900,21760,128
47,4.33135,115600,21760,64
48,1.28618,289,21760,1280
48,1.42559,1156,21760,640
48,1.80298,7225,21760,256
48,1.81576,4624,21760,320
48,2.22213,28900,21760,128
48,4.33106,115600,21760,64
49,1.28818,289,21760,1280
49,1.42459,1156,21760,640
49,1.80218,7225,21760,256
49,1.8154,4624,21760,320
49,2.2218,28900,21760,128
49,4.33139,115600,21760,64
50,1.28919,289,21760,1280
50,1.4246,1156,21760,640
50,1.80125,7225,21760,256
50,1.81796,4624,21760,320
50,2.22169,28900,21760,128
50,4.33081,115600,21760,64
51,1.29083,289,21760,1280
51,1.42409,1156,21760,640
51,1.80132,7225,21760,256
51,1.81457,4624,21760,320
51,2.22065,28900,21760,128
51,4.33085,115600,21760,64
52,1.28707,289,21760,1280
52,1.4249,1156,21760,640
52,1.80191,7225,21760,256
52,1.81496,4624,21760,320
52,2.22101,28900,21760,128
52,4.33111,115600,21760,64
53,1.28903,289,21760,1280
53,1.4247,1156,21760,640
53,1.80469,7225,21760,256
53,1.8171,4624,21760,320
53,2.22213,28900,21760,128
53,4.33114,115600,21760,64
54,1.28994,289,21760,1280
54,1.42488,1156,21760,640
54,1.80313,7225,21760,256
54,1.81767,4624,21760,320
54,2.22241,28900,21760,128
54,4.33182,115600,21760,64
55,1.29012,289,21760,1280
55,1.42645,1156,21760,640
55,1.80108,7225,21760,256
55,1.81433,4624,21760,320
55,2.22038,28900,21760,128
55,4.33161,115600,21760,64
56,1.28783,289,21760,1280
56,1.42315,1156,21760,640
56,1.80153,7225,21760,256
56,1.81589,4624,21760,320
56,2.22299,28900,21760,128
56,4.33194,115600,21760,64
57,1.28949,289,21760,1280
57,1.42519,1156,21760,640
57,1.8029,7225,21760,256
57,1.81587,4624,21760,320
57,2.22296,28900,21760,128
57,4.33167,115600,21760,64
58,1.29062,289,21760,1280
58,1.4252,1156,21760,640
58,1.80405,7225,21760,256
58,1.81644,4624,21760,320
58,2.22037,28900,21760,128
58,4.33173,115600,21760,64
59,1.28879,289,21760,1280
59,1.42409,1156,21760,640
59,1.80254,7225,21760,256
59,1.81774,4624,21760,320
59,2.223,28900,21760,128
59,4.33184,115600,21760,64
60,1.28976,289,21760,1280
60,1.42638,1156,21760,640
60,1.80266,7225,21760,256
60,1.81599,4624,21760,320
60,2.22345,28900,21760,128
60,4.33236,115600,21760,64
61,1.28981,289,21760,1280
61,1.42274,1156,21760,640
61,1.80067,7225,21760,256
61,1.81573,4624,21760,320
61,2.22033,28900,21760,128
61,4.33299,115600,21760,64
62,1.28913,289,21760,1280
62,1.42743,1156,21760,640
62,1.80189,7225,21760,256
62,1.8172,4624,21760,320
62,2.22119,28900,21760,128
62,4.33155,115600,21760,64
63,1.28991,289,21760,1280
63,1.42251,1156,21760,640
63,1.80392,7225,21760,256
63,1.81614,4624,21760,320
63,2.22286,28900,21760,128
63,4.33232,115600,21760,64
64,1.29126,289,21760,1280
64,1.42551,1156,21760,640
64,1.80159,7225,21760,256
64,1.81724,4624,21760,320
64,2.2237,28900,21760,128
64,4.33162,115600,21760,64
65,1.28888,289,21760,1280
65,1.42405,1156,21760,640
65,1.80285,7225,21760,256
65,1.81578,4624,21760,320
65,2.22083,28900,21760,128
65,4.33167,115600,21760,64
66,1.29035,289,21760,1280
66,1.42673,1156,21760,640
66,1.8035,7225,21760,256
66,1.81681,4624,21760,320
66,2.2209,28900,21760,128
66,4.33199,115600,21760,64
67,1.28989,289,21760,1280
67,1.42543,1156,21760,640
67,1.80163,7225,21760,256
67,1.81505,4624,21760,320
67,2.22367,28900,21760,128
67,4.33157,115600,21760,64
68,1.29023,289,21760,1280
68,1.4266,1156,21760,640
68,1.80138,7225,21760,256
68,1.8189,4624,21760,320
68,2.22213,28900,21760,128
68,4.33268,115600,21760,64
69,1.29109,289,21760,1280
69,1.42506,1156,21760,640
69,1.80306,7225,21760,256
69,1.81703,4624,21760,320
69,2.22323,28900,21760,128
69,4.33218,115600,21760,64
70,1.28876,289,21760,1280
70,1.4287,1156,21760,640
70,1.80322,7225,21760,256
70,1.8167,4624,21760,320
70,2.2224,28900,21760,128
70,4.33259,115600,21760,64
71,1.28975,289,21760,1280
71,1.42454,1156,21760,640
71,1.80363,7225,21760,256
71,1.81598,4624,21760,320
71,2.22162,28900,21760,128
71,4.33271,115600,21760,64
72,1.29088,289,21760,1280
72,1.42635,1156,21760,640
72,1.80287,7225,21760,256
72,1.81638,4624,21760,320
72,2.22164,28900,21760,128
72,4.33154,115600,21760,64
73,1.28912,289,21760,1280
73,1.4275,1156,21760,640
73,1.80205,7225,21760,256
73,1.81677,4624,21760,320
73,2.22349,28900,21760,128
73,4.33235,115600,21760,64
74,1.29066,289,21760,1280
74,1.42515,1156,21760,640
74,1.80146,7225,21760,256
74,1.81703,4624,21760,320
74,2.22262,28900,21760,128
