index,time,kernel,dimension,blocksize
0,1.48397,324,23040,1280
0,1.63529,1296,23040,640
0,2.09428,8100,23040,256
0,2.1161,5184,23040,320
0,2.57222,32400,23040,128
0,5.07581,129600,23040,64
1,1.49821,324,23040,1280
1,1.65067,1296,23040,640
1,2.10043,8100,23040,256
1,2.12547,5184,23040,320
1,2.58578,32400,23040,128
1,5.08727,129600,23040,64
2,1.49673,324,23040,1280
2,1.64941,1296,23040,640
2,2.10406,8100,23040,256
2,2.12965,5184,23040,320
2,2.58407,32400,23040,128
2,5.09371,129600,23040,64
3,1.49938,324,23040,1280
3,1.65095,1296,23040,640
3,2.10655,8100,23040,256
3,2.13127,5184,23040,320
3,2.59018,32400,23040,128
3,5.0991,129600,23040,64
4,1.50021,324,23040,1280
4,1.65187,1296,23040,640
4,2.10924,8100,23040,256
4,2.13333,5184,23040,320
4,2.58921,32400,23040,128
4,5.10802,129600,23040,64
5,1.50146,324,23040,1280
5,1.65397,1296,23040,640
5,2.11148,8100,23040,256
5,2.13319,5184,23040,320
5,2.59413,32400,23040,128
5,5.11398,129600,23040,64
6,1.50187,324,23040,1280
6,1.65833,1296,23040,640
6,2.11172,8100,23040,256
6,2.13787,5184,23040,320
6,2.59297,32400,23040,128
6,5.11728,129600,23040,64
7,1.50355,324,23040,1280
7,1.65574,1296,23040,640
7,2.11463,8100,23040,256
7,2.13832,5184,23040,320
7,2.59678,32400,23040,128
7,5.11951,129600,23040,64
8,1.50407,324,23040,1280
8,1.65641,1296,23040,640
8,2.11429,8100,23040,256
8,2.13996,5184,23040,320
8,2.59731,32400,23040,128
8,5.12274,129600,23040,64
9,1.50501,324,23040,1280
9,1.66116,1296,23040,640
9,2.11732,8100,23040,256
9,2.14455,5184,23040,320
9,2.59867,32400,23040,128
9,5.12505,129600,23040,64
10,1.50598,324,23040,1280
10,1.65887,1296,23040,640
10,2.11901,8100,23040,256
10,2.14421,5184,23040,320
10,2.60017,32400,23040,128
10,5.12786,129600,23040,64
11,1.50605,324,23040,1280
11,1.6603,1296,23040,640
11,2.11951,8100,23040,256
11,2.14627,5184,23040,320
11,2.60108,32400,23040,128
11,5.12959,129600,23040,64
12,1.50924,324,23040,1280
12,1.66309,1296,23040,640
12,2.12072,8100,23040,256
12,2.14639,5184,23040,320
12,2.60243,32400,23040,128
12,5.1318,129600,23040,64
13,1.50794,324,23040,1280
13,1.66258,1296,23040,640
13,2.12198,8100,23040,256
13,2.14793,5184,23040,320
13,2.60289,32400,23040,128
13,5.13321,129600,23040,64
14,1.51175,324,23040,1280
14,1.66284,1296,23040,640
14,2.12275,8100,23040,256
14,2.14884,5184,23040,320
14,2.60498,32400,23040,128
14,5.13337,129600,23040,64
15,1.50903,324,23040,1280
15,1.66496,1296,23040,640
15,2.12343,8100,23040,256
15,2.14863,5184,23040,320
15,2.60498,32400,23040,128
15,5.13329,129600,23040,64
16,1.5124,324,23040,1280
16,1.66456,1296,23040,640
16,2.12424,8100,23040,256
16,2.1505,5184,23040,320
16,2.60684,32400,23040,128
16,5.13346,129600,23040,64
17,1.51094,324,23040,1280
17,1.66566,1296,23040,640
17,2.1252,8100,23040,256
17,2.15419,5184,23040,320
17,2.6075,32400,23040,128
17,5.13367,129600,23040,64
18,1.51277,324,23040,1280
18,1.66622,1296,23040,640
18,2.12699,8100,23040,256
18,2.15123,5184,23040,320
18,2.60694,32400,23040,128
18,5.13344,129600,23040,64
19,1.51298,324,23040,1280
19,1.66796,1296,23040,640
19,2.12787,8100,23040,256
19,2.15442,5184,23040,320
19,2.60897,32400,23040,128
19,5.13412,129600,23040,64
20,1.51399,324,23040,1280
20,1.66669,1296,23040,640
20,2.12973,8100,23040,256
20,2.15536,5184,23040,320
20,2.6101,32400,23040,128
20,5.13849,129600,23040,64
21,1.51474,324,23040,1280
21,1.66748,1296,23040,640
21,2.13074,8100,23040,256
21,2.15549,5184,23040,320
21,2.60961,32400,23040,128
21,5.13916,129600,23040,64
22,1.51488,324,23040,1280
22,1.66903,1296,23040,640
22,2.12987,8100,23040,256
22,2.15596,5184,23040,320
22,2.6094,32400,23040,128
22,5.13929,129600,23040,64
23,1.51576,324,23040,1280
23,1.67045,1296,23040,640
23,2.13202,8100,23040,256
23,2.15711,5184,23040,320
23,2.61046,32400,23040,128
23,5.14072,129600,23040,64
24,1.51484,324,23040,1280
24,1.6686,1296,23040,640
24,2.13224,8100,23040,256
24,2.15652,5184,23040,320
24,2.61097,32400,23040,128
24,5.14065,129600,23040,64
25,1.51603,324,23040,1280
25,1.66948,1296,23040,640
25,2.13175,8100,23040,256
25,2.1575,5184,23040,320
25,2.61193,32400,23040,128
25,5.14156,129600,23040,64
26,1.51642,324,23040,1280
26,1.6726,1296,23040,640
26,2.13353,8100,23040,256
26,2.15681,5184,23040,320
26,2.61143,32400,23040,128
26,5.14129,129600,23040,64
27,1.51705,324,23040,1280
27,1.66839,1296,23040,640
27,2.13497,8100,23040,256
27,2.15863,5184,23040,320
27,2.6112,32400,23040,128
27,5.14272,129600,23040,64
28,1.51699,324,23040,1280
28,1.67348,1296,23040,640
28,2.13394,8100,23040,256
28,2.15896,5184,23040,320
28,2.6123,32400,23040,128
28,5.14277,129600,23040,64
29,1.51746,324,23040,1280
29,1.67202,1296,23040,640
29,2.13555,8100,23040,256
29,2.1586,5184,23040,320
29,2.61299,32400,23040,128
29,5.1431,129600,23040,64
30,1.51825,324,23040,1280
30,1.67166,1296,23040,640
30,2.13644,8100,23040,256
30,2.16044,5184,23040,320
30,2.61318,32400,23040,128
30,5.14292,129600,23040,64
31,1.51821,324,23040,1280
31,1.67304,1296,23040,640
31,2.13629,8100,23040,256
31,2.15961,5184,23040,320
31,2.61331,32400,23040,128
31,5.14364,129600,23040,64
32,1.51949,324,23040,1280
32,1.67325,1296,23040,640
32,2.13533,8100,23040,256
32,2.16157,5184,23040,320
32,2.6132,32400,23040,128
32,5.14449,129600,23040,64
33,1.51878,324,23040,1280
33,1.67371,1296,23040,640
33,2.13582,8100,23040,256
33,2.16025,5184,23040,320
33,2.61406,32400,23040,128
33,5.14333,129600,23040,64
34,1.51877,324,23040,1280
34,1.67343,1296,23040,640
34,2.13785,8100,23040,256
34,2.16204,5184,23040,320
34,2.61576,32400,23040,128
34,5.14381,129600,23040,64
35,1.51874,324,23040,1280
35,1.67209,1296,23040,640
35,2.13802,8100,23040,256
35,2.16159,5184,23040,320
35,2.61303,32400,23040,128
35,5.14418,129600,23040,64
36,1.51928,324,23040,1280
36,1.67555,1296,23040,640
36,2.13798,8100,23040,256
36,2.16157,5184,23040,320
36,2.61678,32400,23040,128
36,5.1444,129600,23040,64
37,1.51927,324,23040,1280
37,1.67485,1296,23040,640
37,2.13875,8100,23040,256
37,2.16307,5184,23040,320
37,2.61384,32400,23040,128
37,5.14433,129600,23040,64
38,1.51924,324,23040,1280
38,1.67405,1296,23040,640
38,2.13692,8100,23040,256
38,2.16282,5184,23040,320
38,2.61408,32400,23040,128
38,5.1446,129600,23040,64
39,1.51915,324,23040,1280
39,1.6748,1296,23040,640
39,2.1388,8100,23040,256
39,2.16382,5184,23040,320
39,2.61536,32400,23040,128
39,5.14458,129600,23040,64
40,1.52078,324,23040,1280
40,1.67694,1296,23040,640
40,2.13914,8100,23040,256
