index,time,kernel,dimension,blocksize
0,0.690536,196,17920,1280
0,0.774538,784,17920,640
0,0.987896,3136,17920,320
0,0.992608,4900,17920,256
0,1.26065,19600,17920,128
0,2.46021,78400,17920,64
1,0.703858,196,17920,1280
1,0.786578,784,17920,640
1,0.994762,3136,17920,320
1,0.998521,4900,17920,256
1,1.26546,19600,17920,128
1,2.46987,78400,17920,64
2,0.704239,196,17920,1280
2,0.786605,784,17920,640
2,0.996181,3136,17920,320
2,0.998904,4900,17920,256
2,1.26783,19600,17920,128
2,2.47028,78400,17920,64
3,0.698141,196,17920,1280
3,0.786969,784,17920,640
3,0.9965,3136,17920,320
3,1.0003,4900,17920,256
3,1.27044,19600,17920,128
3,2.47025,78400,17920,64
4,0.705599,196,17920,1280
4,0.785589,784,17920,640
4,0.998025,3136,17920,320
4,1.00088,4900,17920,256
4,1.26814,19600,17920,128
4,2.47023,78400,17920,64
5,0.705454,196,17920,1280
5,0.786812,784,17920,640
5,0.998988,3136,17920,320
5,1.00113,4900,17920,256
5,1.26995,19600,17920,128
5,2.47173,78400,17920,64
6,0.700644,196,17920,1280
6,0.7893,784,17920,640
6,0.998738,3136,17920,320
6,1.00103,4900,17920,256
6,1.26934,19600,17920,128
6,2.473,78400,17920,64
7,0.70412,196,17920,1280
7,0.787584,784,17920,640
7,0.999327,3136,17920,320
7,1.00328,4900,17920,256
7,1.27134,19600,17920,128
7,2.47501,78400,17920,64
8,0.705615,196,17920,1280
8,0.788091,784,17920,640
8,0.999203,3136,17920,320
8,1.00311,4900,17920,256
8,1.27135,19600,17920,128
8,2.47551,78400,17920,64
9,0.703205,196,17920,1280
9,0.787823,784,17920,640
9,0.999864,3136,17920,320
9,1.00464,4900,17920,256
9,1.27196,19600,17920,128
9,2.47549,78400,17920,64
10,0.703924,196,17920,1280
10,0.789121,784,17920,640
10,1.00019,3136,17920,320
10,1.00426,4900,17920,256
10,1.27198,19600,17920,128
10,2.47721,78400,17920,64
11,0.705172,196,17920,1280
11,0.789119,784,17920,640
11,1.00109,3136,17920,320
11,1.0048,4900,17920,256
11,1.27327,19600,17920,128
11,2.4772,78400,17920,64
12,0.70456,196,17920,1280
12,0.78913,784,17920,640
12,1.00153,3136,17920,320
12,1.00495,4900,17920,256
12,1.27311,19600,17920,128
12,2.47886,78400,17920,64
13,0.704914,196,17920,1280
13,0.789124,784,17920,640
13,1.00166,3136,17920,320
13,1.00542,4900,17920,256
13,1.27365,19600,17920,128
13,2.47831,78400,17920,64
14,0.705199,196,17920,1280
14,0.789275,784,17920,640
14,1.00222,3136,17920,320
14,1.00602,4900,17920,256
14,1.27373,19600,17920,128
14,2.4792,78400,17920,64
15,0.705788,196,17920,1280
15,0.790054,784,17920,640
15,1.0017,3136,17920,320
15,1.00626,4900,17920,256
15,1.27428,19600,17920,128
15,2.47955,78400,17920,64
16,0.706487,196,17920,1280
16,0.789818,784,17920,640
16,1.00246,3136,17920,320
16,1.00602,4900,17920,256
16,1.27455,19600,17920,128
16,2.48044,78400,17920,64
17,0.704207,196,17920,1280
17,0.790399,784,17920,640
17,1.00236,3136,17920,320
17,1.00646,4900,17920,256
17,1.27429,19600,17920,128
17,2.48059,78400,17920,64
18,0.706587,196,17920,1280
18,0.790229,784,17920,640
18,1.00245,3136,17920,320
18,1.00603,4900,17920,256
18,1.27649,19600,17920,128
18,2.48065,78400,17920,64
19,0.706514,196,17920,1280
19,0.790549,784,17920,640
19,1.00246,3136,17920,320
19,1.00764,4900,17920,256
19,1.27411,19600,17920,128
19,2.48088,78400,17920,64
20,0.704472,196,17920,1280
20,0.791636,784,17920,640
20,1.00243,3136,17920,320
20,1.00737,4900,17920,256
20,1.2759,19600,17920,128
20,2.48165,78400,17920,64
21,0.707664,196,17920,1280
21,0.79253,784,17920,640
