index,time,kernel,dimension,blocksize
0,2.695,484,28160,1280
0,3.01716,1936,28160,640
0,3.78771,12100,28160,256
0,3.87939,7744,28160,320
0,4.53859,48400,28160,128
0,9.08973,193600,28160,64
1,2.70465,484,28160,1280
1,3.03472,1936,28160,640
1,3.80726,12100,28160,256
1,3.89578,7744,28160,320
1,4.56051,48400,28160,128
1,9.11765,193600,28160,64
2,2.7077,484,28160,1280
2,3.04002,1936,28160,640
2,3.815,12100,28160,256
2,3.90659,7744,28160,320
2,4.56956,48400,28160,128
2,9.14198,193600,28160,64
3,2.71532,484,28160,1280
3,3.04458,1936,28160,640
3,3.81956,12100,28160,256
3,3.91241,7744,28160,320
3,4.57792,48400,28160,128
3,9.15936,193600,28160,64
4,2.71887,484,28160,1280
4,3.04969,1936,28160,640
4,3.82792,12100,28160,256
4,3.91937,7744,28160,320
4,4.58582,48400,28160,128
4,9.16949,193600,28160,64
5,2.72247,484,28160,1280
5,3.05435,1936,28160,640
5,3.83581,12100,28160,256
5,3.92611,7744,28160,320
5,4.59581,48400,28160,128
5,9.17952,193600,28160,64
6,2.725,484,28160,1280
6,3.05865,1936,28160,640
6,3.84079,12100,28160,256
6,3.93214,7744,28160,320
6,4.60008,48400,28160,128
6,9.18812,193600,28160,64
7,2.72932,484,28160,1280
7,3.06223,1936,28160,640
7,3.8431,12100,28160,256
7,3.93737,7744,28160,320
7,4.60714,48400,28160,128
7,9.19546,193600,28160,64
8,2.73257,484,28160,1280
8,3.06689,1936,28160,640
8,3.84903,12100,28160,256
8,3.94089,7744,28160,320
8,4.6129,48400,28160,128
8,9.20156,193600,28160,64
9,2.73462,484,28160,1280
9,3.07163,1936,28160,640
9,3.85439,12100,28160,256
9,3.94753,7744,28160,320
9,4.61822,48400,28160,128
9,9.20348,193600,28160,64
10,2.73872,484,28160,1280
10,3.07383,1936,28160,640
10,3.85837,12100,28160,256
10,3.94904,7744,28160,320
10,4.62167,48400,28160,128
10,9.2041,193600,28160,64
11,2.74252,484,28160,1280
11,3.07779,1936,28160,640
11,3.86241,12100,28160,256
