index,time,kernel,dimension,blocksize
0,2.05073,67600,16640,64
1,2.05304,67600,16640,64
2,2.05304,67600,16640,64
3,2.05308,67600,16640,64
4,2.05316,67600,16640,64
5,2.05302,67600,16640,64
6,2.05329,67600,16640,64
7,2.05312,67600,16640,64
8,2.05307,67600,16640,64
9,2.05316,67600,16640,64
10,2.05316,67600,16640,64
11,2.05315,67600,16640,64
12,2.05308,67600,16640,64
13,2.05316,67600,16640,64
14,2.05295,67600,16640,64
15,2.05304,67600,16640,64
16,2.05323,67600,16640,64
17,2.05394,67600,16640,64
18,2.05392,67600,16640,64
19,2.05386,67600,16640,64
20,2.05439,67600,16640,64
21,2.0545,67600,16640,64
22,2.05497,67600,16640,64
23,2.0562,67600,16640,64
24,2.05946,67600,16640,64
25,2.05936,67600,16640,64
26,2.06011,67600,16640,64
27,2.0598,67600,16640,64
28,2.05983,67600,16640,64
29,2.06089,67600,16640,64
30,2.06044,67600,16640,64
31,2.0595,67600,16640,64
32,2.06077,67600,16640,64
33,2.06144,67600,16640,64
34,2.06071,67600,16640,64
35,2.06112,67600,16640,64
36,2.06045,67600,16640,64
37,2.06167,67600,16640,64
38,2.06088,67600,16640,64
39,2.06145,67600,16640,64
40,2.06133,67600,16640,64
41,2.06192,67600,16640,64
42,2.06191,67600,16640,64
43,2.06209,67600,16640,64
44,2.0622,67600,16640,64
45,2.06143,67600,16640,64
46,2.06205,67600,16640,64
47,2.06175,67600,16640,64
48,2.06211,67600,16640,64
49,2.06215,67600,16640,64
50,2.06228,67600,16640,64
51,2.06213,67600,16640,64
52,2.06211,67600,16640,64
53,2.06217,67600,16640,64
54,2.06212,67600,16640,64
55,2.06223,67600,16640,64
56,2.06192,67600,16640,64
57,2.0625,67600,16640,64
58,2.06225,67600,16640,64
59,2.06221,67600,16640,64
60,2.06193,67600,16640,64
61,2.06305,67600,16640,64
62,2.06171,67600,16640,64
63,2.06236,67600,16640,64
64,2.06256,67600,16640,64
65,2.06312,67600,16640,64
66,2.06264,67600,16640,64
67,2.06245,67600,16640,64
68,2.06297,67600,16640,64
69,2.06327,67600,16640,64
70,2.06294,67600,16640,64
71,2.06391,67600,16640,64
72,2.06211,67600,16640,64
73,2.06231,67600,16640,64
74,2.06498,67600,16640,64
75,2.06504,67600,16640,64
76,2.06379,67600,16640,64
77,2.06413,67600,16640,64
78,2.06259,67600,16640,64
79,2.06419,67600,16640,64
80,2.06477,67600,16640,64
81,2.0649,67600,16640,64
82,2.06282,67600,16640,64
83,2.06355,67600,16640,64
84,2.06272,67600,16640,64
85,2.06325,67600,16640,64
86,2.0645,67600,16640,64
87,2.06257,67600,16640,64
88,2.06391,67600,16640,64
89,2.06383,67600,16640,64
90,2.06569,67600,16640,64
91,2.06454,67600,16640,64
92,2.06571,67600,16640,64
93,2.06402,67600,16640,64
94,2.06523,67600,16640,64
95,2.06442,67600,16640,64
96,2.06345,67600,16640,64
97,2.06331,67600,16640,64
98,2.06426,67600,16640,64
99,2.06263,67600,16640,64
100,2.0655,67600,16640,64
