time,kernel,dimension,blocksize,operation,
0,0.389894,2,25600,25600,graphApiYesDependency,1
1,0.000902815,2,25600,25600,graphApiYesDependency,1
2,0.000862238,2,25600,25600,graphApiYesDependency,1
3,0.000905219,2,25600,25600,graphApiYesDependency,1
4,0.000883288,2,25600,25600,graphApiYesDependency,1
5,0.000884591,2,25600,25600,graphApiYesDependency,1
6,0.000981724,2,25600,25600,graphApiYesDependency,1
7,0.000867959,2,25600,25600,graphApiYesDependency,1
8,0.000891654,2,25600,25600,graphApiYesDependency,1
9,0.00086872,2,25600,25600,graphApiYesDependency,1
