time,kernel,dimension,blocksize,operation,
0,4.12077,150,32000,6400,launch,1
1,4.15015,150,32000,6400,launch,1
2,4.13366,150,32000,6400,launch,1
3,4.15518,150,32000,6400,launch,1
4,4.15286,150,32000,6400,launch,1
5,4.17112,150,32000,6400,launch,1
6,4.16297,150,32000,6400,launch,1
7,4.15373,150,32000,6400,launch,1
8,4.18506,150,32000,6400,launch,1
9,4.17794,150,32000,6400,launch,1
10,4.18966,150,32000,6400,launch,1
11,4.20976,150,32000,6400,launch,1
12,4.18779,150,32000,6400,launch,1
13,4.16457,150,32000,6400,launch,1
14,4.20369,150,32000,6400,launch,1
15,4.19552,150,32000,6400,launch,1
16,4.17094,150,32000,6400,launch,1
17,4.17369,150,32000,6400,launch,1
18,4.18613,150,32000,6400,launch,1
19,4.17701,150,32000,6400,launch,1
20,4.19268,150,32000,6400,launch,1
21,4.18855,150,32000,6400,launch,1
22,4.18855,150,32000,6400,launch,1
23,4.21998,150,32000,6400,launch,1
24,4.21503,150,32000,6400,launch,1
25,4.21193,150,32000,6400,launch,1
26,4.20835,150,32000,6400,launch,1
27,4.20924,150,32000,6400,launch,1
28,4.19446,150,32000,6400,launch,1
29,4.21051,150,32000,6400,launch,1
30,4.20169,150,32000,6400,launch,1
31,4.19251,150,32000,6400,launch,1
32,4.23747,150,32000,6400,launch,1
33,4.2422,150,32000,6400,launch,1
34,4.20636,150,32000,6400,launch,1
35,4.22209,150,32000,6400,launch,1
36,4.21459,150,32000,6400,launch,1
37,4.22776,150,32000,6400,launch,1
38,4.23761,150,32000,6400,launch,1
39,4.2129,150,32000,6400,launch,1
40,4.20441,150,32000,6400,launch,1
41,4.21629,150,32000,6400,launch,1
42,4.22842,150,32000,6400,launch,1
43,4.21571,150,32000,6400,launch,1
44,4.20658,150,32000,6400,launch,1
45,4.21507,150,32000,6400,launch,1
46,4.21633,150,32000,6400,launch,1
47,4.22624,150,32000,6400,launch,1
48,4.2053,150,32000,6400,launch,1
49,4.21167,150,32000,6400,launch,1
50,4.21091,150,32000,6400,launch,1
51,4.19942,150,32000,6400,launch,1
52,4.20869,150,32000,6400,launch,1
53,4.21554,150,32000,6400,launch,1
54,4.19232,150,32000,6400,launch,1
55,4.2002,150,32000,6400,launch,1
56,4.21465,150,32000,6400,launch,1
57,4.21807,150,32000,6400,launch,1
58,4.18378,150,32000,6400,launch,1
59,4.20437,150,32000,6400,launch,1
60,4.21655,150,32000,6400,launch,1
61,4.22116,150,32000,6400,launch,1
62,4.21056,150,32000,6400,launch,1
63,4.1962,150,32000,6400,launch,1
64,4.22055,150,32000,6400,launch,1
65,4.21267,150,32000,6400,launch,1
