index,time,kernel,dimension,blocksize,operation,cudagraph,
0,2.92004,36100,24320,128,launch,1
1,2.92948,36100,24320,128,launch,1
2,2.93247,36100,24320,128,launch,1
3,2.93518,36100,24320,128,launch,1
4,2.93874,36100,24320,128,launch,1
5,2.94043,36100,24320,128,launch,1
6,2.94185,36100,24320,128,launch,1
7,2.94494,36100,24320,128,launch,1
8,2.94668,36100,24320,128,launch,1
9,2.94959,36100,24320,128,launch,1
10,2.95028,36100,24320,128,launch,1
11,2.95167,36100,24320,128,launch,1
12,2.95219,36100,24320,128,launch,1
13,2.95372,36100,24320,128,launch,1
14,2.95476,36100,24320,128,launch,1
15,2.95638,36100,24320,128,launch,1
16,2.95338,36100,24320,128,launch,1
17,2.94158,36100,24320,128,launch,1
18,2.94251,36100,24320,128,launch,1
19,2.94336,36100,24320,128,launch,1
20,2.94431,36100,24320,128,launch,1
21,2.94635,36100,24320,128,launch,1
22,2.94785,36100,24320,128,launch,1
23,2.94843,36100,24320,128,launch,1
24,2.95067,36100,24320,128,launch,1
25,2.95181,36100,24320,128,launch,1
26,2.95371,36100,24320,128,launch,1
27,2.95253,36100,24320,128,launch,1
28,2.95334,36100,24320,128,launch,1
29,2.95307,36100,24320,128,launch,1
30,2.95346,36100,24320,128,launch,1
31,2.95424,36100,24320,128,launch,1
32,2.95458,36100,24320,128,launch,1
33,2.95394,36100,24320,128,launch,1
34,2.95606,36100,24320,128,launch,1
35,2.95452,36100,24320,128,launch,1
36,2.95524,36100,24320,128,launch,1
37,2.95504,36100,24320,128,launch,1
38,2.95523,36100,24320,128,launch,1
39,2.9557,36100,24320,128,launch,1
40,2.94893,36100,24320,128,launch,1
41,2.95362,36100,24320,128,launch,1
42,2.9545,36100,24320,128,launch,1
43,2.95363,36100,24320,128,launch,1
44,2.95514,36100,24320,128,launch,1
45,2.95509,36100,24320,128,launch,1
46,2.9546,36100,24320,128,launch,1
47,2.95433,36100,24320,128,launch,1
48,2.95376,36100,24320,128,launch,1
49,2.95409,36100,24320,128,launch,1
50,2.95435,36100,24320,128,launch,1
51,2.95332,36100,24320,128,launch,1
52,2.95326,36100,24320,128,launch,1
53,2.95421,36100,24320,128,launch,1
54,2.95392,36100,24320,128,launch,1
55,2.95095,36100,24320,128,launch,1
56,2.95311,36100,24320,128,launch,1
57,2.95211,36100,24320,128,launch,1
58,2.95243,36100,24320,128,launch,1
59,2.95228,36100,24320,128,launch,1
60,2.94496,36100,24320,128,launch,1
61,2.95131,36100,24320,128,launch,1
62,2.95094,36100,24320,128,launch,1
63,2.95395,36100,24320,128,launch,1
64,2.95156,36100,24320,128,launch,1
65,2.95173,36100,24320,128,launch,1
66,2.95191,36100,24320,128,launch,1
67,2.95184,36100,24320,128,launch,1
68,2.95112,36100,24320,128,launch,1
69,2.95173,36100,24320,128,launch,1
70,2.95235,36100,24320,128,launch,1
71,2.95116,36100,24320,128,launch,1
72,2.95124,36100,24320,128,launch,1
73,2.95078,36100,24320,128,launch,1
74,2.95209,36100,24320,128,launch,1
75,2.94936,36100,24320,128,launch,1
76,2.94915,36100,24320,128,launch,1
77,2.95094,36100,24320,128,launch,1
78,2.94971,36100,24320,128,launch,1
79,2.95068,36100,24320,128,launch,1
80,2.94378,36100,24320,128,launch,1
81,2.94649,36100,24320,128,launch,1
82,2.9466,36100,24320,128,launch,1
83,2.94694,36100,24320,128,launch,1
84,2.94833,36100,24320,128,launch,1
85,2.94804,36100,24320,128,launch,1
86,2.94697,36100,24320,128,launch,1
87,2.94854,36100,24320,128,launch,1
88,2.94647,36100,24320,128,launch,1
89,2.94618,36100,24320,128,launch,1
90,2.94552,36100,24320,128,launch,1
91,2.94839,36100,24320,128,launch,1
92,2.94783,36100,24320,128,launch,1
93,2.94652,36100,24320,128,launch,1
94,2.94836,36100,24320,128,launch,1
95,2.9486,36100,24320,128,launch,1
96,2.94742,36100,24320,128,launch,1
97,2.94669,36100,24320,128,launch,1
98,2.94792,36100,24320,128,launch,1
99,2.94825,36100,24320,128,launch,1
