time,kernel,dimension,blocksize,operation,
0,0.388272,12,25600,12800,graphApiYesDependency,1
1,0.000956127,12,25600,12800,graphApiYesDependency,1
2,0.000909248,12,25600,12800,graphApiYesDependency,1
3,0.00106127,12,25600,12800,graphApiYesDependency,1
4,0.000960414,12,25600,12800,graphApiYesDependency,1
5,0.000941829,12,25600,12800,graphApiYesDependency,1
6,0.00095825,12,25600,12800,graphApiYesDependency,1
7,0.000917463,12,25600,12800,graphApiYesDependency,1
8,0.00091568,12,25600,12800,graphApiYesDependency,1
9,0.00098483,12,25600,12800,graphApiYesDependency,1
