time,kernel,dimension,blocksize,operation,
0,4.68507,12,33280,16640,launch,1
1,4.73266,12,33280,16640,launch,1
2,4.71439,12,33280,16640,launch,1
3,4.7316,12,33280,16640,launch,1
4,4.69921,12,33280,16640,launch,1
5,4.72665,12,33280,16640,launch,1
6,4.76145,12,33280,16640,launch,1
7,4.79258,12,33280,16640,launch,1
8,4.77447,12,33280,16640,launch,1
9,4.85185,12,33280,16640,launch,1
10,4.75703,12,33280,16640,launch,1
11,4.79103,12,33280,16640,launch,1
12,4.72434,12,33280,16640,launch,1
13,4.75901,12,33280,16640,launch,1
14,4.82787,12,33280,16640,launch,1
15,4.83485,12,33280,16640,launch,1
16,4.83075,12,33280,16640,launch,1
17,4.8698,12,33280,16640,launch,1
18,4.80571,12,33280,16640,launch,1
19,4.88811,12,33280,16640,launch,1
20,4.83149,12,33280,16640,launch,1
21,4.84221,12,33280,16640,launch,1
22,4.78561,12,33280,16640,launch,1
23,4.85256,12,33280,16640,launch,1
24,4.84184,12,33280,16640,launch,1
25,4.79479,12,33280,16640,launch,1
26,4.85009,12,33280,16640,launch,1
27,4.76832,12,33280,16640,launch,1
28,4.86587,12,33280,16640,launch,1
29,4.81549,12,33280,16640,launch,1
30,4.84473,12,33280,16640,launch,1
31,4.85755,12,33280,16640,launch,1
32,4.87213,12,33280,16640,launch,1
33,4.88916,12,33280,16640,launch,1
34,4.84433,12,33280,16640,launch,1
35,4.84841,12,33280,16640,launch,1
36,4.86542,12,33280,16640,launch,1
37,4.77217,12,33280,16640,launch,1
38,4.8123,12,33280,16640,launch,1
39,4.83225,12,33280,16640,launch,1
40,4.78272,12,33280,16640,launch,1
41,4.87147,12,33280,16640,launch,1
42,4.8434,12,33280,16640,launch,1
43,4.86158,12,33280,16640,launch,1
44,4.84299,12,33280,16640,launch,1
45,4.87259,12,33280,16640,launch,1
46,4.88265,12,33280,16640,launch,1
47,4.85591,12,33280,16640,launch,1
48,4.83726,12,33280,16640,launch,1
49,4.84188,12,33280,16640,launch,1
50,4.87657,12,33280,16640,launch,1
51,4.80765,12,33280,16640,launch,1
52,4.86121,12,33280,16640,launch,1
53,4.84369,12,33280,16640,launch,1
54,4.85493,12,33280,16640,launch,1
55,4.87483,12,33280,16640,launch,1
56,4.83674,12,33280,16640,launch,1
57,4.84957,12,33280,16640,launch,1
58,4.85936,12,33280,16640,launch,1
59,4.82118,12,33280,16640,launch,1
60,4.86343,12,33280,16640,launch,1
61,4.87197,12,33280,16640,launch,1
62,4.81609,12,33280,16640,launch,1
63,4.85164,12,33280,16640,launch,1
64,4.81288,12,33280,16640,launch,1
65,4.85731,12,33280,16640,launch,1
66,4.83213,12,33280,16640,launch,1
67,4.81758,12,33280,16640,launch,1
68,4.85275,12,33280,16640,launch,1
69,4.8246,12,33280,16640,launch,1
70,4.81788,12,33280,16640,launch,1
71,4.84146,12,33280,16640,launch,1
72,4.81292,12,33280,16640,launch,1
73,4.83881,12,33280,16640,launch,1
74,4.77403,12,33280,16640,launch,1
75,4.85438,12,33280,16640,launch,1
76,4.85924,12,33280,16640,launch,1
77,4.80156,12,33280,16640,launch,1
78,4.81004,12,33280,16640,launch,1
79,4.88885,12,33280,16640,launch,1
80,4.83328,12,33280,16640,launch,1
81,4.87962,12,33280,16640,launch,1
82,4.82786,12,33280,16640,launch,1
83,4.8131,12,33280,16640,launch,1
84,4.76045,12,33280,16640,launch,1
85,4.75683,12,33280,16640,launch,1
86,4.84258,12,33280,16640,launch,1
87,4.82696,12,33280,16640,launch,1
88,4.85957,12,33280,16640,launch,1
89,4.8727,12,33280,16640,launch,1
90,4.80875,12,33280,16640,launch,1
91,4.85209,12,33280,16640,launch,1
92,4.83991,12,33280,16640,launch,1
93,4.89225,12,33280,16640,launch,1
94,4.85539,12,33280,16640,launch,1
95,4.81856,12,33280,16640,launch,1
96,4.86636,12,33280,16640,launch,1
97,4.87969,12,33280,16640,launch,1
98,4.84953,12,33280,16640,launch,1
99,4.82105,12,33280,16640,launch,1
100,4.88519,12,33280,16640,launch,1
101,4.8374,12,33280,16640,launch,1
102,4.85914,12,33280,16640,launch,1
103,4.83391,12,33280,16640,launch,1
104,4.88673,12,33280,16640,launch,1
105,4.82092,12,33280,16640,launch,1
106,4.86112,12,33280,16640,launch,1
107,4.86456,12,33280,16640,launch,1
108,4.85503,12,33280,16640,launch,1
109,4.8533,12,33280,16640,launch,1
110,4.8215,12,33280,16640,launch,1
111,4.82169,12,33280,16640,launch,1
112,4.86142,12,33280,16640,launch,1
113,4.8438,12,33280,16640,launch,1
114,4.86458,12,33280,16640,launch,1
115,4.7986,12,33280,16640,launch,1
116,4.83708,12,33280,16640,launch,1
117,4.84991,12,33280,16640,launch,1
118,4.84815,12,33280,16640,launch,1
119,4.87826,12,33280,16640,launch,1
120,4.82894,12,33280,16640,launch,1
121,4.85629,12,33280,16640,launch,1
122,4.84754,12,33280,16640,launch,1
123,4.8445,12,33280,16640,launch,1
124,4.86294,12,33280,16640,launch,1
125,4.8071,12,33280,16640,launch,1
126,4.86695,12,33280,16640,launch,1
127,4.85462,12,33280,16640,launch,1
128,4.80935,12,33280,16640,launch,1
129,4.83744,12,33280,16640,launch,1
130,4.864,12,33280,16640,launch,1
131,4.84745,12,33280,16640,launch,1
132,4.82008,12,33280,16640,launch,1
133,4.88187,12,33280,16640,launch,1
134,4.82132,12,33280,16640,launch,1
135,4.87923,12,33280,16640,launch,1
136,4.90572,12,33280,16640,launch,1
137,4.82088,12,33280,16640,launch,1
138,4.86528,12,33280,16640,launch,1
139,4.86476,12,33280,16640,launch,1
140,4.8414,12,33280,16640,launch,1
141,4.83064,12,33280,16640,launch,1
142,4.81183,12,33280,16640,launch,1
143,4.87057,12,33280,16640,launch,1
144,4.86055,12,33280,16640,launch,1
145,4.82887,12,33280,16640,launch,1
146,4.88492,12,33280,16640,launch,1
147,4.79172,12,33280,16640,launch,1
148,4.84531,12,33280,16640,launch,1
149,4.86601,12,33280,16640,launch,1
150,4.83684,12,33280,16640,launch,1
151,4.85987,12,33280,16640,launch,1
152,4.79789,12,33280,16640,launch,1
153,4.85598,12,33280,16640,launch,1
154,4.85614,12,33280,16640,launch,1
155,4.79797,12,33280,16640,launch,1
156,4.81949,12,33280,16640,launch,1
157,4.80407,12,33280,16640,launch,1
158,4.83293,12,33280,16640,launch,1
159,4.84602,12,33280,16640,launch,1
160,4.87607,12,33280,16640,launch,1
161,4.82515,12,33280,16640,launch,1
162,4.83671,12,33280,16640,launch,1
163,4.81294,12,33280,16640,launch,1
164,4.74521,12,33280,16640,launch,1
165,4.83535,12,33280,16640,launch,1
166,4.86701,12,33280,16640,launch,1
167,4.86118,12,33280,16640,launch,1
168,4.79848,12,33280,16640,launch,1
169,4.83627,12,33280,16640,launch,1
170,4.79486,12,33280,16640,launch,1
171,4.78621,12,33280,16640,launch,1
172,4.75857,12,33280,16640,launch,1
173,4.76968,12,33280,16640,launch,1
174,4.78531,12,33280,16640,launch,1
175,4.84869,12,33280,16640,launch,1
176,4.77781,12,33280,16640,launch,1
177,4.83641,12,33280,16640,launch,1
178,4.76355,12,33280,16640,launch,1
179,4.77207,12,33280,16640,launch,1
180,4.82386,12,33280,16640,launch,1
181,4.83011,12,33280,16640,launch,1
182,4.75655,12,33280,16640,launch,1
183,4.84826,12,33280,16640,launch,1
184,4.80309,12,33280,16640,launch,1
185,4.83263,12,33280,16640,launch,1
186,4.8299,12,33280,16640,launch,1
187,4.89068,12,33280,16640,launch,1
188,4.83139,12,33280,16640,launch,1
189,4.82955,12,33280,16640,launch,1
190,4.82695,12,33280,16640,launch,1
191,4.82757,12,33280,16640,launch,1
192,4.82049,12,33280,16640,launch,1
193,4.83219,12,33280,16640,launch,1
194,4.8235,12,33280,16640,launch,1
195,4.81602,12,33280,16640,launch,1
196,4.83404,12,33280,16640,launch,1
197,4.78843,12,33280,16640,launch,1
198,4.77482,12,33280,16640,launch,1
199,4.85624,12,33280,16640,launch,1
