index,time,kernel,dimension,blocksizeoperation,cudagraph,
0,5.43553,1,30720,30720,launch,0
1,5.4747,1,30720,30720,launch,0
2,5.45517,1,30720,30720,launch,0
3,5.46,1,30720,30720,launch,0
4,5.48715,1,30720,30720,launch,0
5,5.51608,1,30720,30720,launch,0
6,5.45048,1,30720,30720,launch,0
7,5.47001,1,30720,30720,launch,0
8,5.4819,1,30720,30720,launch,0
9,5.49543,1,30720,30720,launch,0
10,5.51007,1,30720,30720,launch,0
11,5.51647,1,30720,30720,launch,0
12,5.52209,1,30720,30720,launch,0
13,5.5366,1,30720,30720,launch,0
14,5.5423,1,30720,30720,launch,0
15,5.54852,1,30720,30720,launch,0
16,5.55254,1,30720,30720,launch,0
17,5.56167,1,30720,30720,launch,0
18,5.56851,1,30720,30720,launch,0
19,5.57253,1,30720,30720,launch,0
20,5.57641,1,30720,30720,launch,0
21,5.57657,1,30720,30720,launch,0
22,5.58152,1,30720,30720,launch,0
23,5.58438,1,30720,30720,launch,0
24,5.58438,1,30720,30720,launch,0
25,5.58905,1,30720,30720,launch,0
26,5.58552,1,30720,30720,launch,0
27,5.5864,1,30720,30720,launch,0
28,5.58207,1,30720,30720,launch,0
29,5.58773,1,30720,30720,launch,0
30,5.58688,1,30720,30720,launch,0
31,5.58763,1,30720,30720,launch,0
32,5.58387,1,30720,30720,launch,0
33,5.58214,1,30720,30720,launch,0
34,5.57915,1,30720,30720,launch,0
35,5.58115,1,30720,30720,launch,0
36,5.57677,1,30720,30720,launch,0
37,5.57609,1,30720,30720,launch,0
38,5.57552,1,30720,30720,launch,0
39,5.57759,1,30720,30720,launch,0
40,5.57526,1,30720,30720,launch,0
41,5.57598,1,30720,30720,launch,0
42,5.57461,1,30720,30720,launch,0
43,5.57411,1,30720,30720,launch,0
44,5.57595,1,30720,30720,launch,0
45,5.57295,1,30720,30720,launch,0
46,5.57435,1,30720,30720,launch,0
47,5.57237,1,30720,30720,launch,0
48,5.57285,1,30720,30720,launch,0
49,5.57048,1,30720,30720,launch,0
50,5.57418,1,30720,30720,launch,0
51,5.57443,1,30720,30720,launch,0
52,5.57211,1,30720,30720,launch,0
53,5.57187,1,30720,30720,launch,0
54,5.57219,1,30720,30720,launch,0
55,5.57372,1,30720,30720,launch,0
56,5.57239,1,30720,30720,launch,0
57,5.57146,1,30720,30720,launch,0
58,5.57646,1,30720,30720,launch,0
59,5.57145,1,30720,30720,launch,0
60,5.57322,1,30720,30720,launch,0
61,5.57075,1,30720,30720,launch,0
62,5.56822,1,30720,30720,launch,0
63,5.57108,1,30720,30720,launch,0
64,5.57141,1,30720,30720,launch,0
65,5.57327,1,30720,30720,launch,0
66,5.57484,1,30720,30720,launch,0
67,5.57049,1,30720,30720,launch,0
68,5.57239,1,30720,30720,launch,0
69,5.57241,1,30720,30720,launch,0
70,5.57067,1,30720,30720,launch,0
71,5.57536,1,30720,30720,launch,0
72,5.57316,1,30720,30720,launch,0
73,5.57284,1,30720,30720,launch,0
74,5.56939,1,30720,30720,launch,0
75,5.56997,1,30720,30720,launch,0
76,5.57073,1,30720,30720,launch,0
77,5.57315,1,30720,30720,launch,0
78,5.56963,1,30720,30720,launch,0
79,5.57328,1,30720,30720,launch,0
80,5.57115,1,30720,30720,launch,0
81,5.57143,1,30720,30720,launch,0
82,5.56989,1,30720,30720,launch,0
83,5.5693,1,30720,30720,launch,0
84,5.56838,1,30720,30720,launch,0
85,5.57256,1,30720,30720,launch,0
86,5.57297,1,30720,30720,launch,0
87,5.57021,1,30720,30720,launch,0
88,5.56966,1,30720,30720,launch,0
89,5.57221,1,30720,30720,launch,0
90,5.56954,1,30720,30720,launch,0
91,5.57374,1,30720,30720,launch,0
92,5.57014,1,30720,30720,launch,0
93,5.57011,1,30720,30720,launch,0
94,5.57246,1,30720,30720,launch,0
95,5.56727,1,30720,30720,launch,0
96,5.57135,1,30720,30720,launch,0
97,5.5702,1,30720,30720,launch,0
98,5.5705,1,30720,30720,launch,0
99,5.56789,1,30720,30720,launch,0
100,5.57177,1,30720,30720,launch,0
101,5.57189,1,30720,30720,launch,0
102,5.57082,1,30720,30720,launch,0
103,5.5743,1,30720,30720,launch,0
104,5.56737,1,30720,30720,launch,0
105,5.57188,1,30720,30720,launch,0
106,5.56972,1,30720,30720,launch,0
107,5.57123,1,30720,30720,launch,0
108,5.57368,1,30720,30720,launch,0
109,5.57247,1,30720,30720,launch,0
110,5.57226,1,30720,30720,launch,0
111,5.5722,1,30720,30720,launch,0
112,5.57313,1,30720,30720,launch,0
113,5.56683,1,30720,30720,launch,0
114,5.57092,1,30720,30720,launch,0
115,5.57252,1,30720,30720,launch,0
116,5.57019,1,30720,30720,launch,0
117,5.5726,1,30720,30720,launch,0
118,5.56917,1,30720,30720,launch,0
119,5.56761,1,30720,30720,launch,0
120,5.57322,1,30720,30720,launch,0
121,5.57156,1,30720,30720,launch,0
122,5.56902,1,30720,30720,launch,0
123,5.57228,1,30720,30720,launch,0
124,5.57299,1,30720,30720,launch,0
125,5.5718,1,30720,30720,launch,0
126,5.57218,1,30720,30720,launch,0
127,5.57331,1,30720,30720,launch,0
128,5.57346,1,30720,30720,launch,0
129,5.57119,1,30720,30720,launch,0
130,5.57072,1,30720,30720,launch,0
131,5.57184,1,30720,30720,launch,0
132,5.57599,1,30720,30720,launch,0
133,5.57033,1,30720,30720,launch,0
134,5.57246,1,30720,30720,launch,0
135,5.57182,1,30720,30720,launch,0
136,5.57171,1,30720,30720,launch,0
137,5.57109,1,30720,30720,launch,0
138,5.57054,1,30720,30720,launch,0
139,5.5701,1,30720,30720,launch,0
140,5.57131,1,30720,30720,launch,0
141,5.57293,1,30720,30720,launch,0
142,5.57282,1,30720,30720,launch,0
143,5.57528,1,30720,30720,launch,0
144,5.57138,1,30720,30720,launch,0
145,5.57587,1,30720,30720,launch,0
