index,time,kernel,dimension,blocksize,operation,cudagraph
0,6.88291,16,35840,8960,launch,0
1,7.3409,16,35840,8960,launch,0
2,6.47233,16,35840,8960,launch,0
3,6.64596,16,35840,8960,launch,0
4,7.02531,16,35840,8960,launch,0
5,7.01279,16,35840,8960,launch,0
6,6.57718,16,35840,8960,launch,0
7,6.67944,16,35840,8960,launch,0
8,7.00348,16,35840,8960,launch,0
9,7.23623,16,35840,8960,launch,0
10,7.05743,16,35840,8960,launch,0
11,7.12143,16,35840,8960,launch,0
12,7.46205,16,35840,8960,launch,0
13,7.09519,16,35840,8960,launch,0
14,7.29199,16,35840,8960,launch,0
15,7.32432,16,35840,8960,launch,0
16,7.3501,16,35840,8960,launch,0
17,6.78906,16,35840,8960,launch,0
18,6.75109,16,35840,8960,launch,0
19,6.58016,16,35840,8960,launch,0
20,6.99192,16,35840,8960,launch,0
21,6.72099,16,35840,8960,launch,0
22,6.93732,16,35840,8960,launch,0
23,6.84466,16,35840,8960,launch,0
24,6.72944,16,35840,8960,launch,0
25,6.6694,16,35840,8960,launch,0
26,6.70351,16,35840,8960,launch,0
27,7.00371,16,35840,8960,launch,0
28,7.2771,16,35840,8960,launch,0
29,7.387,16,35840,8960,launch,0
30,7.19311,16,35840,8960,launch,0
31,6.89483,16,35840,8960,launch,0
32,7.4949,16,35840,8960,launch,0
33,7.20628,16,35840,8960,launch,0
34,7.14683,16,35840,8960,launch,0
35,7.20339,16,35840,8960,launch,0
36,7.21854,16,35840,8960,launch,0
37,7.49543,16,35840,8960,launch,0
38,7.55523,16,35840,8960,launch,0
39,7.35841,16,35840,8960,launch,0
40,7.35662,16,35840,8960,launch,0
41,7.401,16,35840,8960,launch,0
42,7.42903,16,35840,8960,launch,0
43,7.30118,16,35840,8960,launch,0
44,7.35702,16,35840,8960,launch,0
45,7.34162,16,35840,8960,launch,0
46,7.16271,16,35840,8960,launch,0
47,7.19033,16,35840,8960,launch,0
48,7.52339,16,35840,8960,launch,0
49,7.46353,16,35840,8960,launch,0
50,7.41814,16,35840,8960,launch,0
51,7.44395,16,35840,8960,launch,0
52,7.34348,16,35840,8960,launch,0
53,7.43868,16,35840,8960,launch,0
54,7.29447,16,35840,8960,launch,0
55,7.46321,16,35840,8960,launch,0
56,7.53557,16,35840,8960,launch,0
57,7.59846,16,35840,8960,launch,0
58,7.43715,16,35840,8960,launch,0
59,7.36693,16,35840,8960,launch,0
60,7.6871,16,35840,8960,launch,0
61,7.55876,16,35840,8960,launch,0
62,7.36636,16,35840,8960,launch,0
63,7.44012,16,35840,8960,launch,0
64,7.57186,16,35840,8960,launch,0
65,7.67643,16,35840,8960,launch,0
66,7.27768,16,35840,8960,launch,0
67,7.22334,16,35840,8960,launch,0
68,7.1458,16,35840,8960,launch,0
69,7.36592,16,35840,8960,launch,0
70,7.4071,16,35840,8960,launch,0
71,7.25762,16,35840,8960,launch,0
72,7.39355,16,35840,8960,launch,0
73,7.39441,16,35840,8960,launch,0
74,7.54369,16,35840,8960,launch,0
75,7.3876,16,35840,8960,launch,0
76,7.55819,16,35840,8960,launch,0
77,7.69583,16,35840,8960,launch,0
78,7.30601,16,35840,8960,launch,0
79,7.89853,16,35840,8960,launch,0
80,7.39042,16,35840,8960,launch,0
81,7.26453,16,35840,8960,launch,0
82,7.26858,16,35840,8960,launch,0
83,7.59671,16,35840,8960,launch,0
84,7.4804,16,35840,8960,launch,0
85,7.36728,16,35840,8960,launch,0
86,7.46589,16,35840,8960,launch,0
87,7.54257,16,35840,8960,launch,0
88,7.71139,16,35840,8960,launch,0
89,7.1615,16,35840,8960,launch,0
90,7.25665,16,35840,8960,launch,0
91,7.12355,16,35840,8960,launch,0
92,7.30761,16,35840,8960,launch,0
93,7.34639,16,35840,8960,launch,0
94,7.42695,16,35840,8960,launch,0
95,7.24102,16,35840,8960,launch,0
96,7.27878,16,35840,8960,launch,0
97,7.52646,16,35840,8960,launch,0
98,7.30079,16,35840,8960,launch,0
99,7.31966,16,35840,8960,launch,0
100,7.20221,16,35840,8960,launch,0
101,6.93325,16,35840,8960,launch,0
102,7.13722,16,35840,8960,launch,0
103,7.33655,16,35840,8960,launch,0
104,7.40826,16,35840,8960,launch,0
105,6.90014,16,35840,8960,launch,0
106,7.07098,16,35840,8960,launch,0
107,7.26667,16,35840,8960,launch,0
108,6.7415,16,35840,8960,launch,0
109,7.1332,16,35840,8960,launch,0
110,7.20395,16,35840,8960,launch,0
111,7.13758,16,35840,8960,launch,0
112,7.41406,16,35840,8960,launch,0
113,7.42071,16,35840,8960,launch,0
114,7.31422,16,35840,8960,launch,0
115,7.03805,16,35840,8960,launch,0
116,6.97792,16,35840,8960,launch,0
117,7.11725,16,35840,8960,launch,0
118,7.2002,16,35840,8960,launch,0
