index,time,kernel,dimension,blocksize,operation,cudagraph
0,12.9747,16,40960,10240,launch,0
1,13.0234,16,40960,10240,launch,0
2,13.0331,16,40960,10240,launch,0
3,13.0641,16,40960,10240,launch,0
4,13.0841,16,40960,10240,launch,0
5,13.0869,16,40960,10240,launch,0
6,13.1156,16,40960,10240,launch,0
7,13.1325,16,40960,10240,launch,0
8,13.1491,16,40960,10240,launch,0
9,13.1486,16,40960,10240,launch,0
10,13.1692,16,40960,10240,launch,0
11,13.1726,16,40960,10240,launch,0
12,13.1649,16,40960,10240,launch,0
13,13.1939,16,40960,10240,launch,0
14,13.1914,16,40960,10240,launch,0
15,13.1914,16,40960,10240,launch,0
16,13.1924,16,40960,10240,launch,0
17,13.1978,16,40960,10240,launch,0
18,13.2094,16,40960,10240,launch,0
19,13.2119,16,40960,10240,launch,0
20,13.2237,16,40960,10240,launch,0
21,13.2018,16,40960,10240,launch,0
22,13.1984,16,40960,10240,launch,0
23,13.1967,16,40960,10240,launch,0
24,13.2048,16,40960,10240,launch,0
25,13.1955,16,40960,10240,launch,0
26,13.2069,16,40960,10240,launch,0
27,13.2031,16,40960,10240,launch,0
28,13.2106,16,40960,10240,launch,0
29,13.2031,16,40960,10240,launch,0
30,13.1956,16,40960,10240,launch,0
31,13.1975,16,40960,10240,launch,0
32,13.2031,16,40960,10240,launch,0
33,13.199,16,40960,10240,launch,0
34,13.1945,16,40960,10240,launch,0
35,13.2071,16,40960,10240,launch,0
36,13.2122,16,40960,10240,launch,0
37,13.2057,16,40960,10240,launch,0
38,13.2051,16,40960,10240,launch,0
39,13.1976,16,40960,10240,launch,0
40,13.1968,16,40960,10240,launch,0
41,13.1983,16,40960,10240,launch,0
42,13.1975,16,40960,10240,launch,0
43,13.2002,16,40960,10240,launch,0
44,13.2028,16,40960,10240,launch,0
45,13.1939,16,40960,10240,launch,0
46,13.1971,16,40960,10240,launch,0
47,13.196,16,40960,10240,launch,0
48,13.1858,16,40960,10240,launch,0
49,13.1877,16,40960,10240,launch,0
50,13.2039,16,40960,10240,launch,0
51,13.2037,16,40960,10240,launch,0
52,13.1933,16,40960,10240,launch,0
53,13.1959,16,40960,10240,launch,0
54,13.1913,16,40960,10240,launch,0
55,13.2055,16,40960,10240,launch,0
56,13.2009,16,40960,10240,launch,0
57,13.2035,16,40960,10240,launch,0
58,13.2018,16,40960,10240,launch,0
59,13.1952,16,40960,10240,launch,0
60,13.1981,16,40960,10240,launch,0
61,13.2004,16,40960,10240,launch,0
62,13.2013,16,40960,10240,launch,0
63,13.1886,16,40960,10240,launch,0
64,13.2023,16,40960,10240,launch,0
65,13.1999,16,40960,10240,launch,0
66,13.2033,16,40960,10240,launch,0
67,13.1947,16,40960,10240,launch,0
68,13.2015,16,40960,10240,launch,0
69,13.1986,16,40960,10240,launch,0
70,13.2031,16,40960,10240,launch,0
71,13.2047,16,40960,10240,launch,0
72,13.1889,16,40960,10240,launch,0
73,13.1941,16,40960,10240,launch,0
74,13.1914,16,40960,10240,launch,0
75,13.1984,16,40960,10240,launch,0
76,13.194,16,40960,10240,launch,0
77,13.1981,16,40960,10240,launch,0
78,13.1875,16,40960,10240,launch,0
79,13.1987,16,40960,10240,launch,0
80,13.1999,16,40960,10240,launch,0
81,13.1959,16,40960,10240,launch,0
82,13.2116,16,40960,10240,launch,0
83,13.2013,16,40960,10240,launch,0
84,13.1981,16,40960,10240,launch,0
85,13.2047,16,40960,10240,launch,0
86,13.1996,16,40960,10240,launch,0
87,13.1901,16,40960,10240,launch,0
88,13.1917,16,40960,10240,launch,0
89,13.1958,16,40960,10240,launch,0
90,13.1949,16,40960,10240,launch,0
91,13.1976,16,40960,10240,launch,0
92,13.1874,16,40960,10240,launch,0
93,13.1991,16,40960,10240,launch,0
94,13.2009,16,40960,10240,launch,0
95,13.184,16,40960,10240,launch,0
96,13.1981,16,40960,10240,launch,0
97,13.2031,16,40960,10240,launch,0
98,13.1973,16,40960,10240,launch,0
99,13.1957,16,40960,10240,launch,0
100,13.1897,16,40960,10240,launch,0
101,13.1951,16,40960,10240,launch,0
102,13.1909,16,40960,10240,launch,0
103,13.1955,16,40960,10240,launch,0
104,13.1894,16,40960,10240,launch,0
105,13.2066,16,40960,10240,launch,0
106,13.2029,16,40960,10240,launch,0
107,13.2008,16,40960,10240,launch,0
108,13.2001,16,40960,10240,launch,0
109,13.198,16,40960,10240,launch,0
110,13.199,16,40960,10240,launch,0
111,13.1866,16,40960,10240,launch,0
112,13.1981,16,40960,10240,launch,0
113,13.1931,16,40960,10240,launch,0
114,13.1906,16,40960,10240,launch,0
115,13.2056,16,40960,10240,launch,0
116,13.206,16,40960,10240,launch,0
117,13.1965,16,40960,10240,launch,0
118,13.189,16,40960,10240,launch,0
119,13.1888,16,40960,10240,launch,0
120,13.2014,16,40960,10240,launch,0
121,13.2021,16,40960,10240,launch,0
122,13.1921,16,40960,10240,launch,0
123,13.195,16,40960,10240,launch,0
124,13.188,16,40960,10240,launch,0
125,13.1925,16,40960,10240,launch,0
126,13.1894,16,40960,10240,launch,0
127,13.1836,16,40960,10240,launch,0
128,13.1885,16,40960,10240,launch,0
129,13.1826,16,40960,10240,launch,0
130,13.1854,16,40960,10240,launch,0
131,13.1969,16,40960,10240,launch,0
132,13.2044,16,40960,10240,launch,0
133,13.1915,16,40960,10240,launch,0
134,13.188,16,40960,10240,launch,0
135,13.1872,16,40960,10240,launch,0
136,13.1943,16,40960,10240,launch,0
137,13.1918,16,40960,10240,launch,0
138,13.186,16,40960,10240,launch,0
139,13.1938,16,40960,10240,launch,0
140,13.1849,16,40960,10240,launch,0
141,13.1901,16,40960,10240,launch,0
142,13.1977,16,40960,10240,launch,0
143,13.2031,16,40960,10240,launch,0
144,13.1896,16,40960,10240,launch,0
145,13.1923,16,40960,10240,launch,0
146,13.1942,16,40960,10240,launch,0
147,13.1803,16,40960,10240,launch,0
148,13.1903,16,40960,10240,launch,0
149,13.1788,16,40960,10240,launch,0
150,13.1958,16,40960,10240,launch,0
151,13.1936,16,40960,10240,launch,0
152,13.1923,16,40960,10240,launch,0
153,13.1943,16,40960,10240,launch,0
154,13.1748,16,40960,10240,launch,0
155,13.1803,16,40960,10240,launch,0
156,13.195,16,40960,10240,launch,0
157,13.1827,16,40960,10240,launch,0
158,13.1819,16,40960,10240,launch,0
159,13.183,16,40960,10240,launch,0
160,13.1993,16,40960,10240,launch,0
161,13.1877,16,40960,10240,launch,0
162,13.1869,16,40960,10240,launch,0
163,13.1923,16,40960,10240,launch,0
164,13.1881,16,40960,10240,launch,0
165,13.1797,16,40960,10240,launch,0
166,13.1927,16,40960,10240,launch,0
167,13.1816,16,40960,10240,launch,0
168,13.1833,16,40960,10240,launch,0
169,13.1902,16,40960,10240,launch,0
170,13.1802,16,40960,10240,launch,0
171,13.1838,16,40960,10240,launch,0
172,13.189,16,40960,10240,launch,0
173,13.1925,16,40960,10240,launch,0
174,13.1862,16,40960,10240,launch,0
175,13.2022,16,40960,10240,launch,0
176,13.2038,16,40960,10240,launch,0
177,13.19,16,40960,10240,launch,0
178,13.1969,16,40960,10240,launch,0
179,13.1918,16,40960,10240,launch,0
180,13.1938,16,40960,10240,launch,0
181,13.1951,16,40960,10240,launch,0
182,13.1929,16,40960,10240,launch,0
183,13.1843,16,40960,10240,launch,0
184,13.1888,16,40960,10240,launch,0
185,13.2018,16,40960,10240,launch,0
186,13.1971,16,40960,10240,launch,0
187,13.2065,16,40960,10240,launch,0
188,13.1797,16,40960,10240,launch,0
189,13.193,16,40960,10240,launch,0
