time,kernel,dimension,blocksize,operation,
0,0.000517828,2,40960,40960,graphApiYesDependency,1
1,1.6541e-05,2,40960,40960,graphApiYesDependency,1
2,1.594e-05,2,40960,40960,graphApiYesDependency,1
3,1.607e-05,2,40960,40960,graphApiYesDependency,1
4,1.8104e-05,2,40960,40960,graphApiYesDependency,1
5,1.5469e-05,2,40960,40960,graphApiYesDependency,1
6,1.6151e-05,2,40960,40960,graphApiYesDependency,1
7,1.566e-05,2,40960,40960,graphApiYesDependency,1
8,2.8564e-05,2,40960,40960,graphApiYesDependency,1
9,2.096e-05,2,40960,40960,graphApiYesDependency,1
