time,kernel,dimension,blocksize,operation,
0,9.54231,2,40960,40960,launch,1
1,9.563,2,40960,40960,launch,1
2,9.54701,2,40960,40960,launch,1
3,9.50671,2,40960,40960,launch,1
4,9.59665,2,40960,40960,launch,1
5,9.19706,2,40960,40960,launch,1
6,9.45517,2,40960,40960,launch,1
7,9.57376,2,40960,40960,launch,1
8,9.06973,2,40960,40960,launch,1
9,9.5219,2,40960,40960,launch,1
10,9.64685,2,40960,40960,launch,1
11,9.70815,2,40960,40960,launch,1
12,9.19524,2,40960,40960,launch,1
13,8.93019,2,40960,40960,launch,1
14,9.33011,2,40960,40960,launch,1
15,9.44572,2,40960,40960,launch,1
16,9.50803,2,40960,40960,launch,1
17,9.71352,2,40960,40960,launch,1
18,9.64292,2,40960,40960,launch,1
19,9.17123,2,40960,40960,launch,1
20,9.54206,2,40960,40960,launch,1
21,9.35852,2,40960,40960,launch,1
22,9.35152,2,40960,40960,launch,1
23,9.53779,2,40960,40960,launch,1
24,9.1894,2,40960,40960,launch,1
25,9.28823,2,40960,40960,launch,1
26,9.54431,2,40960,40960,launch,1
27,8.9224,2,40960,40960,launch,1
28,9.28712,2,40960,40960,launch,1
29,8.84132,2,40960,40960,launch,1
30,9.29169,2,40960,40960,launch,1
31,9.13098,2,40960,40960,launch,1
32,9.43214,2,40960,40960,launch,1
33,9.30414,2,40960,40960,launch,1
34,9.50782,2,40960,40960,launch,1
35,9.66952,2,40960,40960,launch,1
36,9.66528,2,40960,40960,launch,1
37,9.42105,2,40960,40960,launch,1
38,9.61608,2,40960,40960,launch,1
39,8.75975,2,40960,40960,launch,1
40,9.22781,2,40960,40960,launch,1
41,8.75536,2,40960,40960,launch,1
42,9.5017,2,40960,40960,launch,1
43,9.44545,2,40960,40960,launch,1
44,8.9231,2,40960,40960,launch,1
45,9.60291,2,40960,40960,launch,1
46,9.40423,2,40960,40960,launch,1
47,9.3334,2,40960,40960,launch,1
48,9.34545,2,40960,40960,launch,1
49,9.67866,2,40960,40960,launch,1
50,9.65984,2,40960,40960,launch,1
51,9.4461,2,40960,40960,launch,1
52,9.66213,2,40960,40960,launch,1
53,9.69119,2,40960,40960,launch,1
54,9.71029,2,40960,40960,launch,1
55,9.37983,2,40960,40960,launch,1
56,9.27565,2,40960,40960,launch,1
57,9.23228,2,40960,40960,launch,1
58,9.25321,2,40960,40960,launch,1
59,9.57012,2,40960,40960,launch,1
60,9.49437,2,40960,40960,launch,1
61,9.35203,2,40960,40960,launch,1
62,9.43602,2,40960,40960,launch,1
63,9.69505,2,40960,40960,launch,1
64,9.64295,2,40960,40960,launch,1
65,9.47348,2,40960,40960,launch,1
66,9.72323,2,40960,40960,launch,1
67,9.50083,2,40960,40960,launch,1
68,9.72053,2,40960,40960,launch,1
69,9.25177,2,40960,40960,launch,1
70,9.45749,2,40960,40960,launch,1
71,9.33558,2,40960,40960,launch,1
72,9.57571,2,40960,40960,launch,1
73,9.60628,2,40960,40960,launch,1
