time,kernel,dimension,blocksize,operation,
0,7.8934,30752,39680,1280,launch,1
1,7.94383,30752,39680,1280,launch,1
2,7.96886,30752,39680,1280,launch,1
3,8.00836,30752,39680,1280,launch,1
4,8.0286,30752,39680,1280,launch,1
5,8.04319,30752,39680,1280,launch,1
6,8.04343,30752,39680,1280,launch,1
7,8.04521,30752,39680,1280,launch,1
8,8.04655,30752,39680,1280,launch,1
9,8.05543,30752,39680,1280,launch,1
10,8.06735,30752,39680,1280,launch,1
11,8.07529,30752,39680,1280,launch,1
12,8.08776,30752,39680,1280,launch,1
13,8.09631,30752,39680,1280,launch,1
14,8.09845,30752,39680,1280,launch,1
15,8.09909,30752,39680,1280,launch,1
16,8.10661,30752,39680,1280,launch,1
17,8.10958,30752,39680,1280,launch,1
18,8.10155,30752,39680,1280,launch,1
19,8.10768,30752,39680,1280,launch,1
