time,kernel,dimension,blocksize,operation,
0,2.80656,75852,26880,640,launch,1
1,2.76954,75852,26880,640,launch,1
2,2.77192,75852,26880,640,launch,1
3,2.77485,75852,26880,640,launch,1
4,2.7818,75852,26880,640,launch,1
5,2.78339,75852,26880,640,launch,1
6,2.78875,75852,26880,640,launch,1
7,2.79331,75852,26880,640,launch,1
8,2.79868,75852,26880,640,launch,1
9,2.79979,75852,26880,640,launch,1
10,2.80254,75852,26880,640,launch,1
11,2.80571,75852,26880,640,launch,1
12,2.8103,75852,26880,640,launch,1
13,2.81469,75852,26880,640,launch,1
14,2.81281,75852,26880,640,launch,1
15,2.81631,75852,26880,640,launch,1
16,2.80477,75852,26880,640,launch,1
17,2.80147,75852,26880,640,launch,1
18,2.80387,75852,26880,640,launch,1
19,2.80421,75852,26880,640,launch,1
20,2.81857,75852,26880,640,launch,1
21,2.80277,75852,26880,640,launch,1
22,2.80767,75852,26880,640,launch,1
23,2.80992,75852,26880,640,launch,1
24,2.80957,75852,26880,640,launch,1
25,2.81071,75852,26880,640,launch,1
26,2.81217,75852,26880,640,launch,1
27,2.81708,75852,26880,640,launch,1
28,2.81818,75852,26880,640,launch,1
29,2.81745,75852,26880,640,launch,1
30,2.81825,75852,26880,640,launch,1
31,2.81947,75852,26880,640,launch,1
32,2.81987,75852,26880,640,launch,1
33,2.82435,75852,26880,640,launch,1
34,2.82308,75852,26880,640,launch,1
35,2.8234,75852,26880,640,launch,1
36,2.82235,75852,26880,640,launch,1
37,2.82252,75852,26880,640,launch,1
38,2.82267,75852,26880,640,launch,1
39,2.82482,75852,26880,640,launch,1
40,2.83038,75852,26880,640,launch,1
41,2.82422,75852,26880,640,launch,1
42,2.82459,75852,26880,640,launch,1
43,2.82461,75852,26880,640,launch,1
44,2.82435,75852,26880,640,launch,1
45,2.82401,75852,26880,640,launch,1
46,2.82284,75852,26880,640,launch,1
47,2.82731,75852,26880,640,launch,1
48,2.8254,75852,26880,640,launch,1
49,2.82693,75852,26880,640,launch,1
50,2.82652,75852,26880,640,launch,1
51,2.82647,75852,26880,640,launch,1
52,2.8261,75852,26880,640,launch,1
53,2.82639,75852,26880,640,launch,1
54,2.82622,75852,26880,640,launch,1
55,2.82604,75852,26880,640,launch,1
56,2.82823,75852,26880,640,launch,1
57,2.829,75852,26880,640,launch,1
58,2.82623,75852,26880,640,launch,1
59,2.82545,75852,26880,640,launch,1
60,2.87627,75852,26880,640,launch,1
61,2.82121,75852,26880,640,launch,1
62,2.822,75852,26880,640,launch,1
63,2.82124,75852,26880,640,launch,1
64,2.82194,75852,26880,640,launch,1
65,2.82201,75852,26880,640,launch,1
66,2.82316,75852,26880,640,launch,1
67,2.82568,75852,26880,640,launch,1
68,2.82284,75852,26880,640,launch,1
69,2.82201,75852,26880,640,launch,1
70,2.82318,75852,26880,640,launch,1
71,2.82566,75852,26880,640,launch,1
72,2.82666,75852,26880,640,launch,1
73,2.82287,75852,26880,640,launch,1
74,2.82209,75852,26880,640,launch,1
75,2.82248,75852,26880,640,launch,1
76,2.82311,75852,26880,640,launch,1
77,2.82559,75852,26880,640,launch,1
78,2.82244,75852,26880,640,launch,1
79,2.8213,75852,26880,640,launch,1
