index,time,kernel,dimension,blocksizeoperation,cudagraph,
0,9.02198,193600,28160,64,launch,0
1,9.05136,193600,28160,64,launch,0
2,9.07761,193600,28160,64,launch,0
3,9.10429,193600,28160,64,launch,0
4,9.1265,193600,28160,64,launch,0
5,9.1402,193600,28160,64,launch,0
6,9.15471,193600,28160,64,launch,0
7,9.16917,193600,28160,64,launch,0
8,9.17235,193600,28160,64,launch,0
9,9.17377,193600,28160,64,launch,0
10,9.17853,193600,28160,64,launch,0
11,9.18405,193600,28160,64,launch,0
12,9.18929,193600,28160,64,launch,0
13,9.19421,193600,28160,64,launch,0
14,9.19482,193600,28160,64,launch,0
15,9.19687,193600,28160,64,launch,0
16,9.19794,193600,28160,64,launch,0
17,9.19962,193600,28160,64,launch,0
18,9.20049,193600,28160,64,launch,0
19,9.19958,193600,28160,64,launch,0
20,9.19955,193600,28160,64,launch,0
21,9.19929,193600,28160,64,launch,0
22,9.19839,193600,28160,64,launch,0
23,9.19872,193600,28160,64,launch,0
24,9.19725,193600,28160,64,launch,0
25,9.19703,193600,28160,64,launch,0
26,9.19559,193600,28160,64,launch,0
27,9.19496,193600,28160,64,launch,0
28,9.19378,193600,28160,64,launch,0
29,9.19361,193600,28160,64,launch,0
30,9.19351,193600,28160,64,launch,0
31,9.1903,193600,28160,64,launch,0
32,9.18974,193600,28160,64,launch,0
33,9.18869,193600,28160,64,launch,0
34,9.1894,193600,28160,64,launch,0
35,9.18744,193600,28160,64,launch,0
36,9.1882,193600,28160,64,launch,0
37,9.18838,193600,28160,64,launch,0
38,9.18731,193600,28160,64,launch,0
39,9.18676,193600,28160,64,launch,0
40,9.186,193600,28160,64,launch,0
41,9.18701,193600,28160,64,launch,0
42,9.18549,193600,28160,64,launch,0
43,9.18658,193600,28160,64,launch,0
44,9.18633,193600,28160,64,launch,0
45,9.18699,193600,28160,64,launch,0
46,9.18607,193600,28160,64,launch,0
47,9.18652,193600,28160,64,launch,0
48,9.18623,193600,28160,64,launch,0
49,9.18694,193600,28160,64,launch,0
50,9.18814,193600,28160,64,launch,0
51,9.18703,193600,28160,64,launch,0
52,9.18629,193600,28160,64,launch,0
53,9.18715,193600,28160,64,launch,0
54,9.18642,193600,28160,64,launch,0
55,9.18638,193600,28160,64,launch,0
56,9.18742,193600,28160,64,launch,0
57,9.18613,193600,28160,64,launch,0
58,9.18712,193600,28160,64,launch,0
59,9.1855,193600,28160,64,launch,0
60,9.18736,193600,28160,64,launch,0
61,9.18667,193600,28160,64,launch,0
62,9.18733,193600,28160,64,launch,0
63,9.18683,193600,28160,64,launch,0
64,9.18675,193600,28160,64,launch,0
65,9.18642,193600,28160,64,launch,0
66,9.18663,193600,28160,64,launch,0
67,9.18656,193600,28160,64,launch,0
68,9.18715,193600,28160,64,launch,0
69,9.18605,193600,28160,64,launch,0
70,9.18773,193600,28160,64,launch,0
71,9.18818,193600,28160,64,launch,0
72,9.18835,193600,28160,64,launch,0
73,9.18859,193600,28160,64,launch,0
74,9.18843,193600,28160,64,launch,0
75,9.18723,193600,28160,64,launch,0
76,9.18756,193600,28160,64,launch,0
77,9.1868,193600,28160,64,launch,0
78,9.18752,193600,28160,64,launch,0
79,9.18754,193600,28160,64,launch,0
80,9.18753,193600,28160,64,launch,0
81,9.18751,193600,28160,64,launch,0
82,9.18843,193600,28160,64,launch,0
83,9.187,193600,28160,64,launch,0
84,9.18882,193600,28160,64,launch,0
85,9.18782,193600,28160,64,launch,0
86,9.18705,193600,28160,64,launch,0
87,9.18768,193600,28160,64,launch,0
88,9.18733,193600,28160,64,launch,0
89,9.18722,193600,28160,64,launch,0
90,9.18713,193600,28160,64,launch,0
91,9.18696,193600,28160,64,launch,0
92,9.18807,193600,28160,64,launch,0
93,9.18765,193600,28160,64,launch,0
94,9.18966,193600,28160,64,launch,0
95,9.18792,193600,28160,64,launch,0
96,9.18811,193600,28160,64,launch,0
97,9.1875,193600,28160,64,launch,0
98,9.18769,193600,28160,64,launch,0
99,9.18699,193600,28160,64,launch,0
100,9.18698,193600,28160,64,launch,0
101,9.18721,193600,28160,64,launch,0
102,9.18681,193600,28160,64,launch,0
103,9.18717,193600,28160,64,launch,0
104,9.18591,193600,28160,64,launch,0
105,9.18722,193600,28160,64,launch,0
106,9.18641,193600,28160,64,launch,0
107,9.18667,193600,28160,64,launch,0
108,9.18593,193600,28160,64,launch,0
109,9.18696,193600,28160,64,launch,0
110,9.18614,193600,28160,64,launch,0
111,9.1862,193600,28160,64,launch,0
112,9.18671,193600,28160,64,launch,0
113,9.18631,193600,28160,64,launch,0
114,9.18607,193600,28160,64,launch,0
115,9.18697,193600,28160,64,launch,0
116,9.18683,193600,28160,64,launch,0
117,9.18703,193600,28160,64,launch,0
118,9.18606,193600,28160,64,launch,0
119,9.18607,193600,28160,64,launch,0
120,9.18554,193600,28160,64,launch,0
121,9.18622,193600,28160,64,launch,0
122,9.18724,193600,28160,64,launch,0
123,9.18645,193600,28160,64,launch,0
124,9.18668,193600,28160,64,launch,0
125,9.18797,193600,28160,64,launch,0
126,9.18675,193600,28160,64,launch,0
127,9.18753,193600,28160,64,launch,0
128,9.18695,193600,28160,64,launch,0
129,9.18644,193600,28160,64,launch,0
130,9.18668,193600,28160,64,launch,0
131,9.18636,193600,28160,64,launch,0
132,9.18718,193600,28160,64,launch,0
133,9.1868,193600,28160,64,launch,0
134,9.18775,193600,28160,64,launch,0
135,9.18739,193600,28160,64,launch,0
136,9.18659,193600,28160,64,launch,0
137,9.18712,193600,28160,64,launch,0
138,9.18772,193600,28160,64,launch,0
139,9.1863,193600,28160,64,launch,0
140,9.18791,193600,28160,64,launch,0
141,9.18719,193600,28160,64,launch,0
142,9.18653,193600,28160,64,launch,0
143,9.18731,193600,28160,64,launch,0
144,9.18647,193600,28160,64,launch,0
145,9.18685,193600,28160,64,launch,0
146,9.18743,193600,28160,64,launch,0
147,9.18705,193600,28160,64,launch,0
148,9.18723,193600,28160,64,launch,0
149,9.18604,193600,28160,64,launch,0
150,9.18683,193600,28160,64,launch,0
151,9.18743,193600,28160,64,launch,0
152,9.18817,193600,28160,64,launch,0
153,9.1872,193600,28160,64,launch,0
154,9.18822,193600,28160,64,launch,0
155,9.18686,193600,28160,64,launch,0
156,9.18829,193600,28160,64,launch,0
157,9.18859,193600,28160,64,launch,0
158,9.18811,193600,28160,64,launch,0
159,9.1894,193600,28160,64,launch,0
160,9.18711,193600,28160,64,launch,0
161,9.18911,193600,28160,64,launch,0
162,9.18818,193600,28160,64,launch,0
163,9.18858,193600,28160,64,launch,0
164,9.18842,193600,28160,64,launch,0
165,9.18894,193600,28160,64,launch,0
166,9.18764,193600,28160,64,launch,0
167,9.18851,193600,28160,64,launch,0
168,9.18759,193600,28160,64,launch,0
169,9.1881,193600,28160,64,launch,0
170,9.18833,193600,28160,64,launch,0
171,9.18783,193600,28160,64,launch,0
172,9.18827,193600,28160,64,launch,0
173,9.18746,193600,28160,64,launch,0
174,9.1875,193600,28160,64,launch,0
175,9.18751,193600,28160,64,launch,0
176,9.1881,193600,28160,64,launch,0
177,9.18781,193600,28160,64,launch,0
178,9.18708,193600,28160,64,launch,0
179,9.18753,193600,28160,64,launch,0
180,9.18652,193600,28160,64,launch,0
181,9.18684,193600,28160,64,launch,0
182,9.18758,193600,28160,64,launch,0
183,9.18746,193600,28160,64,launch,0
184,9.18631,193600,28160,64,launch,0
185,9.18711,193600,28160,64,launch,0
186,9.18663,193600,28160,64,launch,0
187,9.18613,193600,28160,64,launch,0
188,9.18678,193600,28160,64,launch,0
189,9.18592,193600,28160,64,launch,0
190,9.18576,193600,28160,64,launch,0
191,9.18596,193600,28160,64,launch,0
192,9.18673,193600,28160,64,launch,0
193,9.18721,193600,28160,64,launch,0
194,9.18732,193600,28160,64,launch,0
195,9.18763,193600,28160,64,launch,0
196,9.18809,193600,28160,64,launch,0
197,9.18817,193600,28160,64,launch,0
198,9.18666,193600,28160,64,launch,0
199,9.18799,193600,28160,64,launch,0
