time,kernel,dimension,blocksize,operation,
0,5.16293,810,34560,3840,launch,1
1,5.18517,810,34560,3840,launch,1
2,5.19697,810,34560,3840,launch,1
3,5.21098,810,34560,3840,launch,1
4,5.21825,810,34560,3840,launch,1
5,5.23959,810,34560,3840,launch,1
6,5.2434,810,34560,3840,launch,1
7,5.24416,810,34560,3840,launch,1
8,5.25125,810,34560,3840,launch,1
9,5.25495,810,34560,3840,launch,1
10,5.25952,810,34560,3840,launch,1
11,5.26417,810,34560,3840,launch,1
12,5.26418,810,34560,3840,launch,1
13,5.24609,810,34560,3840,launch,1
14,5.25,810,34560,3840,launch,1
15,5.25682,810,34560,3840,launch,1
16,5.25522,810,34560,3840,launch,1
17,5.26031,810,34560,3840,launch,1
18,5.26388,810,34560,3840,launch,1
19,5.26463,810,34560,3840,launch,1
20,5.27996,810,34560,3840,launch,1
21,5.27241,810,34560,3840,launch,1
22,5.269,810,34560,3840,launch,1
23,5.2759,810,34560,3840,launch,1
24,5.27244,810,34560,3840,launch,1
25,5.27202,810,34560,3840,launch,1
26,5.28219,810,34560,3840,launch,1
27,5.264,810,34560,3840,launch,1
28,5.27178,810,34560,3840,launch,1
29,5.27716,810,34560,3840,launch,1
30,5.2713,810,34560,3840,launch,1
31,5.27324,810,34560,3840,launch,1
32,5.27624,810,34560,3840,launch,1
33,5.27129,810,34560,3840,launch,1
34,5.27688,810,34560,3840,launch,1
35,5.28194,810,34560,3840,launch,1
36,5.27221,810,34560,3840,launch,1
37,5.27499,810,34560,3840,launch,1
38,5.2704,810,34560,3840,launch,1
39,5.26593,810,34560,3840,launch,1
40,5.26235,810,34560,3840,launch,1
41,5.25954,810,34560,3840,launch,1
42,5.26013,810,34560,3840,launch,1
43,5.27702,810,34560,3840,launch,1
44,5.26562,810,34560,3840,launch,1
45,5.25787,810,34560,3840,launch,1
46,5.25879,810,34560,3840,launch,1
47,5.27911,810,34560,3840,launch,1
48,5.25936,810,34560,3840,launch,1
49,5.25364,810,34560,3840,launch,1
50,5.2654,810,34560,3840,launch,1
51,5.26466,810,34560,3840,launch,1
52,5.26686,810,34560,3840,launch,1
53,5.26314,810,34560,3840,launch,1
54,5.25901,810,34560,3840,launch,1
55,5.26122,810,34560,3840,launch,1
56,5.26052,810,34560,3840,launch,1
57,5.26425,810,34560,3840,launch,1
58,5.25702,810,34560,3840,launch,1
59,5.26019,810,34560,3840,launch,1
60,5.2623,810,34560,3840,launch,1
61,5.25206,810,34560,3840,launch,1
62,5.25772,810,34560,3840,launch,1
63,5.26224,810,34560,3840,launch,1
64,5.26005,810,34560,3840,launch,1
65,5.2693,810,34560,3840,launch,1
66,5.2583,810,34560,3840,launch,1
67,5.25899,810,34560,3840,launch,1
68,5.26135,810,34560,3840,launch,1
69,5.2595,810,34560,3840,launch,1
70,5.26412,810,34560,3840,launch,1
71,5.26042,810,34560,3840,launch,1
72,5.25804,810,34560,3840,launch,1
