time,kernel,dimension,blocksize,operation,
0,0.000560238,12,40960,20480,graphApiYesDependency,1
1,6.0364e-05,12,40960,20480,graphApiYesDependency,1
2,0.000545129,12,40960,20480,graphApiYesDependency,1
3,5.7679e-05,12,40960,20480,graphApiYesDependency,1
4,5.7679e-05,12,40960,20480,graphApiYesDependency,1
5,0.000542635,12,40960,20480,graphApiYesDependency,1
6,5.7258e-05,12,40960,20480,graphApiYesDependency,1
7,4.8752e-05,12,40960,20480,graphApiYesDependency,1
8,0.00102265,12,40960,20480,graphApiYesDependency,1
9,5.7037e-05,12,40960,20480,graphApiYesDependency,1
