index,time,kernel,dimension,blocksize,operation
0,6.4746,160000,25600,64,launch
1,6.44749,160000,25600,64,launch
2,6.45949,160000,25600,64,launch
3,6.46684,160000,25600,64,launch
4,6.48415,160000,25600,64,launch
5,6.49082,160000,25600,64,launch
6,6.49684,160000,25600,64,launch
7,6.50279,160000,25600,64,launch
8,6.50556,160000,25600,64,launch
9,6.50751,160000,25600,64,launch
10,6.51008,160000,25600,64,launch
11,6.51334,160000,25600,64,launch
12,6.5139,160000,25600,64,launch
13,6.51605,160000,25600,64,launch
14,6.5182,160000,25600,64,launch
15,6.52221,160000,25600,64,launch
16,6.52381,160000,25600,64,launch
17,6.52457,160000,25600,64,launch
18,6.52625,160000,25600,64,launch
19,6.52589,160000,25600,64,launch
