time,kernel,dimension,blocksize,operation,
0,0.000156615,2,26880,26880,graphApiYesDependency,1
1,1.6341e-05,2,26880,26880,graphApiYesDependency,1
2,1.588e-05,2,26880,26880,graphApiYesDependency,1
3,1.594e-05,2,26880,26880,graphApiYesDependency,1
4,2.1491e-05,2,26880,26880,graphApiYesDependency,1
5,1.614e-05,2,26880,26880,graphApiYesDependency,1
6,1.6461e-05,2,26880,26880,graphApiYesDependency,1
7,1.5759e-05,2,26880,26880,graphApiYesDependency,1
8,2.132e-05,2,26880,26880,graphApiYesDependency,1
9,1.8104e-05,2,26880,26880,graphApiYesDependency,1
