time,kernel,dimension,blocksize,operation,
0,0.392845,2,26880,26880,graphApiYesDependency,1
1,0.00090032,2,26880,26880,graphApiYesDependency,1
2,0.000919827,2,26880,26880,graphApiYesDependency,1
3,0.000881635,2,26880,26880,graphApiYesDependency,1
4,0.000852861,2,26880,26880,graphApiYesDependency,1
5,0.000876485,2,26880,26880,graphApiYesDependency,1
6,0.00105596,2,26880,26880,graphApiYesDependency,1
7,0.000891763,2,26880,26880,graphApiYesDependency,1
8,0.000881965,2,26880,26880,graphApiYesDependency,1
9,0.000854343,2,26880,26880,graphApiYesDependency,1
