time,kernel,dimension,blocksize,operation,
0,3.40599,2,26880,26880,launch,1
1,2.71403,2,26880,26880,launch,1
2,3.36672,2,26880,26880,launch,1
3,2.74396,2,26880,26880,launch,1
4,2.73151,2,26880,26880,launch,1
5,3.09317,2,26880,26880,launch,1
6,2.75532,2,26880,26880,launch,1
7,2.76674,2,26880,26880,launch,1
8,2.74778,2,26880,26880,launch,1
9,2.73915,2,26880,26880,launch,1
10,2.758,2,26880,26880,launch,1
11,2.77189,2,26880,26880,launch,1
12,2.78891,2,26880,26880,launch,1
13,3.25868,2,26880,26880,launch,1
14,2.8533,2,26880,26880,launch,1
15,2.78673,2,26880,26880,launch,1
16,2.78509,2,26880,26880,launch,1
17,2.78369,2,26880,26880,launch,1
18,2.79173,2,26880,26880,launch,1
19,3.28201,2,26880,26880,launch,1
20,2.81451,2,26880,26880,launch,1
21,2.79552,2,26880,26880,launch,1
22,2.8199,2,26880,26880,launch,1
23,2.82985,2,26880,26880,launch,1
24,2.90426,2,26880,26880,launch,1
25,2.80106,2,26880,26880,launch,1
26,2.82265,2,26880,26880,launch,1
27,2.95116,2,26880,26880,launch,1
28,2.8054,2,26880,26880,launch,1
29,3.03559,2,26880,26880,launch,1
30,2.86575,2,26880,26880,launch,1
31,2.86646,2,26880,26880,launch,1
32,2.84339,2,26880,26880,launch,1
33,2.83035,2,26880,26880,launch,1
34,3.3477,2,26880,26880,launch,1
35,3.11754,2,26880,26880,launch,1
36,2.84268,2,26880,26880,launch,1
37,3.14184,2,26880,26880,launch,1
38,3.0719,2,26880,26880,launch,1
39,3.22402,2,26880,26880,launch,1
40,2.82174,2,26880,26880,launch,1
41,2.86122,2,26880,26880,launch,1
42,2.926,2,26880,26880,launch,1
43,2.91325,2,26880,26880,launch,1
44,2.83704,2,26880,26880,launch,1
45,2.8128,2,26880,26880,launch,1
46,2.92535,2,26880,26880,launch,1
47,2.82906,2,26880,26880,launch,1
48,2.84056,2,26880,26880,launch,1
49,2.86051,2,26880,26880,launch,1
50,2.85316,2,26880,26880,launch,1
51,3.20136,2,26880,26880,launch,1
52,2.84401,2,26880,26880,launch,1
53,2.87167,2,26880,26880,launch,1
54,2.84955,2,26880,26880,launch,1
55,2.82415,2,26880,26880,launch,1
56,2.82892,2,26880,26880,launch,1
57,3.02886,2,26880,26880,launch,1
58,3.29559,2,26880,26880,launch,1
59,2.82095,2,26880,26880,launch,1
60,2.85019,2,26880,26880,launch,1
61,3.126,2,26880,26880,launch,1
